Stkcd	Accper	Typrep	Indcd	F040202B	F040302B	F040502B	F040602B	F040802B	F040902B	F041002B	F041202B	F041402B	F041502B	F041702B	F041802B	Indnme
股票代码	截止日期	报表类型编码	行业代码	应收账款周转率B	应收账款周转天数B	存货周转率B	存货周转天数B	应付账款周转率B	营运资金（资本）周转率B	现金及现金等价物周转率B	流动资产周转率B	固定资产周转率B	非流动资产周转率B	总资产周转率B	股东权益周转率B	行业名称
000070	2018-12-31	A	C38	2.50924	145.462371	3.124776	116.808373	3.635218	4.795205	6.892393	1.121008	8.971263	3.29822	0.836646	2.223411	电气机械及器材制造业
000070	2018-12-31	B	C38	3.148829	115.916107	8.395057	43.477966	5.48893		4.690526	1.207435	13.024645	0.824412	0.489911	1.083301	电气机械及器材制造业
000070	2019-12-31	A	C38	1.865268	195.682336	2.33476	156.332985	3.630252	3.187546	5.846552	0.8389	7.277017	2.2841	0.613555	1.506057	电气机械及器材制造业
000070	2019-12-31	B	C38	2.669208	136.744682	6.243446	58.461305	4.124475		3.744905	0.849312	13.046816	0.649063	0.367903	0.803267	电气机械及器材制造业
000070	2020-12-31	A	C38	2.010881	182.009776	2.033849	179.954362	3.690576	2.42541	2.597545	0.687084	8.240865	2.10022	0.517715	1.362115	电气机械及器材制造业
000070	2020-12-31	B	C38	4.542272	80.576416	3.894882	93.969471	4.399879	7.49544	2.070722	0.788349	27.19508	1.073563	0.454555	1.17288	电气机械及器材制造业
000100	2016-12-31	A	C39	7.838236	46.69418	8.096619	45.204054	5.330414	25.332739	5.814751	1.6422	3.339682	1.647944	0.822533	2.55405	计算机、通信和其他电子设备制造业
000100	2016-12-31	B	C39	2.150684	170.178418	44.332316	8.255829	1.857768	1.215723	0.421542	0.111019	14.404794	0.061611	0.039622	0.090323	计算机、通信和其他电子设备制造业
000100	2017-12-31	A	C39	7.800658	46.790925	6.880809	53.046088	4.559008	13.543142	4.738212	1.430312	3.173486	1.473819	0.72587	2.234011	计算机、通信和其他电子设备制造业
000100	2017-12-31	B	C39	3.551848	102.763407	1745.891117	0.209062	4.217963	0.361777	0.536049	0.082588	20.181198	0.049339	0.030887	0.069189	计算机、通信和其他电子设备制造业
000100	2018-12-31	A	C39	7.996738	45.643611	5.640788	64.707271	4.28264	24.324886	4.628495	1.413435	3.305869	1.176824	0.642161	1.971229	计算机、通信和其他电子设备制造业
000100	2018-12-31	B	C39	7.681372	47.517553	2277.00798	0.160298	9.604146	0.318876	1.688543	0.095952	47.604108	0.051221	0.033394	0.06812	计算机、通信和其他电子设备制造业
000100	2019-12-31	A	C39	6.829261	53.446486	5.189493	70.334424	3.740269	22.810233	3.457908	1.166607	1.840154	0.654022	0.419079	1.201286	计算机、通信和其他电子设备制造业
000100	2019-12-31	B	C39	5.40642	67.512328	188.894043	1.9323	4.378993	0.227277	0.656646	0.072478	36.696933	0.040715	0.02607	0.054797	计算机、通信和其他电子设备制造业
000100	2020-12-31	A	C39	7.338248	49.875665	9.128731	40.093196	4.728541		4.278128	1.347058	1.108942	0.496439	0.362752	0.996195	计算机、通信和其他电子设备制造业
000100	2020-12-31	B	C39	3.676277	99.557242	87.339308	4.190553	3.29001	45.73997	0.371904	0.042327	22.768239	0.021059	0.014062	0.035928	计算机、通信和其他电子设备制造业
000153	2016-12-31	A	C27	4.308979	84.938915	5.469268	66.919376	4.72057		13.278997	1.895793	2.803766	1.518659	0.843199	1.729394	医药制造业
000153	2016-12-31	B	C27	3.877639	94.387332	4.355544	84.030835	1.977244		4.12662	0.534905	1.404416	0.320975	0.200602	0.432001	医药制造业
000153	2017-12-31	A	C27	4.362384	83.669847	5.288423	69.018685	4.874398		14.965945	1.926678	3.136382	1.997083	0.980624	2.172655	医药制造业
000153	2017-12-31	B	C27	4.034139	90.477795	4.570994	79.851341	1.626834		7.169423	0.598282	1.477131	0.433627	0.251409	0.608033	医药制造业
000153	2018-12-31	A	C27	4.753653	76.783055	4.262146	85.637611	4.481158		12.822015	1.954144	3.86599	2.239106	1.043471	2.398968	医药制造业
000153	2018-12-31	B	C27	4.789465	76.208929	4.288923	85.10295	1.739417		10.052294	0.764655	2.15496	0.564291	0.324684	0.832594	医药制造业
000153	2019-12-31	A	C27	4.924507	74.119095	4.225749	86.37522	4.367771		12.446222	1.946325	4.387147	1.998651	0.986071	2.472838	医药制造业
000153	2019-12-31	B	C27	4.483509	81.40945	4.414153	82.68857	1.685744		7.197572	0.718223	2.313445	0.507704	0.297444	0.845177	医药制造业
000153	2020-12-31	A	C27	4.905514	74.609919	4.280181	85.510402	4.895281		13.07315	1.910101	4.770006	1.786385	0.923086	2.393563	医药制造业
000153	2020-12-31	B	C27	3.743199	97.777329	3.956515	92.505652	1.771708		4.533243	0.556518	1.927148	0.381268	0.226259	0.668616	医药制造业
000155	2016-12-31	A	C26	5.745414	63.702981	58.191141	6.289617	22.708002	3.883051	1.636116	1.102702	25.447837	9.061013	0.983066	2.898549	化学原料及化学制品制造业
000155	2016-12-31	B	C26	5.439137	67.290087	71.596802	5.11196	35.606997	2.125945	1.510095	1.068069	40.919413	11.729497	0.978929	1.885632	化学原料及化学制品制造业
000155	2017-12-31	A	C26	6.80427	53.642786	369.484358	0.987863	13.606398	2.398296	4.139068	1.75784	3.490177	2.44649	1.022883	1.669193	化学原料及化学制品制造业
000155	2017-12-31	B	C26	8.099913	45.062212	382.384848	0.954536	129.287424	2.593294	4.740802	2.303062	17120.37003	11.515416	1.919221	2.116626	化学原料及化学制品制造业
000155	2018-12-31	A	C26	3.488876	104.618221	67.711914	5.390484	5.710427	1.96513	6.889255	1.213013	1.507653	1.22574	0.609672	1.144595	化学原料及化学制品制造业
000155	2018-12-31	B	C26	4.290708	85.067546	67.866068	5.37824	25.021202	1.949593	8.708632	1.527832	3334.621948	3.191443	1.033207	1.210265	化学原料及化学制品制造业
000155	2019-12-31	A	C26	1.72287	211.855799	36.615781	9.968379	2.527287	0.969574	2.532372	0.639627	0.688024	0.508847	0.283396	0.512103	化学原料及化学制品制造业
000155	2019-12-31	B	C26	2.134812	170.975243	34.670473	10.52769	8.444265	0.750412	3.411854	0.625473	782.136327	1.049416	0.391895	0.437538	化学原料及化学制品制造业
000157	2016-12-31	A	C35	0.668969	547.110554	1.135419	322.347961	2.348483	0.463362	2.217159	0.27905	2.625738	1.017419	0.218988	0.510752	专用设备制造业
000157	2016-12-31	B	C35	0.396732	922.537128	0.999153	366.310265	1.252592	0.409745	2.359125	0.228907	3.051145	0.557698	0.162294	0.335695	专用设备制造业
000157	2017-12-31	A	C35	0.899477	405.791365	1.690455	215.9182	2.971974	0.584805	3.391858	0.355416	3.493905	1.126232	0.270159	0.612265	专用设备制造业
000157	2017-12-31	B	C35	0.563559	647.669543	2.149935	169.772575	2.05693	0.547384	4.262666	0.307645	5.008825	0.795138	0.221821	0.461382	专用设备制造业
000157	2018-12-31	A	C35	1.287548	283.484577	2.269754	160.810379	3.285337	0.840161	3.609069	0.433448	5.074637	1.298626	0.324979	0.745406	专用设备制造业
000157	2018-12-31	B	C35	0.708952	514.844446	4.070342	89.673055	1.46284	0.755569	5.915264	0.333199	8.191337	1.017034	0.250975	0.573655	专用设备制造业
000157	2019-12-31	A	C35	1.791482	203.74193	2.843475	128.364062	3.717379	1.459655	6.263915	0.648552	7.705047	1.666514	0.466864	1.106168	专用设备制造业
000157	2019-12-31	B	C35	0.714085	511.143631	3.623093	100.742653	1.149812	0.995575	8.232231	0.343906	10.808156	1.083132	0.261027	0.672719	专用设备制造业
000157	2020-12-31	A	C35	2.240525	163.354571	3.518966	104.007825	4.049171	2.070376	8.589877	0.901616	10.931842	2.037338	0.625017	1.489565	专用设备制造业
000157	2020-12-31	B	C35	1.501202	243.804631	7.808847	46.869916	1.998174	2.307984	13.502582	0.710262	30.150554	2.317083	0.543624	1.555878	专用设备制造业
000157	2021-12-31	A	C35	1.772611	205.910942	3.642848	100.19633	3.614832	1.817324	5.768116	0.787462	10.422587	1.980416	0.563429	1.26442	专用设备制造业
000157	2021-12-31	B	C35	1.222413	298.589756	8.946309	40.798948	1.495831	1.850279	8.262463	0.454045	29.679542	2.041552	0.371437	1.249792	专用设备制造业
000301	2018-12-31	A	C28	115.682814	3.155179	6.589547	55.390758	17.205103		10.969	3.052111	2.247443	1.583949	1.042779	1.885758	化学纤维制造业
000301	2018-12-31	B	C28	24.121517	15.131718	35.574909	10.26004	34.14012	0.971164	2.000431	0.715653	2.876289	0.104985	0.091554	0.09717	化学纤维制造业
000301	2019-12-31	A	C28	106.467483	3.428277	6.633825	55.021047	9.634257		7.36323	2.407977	1.95578	1.131208	0.769647	1.605876	化学纤维制造业
000301	2019-12-31	B	C28	14.529117	25.121967	60.388594	6.044188	19.884702		3.713331	1.089119	3.188179	0.058461	0.055483	0.0635	化学纤维制造业
000301	2020-12-31	A	C28	97.431971	3.756467	7.667866	47.731664	7.445107		2.641393	1.480388	1.679233	0.677845	0.464951	1.203608	化学纤维制造业
000301	2020-12-31	B	C28	43.576254	8.39907	205.232424	1.783344	109.69925		15.254119	5.775105	9.063152	0.138437	0.135196	0.184634	化学纤维制造业
000333	2016-12-31	A	C38	13.350333	27.415047	8.867631	41.273707	5.401878	8.855687	17.970015	1.613784	7.99484	3.10828	1.062267	2.544535	电气机械及器材制造业
000333	2016-12-31	B	C38					8.234181		0.165569	0.024362	1.141384	0.044035	0.015685	0.047303	电气机械及器材制造业
000333	2017-12-31	A	C38	15.538233	23.490445	8.007823	45.580428	5.965467	8.063552	14.017156	1.796497	11.027302	3.193997	1.149787	3.169313	电气机械及器材制造业
000333	2017-12-31	B	C38						0.466315	0.091684	0.026046	1.40377	0.056094	0.017787	0.050071	电气机械及器材制造业
000333	2018-12-31	A	C38	14.066772	25.947673	6.368832	57.310351	5.223427	6.518524	13.053752	1.578544	11.530938	2.840735	1.014696	2.961173	电气机械及器材制造业
000333	2018-12-31	B	C38						0.265092	0.09774	0.023873	1.534801	0.060886	0.017149	0.049514	电气机械及器材制造业
000333	2019-12-31	A	C38	14.622172	24.962092	6.375229	57.252845	4.98289	5.432592	11.497945	1.476047	12.616965	2.949043	0.983692	2.782847	电气机械及器材制造业
000333	2019-12-31	B	C38						0.375455	0.156517	0.018093	1.827262	0.038822	0.012341	0.036665	电气机械及器材制造业
000333	2020-12-31	A	C38	13.650642	26.811926	6.701506	54.61459	4.412736	4.383795	10.52861	1.240767	12.947427	2.783754	0.858236	2.453004	电气机械及器材制造业
000333	2020-12-31	B	C38							0.127729	0.01624	2.275464	0.025066	0.009855	0.030043	电气机械及器材制造业
000338	2016-12-31	A	C36	9.16354	39.940896	5.147557	71.10169	3.939845	5.260609	4.359107	1.380153	3.762059	1.287088	0.665998	2.154566	汽车制造业
000338	2016-12-31	B	C36	23.810064	15.371651	9.979171	36.676393	3.54807	1.435567	1.85253	0.786668	7.296127	1.169408	0.470297	0.653276	汽车制造业
000338	2017-12-31	A	C36	12.169982	29.991827	6.592251	55.368037	4.508537	7.714975	6.334736	1.715108	5.734384	1.718199	0.858326	3.012442	汽车制造业
000338	2017-12-31	B	C36	30.9051	11.810348	18.984184	19.226531	4.26352	2.457777	3.335358	1.144644	13.211003	2.112027	0.742328	1.152844	汽车制造业
000338	2018-12-31	A	C36	11.916824	30.628966	6.104187	59.795023	4.020744	7.701863	5.252975	1.528032	5.635142	1.708122	0.806533	2.685272	汽车制造业
000338	2018-12-31	B	C36	31.134298	11.723405	17.499215	20.858078	3.233542	2.351412	2.402251	0.937194	14.232714	1.841897	0.621144	1.051404	汽车制造业
000338	2019-12-31	A	C36	12.70823	28.721545	6.007811	60.754241	4.033054	8.71878	4.548613	1.488416	6.252549	1.678019	0.788771	2.64115	汽车制造业
000338	2019-12-31	B	C36	45.058988	8.100493	12.589757	28.991822	3.092297	2.651736	2.012217	0.95237	16.4358	1.829485	0.626326	1.105591	汽车制造业
000338	2020-12-31	A	C36	13.295867	27.527351	5.696877	64.245726	3.877268	8.042717	4.156848	1.417231	6.805169	1.725703	0.778165	2.629567	汽车制造业
000338	2020-12-31	B	C36	62.840598	5.82426	10.115336	36.182683	2.808268	2.727618	1.820719	0.942933	15.615775	1.969471	0.637645	1.170628	汽车制造业
000338	2021-12-31	A	C36	12.160791	30.014495	5.214041	70.003285	3.867865	5.480279	3.449754	1.298864	6.27123	1.734669	0.742731	2.216561	汽车制造业
000338	2021-12-31	B	C36	21.79383	16.747859	9.456949	38.595957	2.497264	1.939899	1.36079	0.769269	10.965858	1.51092	0.50974	0.868788	汽车制造业
000400	2016-12-31	A	C38	1.252595	292.193406	3.947347	92.720503	1.589372	1.564373	7.647638	0.826966	9.489351	5.406593	0.717258	1.332256	电气机械及器材制造业
000400	2016-12-31	B	C38	1.121964	326.213675	4.28645	85.385342	1.475195	1.591529	13.591372	0.797862	8.354095	3.523098	0.650538	1.238559	电气机械及器材制造业
000400	2017-12-31	A	C38	1.221087	298.914	4.464032	81.764647	1.518888	1.684487	7.045015	0.811369	9.261021	4.985086	0.697796	1.318091	电气机械及器材制造业
000400	2017-12-31	B	C38	1.128047	323.568078	4.906297	74.394192	1.440456	1.775395	11.395512	0.797292	8.52012	3.668583	0.654952	1.26894	电气机械及器材制造业
000400	2018-12-31	A	C38	0.936293	389.835233	3.908168	93.394143	1.212195	1.366839	7.642653	0.647463	6.781374	3.64788	0.549867	0.99729	电气机械及器材制造业
000400	2018-12-31	B	C38	0.815987	447.311048	4.212652	86.643758	1.096365	1.393811	18.182891	0.597188	5.580415	2.564315	0.484383	0.905646	电气机械及器材制造业
000400	2019-12-31	A	C38	1.229774	296.802502	4.529519	80.582508	1.580007	1.582027	9.741475	0.814676	8.027978	4.290955	0.684683	1.192738	电气机械及器材制造业
000400	2019-12-31	B	C38	1.036061	352.295859	4.539412	80.40689	1.334991	1.466857	18.987517	0.710059	5.888089	2.800227	0.566428	1.002889	电气机械及器材制造业
000400	2020-12-31	A	C38	1.368568	267.43282	4.013613	91.189659	1.666634	1.604249	7.765267	0.820421	7.00659	4.037899	0.681877	1.233053	电气机械及器材制造业
000400	2020-12-31	B	C38	1.212536	301.846708	4.274896	85.616118	1.552603	1.455928	13.195377	0.75441	6.355204	2.88235	0.597915	1.063504	电气机械及器材制造业
000403	2016-12-31	A	C27	22.81835	16.039722	0.856634	427.253646	5.619357		4.412108	1.086437	1.033014	0.742456	0.441049	1.067255	医药制造业
000403	2017-12-31	A	C27	9.264789	39.396472	0.858516	425.152239	7.200464		4.301586	1.047436	1.491078	1.061369	0.527178	1.282159	医药制造业
000403	2018-12-31	A	C27	7.466885	48.882499	1.04332	349.844726	9.7562	23.262484	6.356554	1.192535	1.997224	1.437753	0.651857	1.480382	医药制造业
000403	2019-12-31	A	C27	5.403523	67.548523	1.098578	332.247687	11.615139	4.2958	6.894786	1.193695	2.310333	1.732381	0.706726	1.286807	医药制造业
000403	2020-12-31	A	C27	4.354199	84.056792	1.269728	288.250712	13.821854	3.673197	9.971865	1.270751	2.877094	1.651116	0.718088	1.187369	医药制造业
000404	2016-12-31	A	C34	5.39929	67.78669	7.449732	49.129284	3.754396	4.940959	4.89477	1.215605	5.178197	3.854999	0.924181	2.24149	通用设备制造业
000404	2016-12-31	B	C34	5.05245	72.440103	9.205727	39.757859	3.137164	2.412033	1.698066	0.700228	2.895576	1.107156	0.428941	0.779305	通用设备制造业
000404	2017-12-31	A	C34	6.929601	52.672585	6.378047	57.227549	4.31527	4.967877	4.374858	1.167677	5.916417	3.879729	0.897544	2.249926	通用设备制造业
000404	2017-12-31	B	C34	6.6483	54.901253	8.25202	44.231594	3.69386	1.909997	1.209043	0.530634	3.181923	1.062053	0.353843	0.69809	通用设备制造业
000404	2018-12-31	A	C34	6.955084	52.479596	6.121246	59.628383	4.996394	4.695145	4.327149	1.158056	6.023361	3.805709	0.887879	2.179415	通用设备制造业
000404	2018-12-31	B	C34	6.369746	57.302128	8.191371	44.559085	3.68504	1.650401	1.206296	0.505766	3.472077	0.989463	0.334689	0.63551	通用设备制造业
000404	2019-12-31	A	C34	6.526985	55.921685	7.072976	51.604869	5.502486	4.300014	3.788097	1.219569	6.153559	4.154044	0.942782	2.262631	通用设备制造业
000404	2019-12-31	B	C34	5.710256	63.920076	9.751552	37.429939	3.67715	1.558037	0.98041	0.551667	3.539113	0.973769	0.352159	0.644712	通用设备制造业
000404	2020-12-31	A	C34	8.383547	43.656939	7.274815	50.310558	4.940483	4.562945	4.176069	1.282514	6.929676	4.278732	0.986745	2.409154	通用设备制造业
000404	2020-12-31	B	C34	9.799293	37.349633	11.941836	30.648554	4.25241	2.592704	1.458495	0.853321	5.118693	1.156282	0.490983	0.884907	通用设备制造业
000404	2021-12-31	A	C34	12.501429	29.196662	8.483989	43.022215	5.402653	5.957686	4.546461	1.520461	9.011758	4.972407	1.164409	2.921727	通用设备制造业
000404	2021-12-31	B	C34	13.435439	27.166957	10.84074	33.669288	4.470786	4.26406	2.021077	1.134253	6.289021	1.242225	0.592893	1.04383	通用设备制造业
000408	2017-12-31	A	C26	7.416518	49.21447	2.308398	158.118314	3.272666	1.369724	2.659452	0.923236	0.973964	0.771003	0.42014	0.506773	化学原料及化学制品制造业
000408	2018-12-31	A	C26	3.306992	110.372205	2.107335	173.204545	1.536695	1.110422	6.020267	0.678168	0.833661	0.581168	0.312966	0.383759	化学原料及化学制品制造业
000408	2019-12-31	A	C26	2.841571	128.450072	1.839299	198.445169	1.831985	1.044325	28.341653	0.578267	0.58144	0.349	0.217645	0.262706	化学原料及化学制品制造业
000408	2020-12-31	A	C26	7.334429	49.901635	2.320001	157.758553	2.890508	1.489494	7.097727	0.76197	0.515533	0.285702	0.207791	0.240586	化学原料及化学制品制造业
000408	2021-12-31	A	C26	57.393804	6.359571	2.799664	130.372788	5.496838	2.343603	5.778106	1.466337	1.059207	0.504499	0.375356	0.417087	化学原料及化学制品制造业
000410	2016-12-31	A	C34	0.789979	463.303455	0.616633	593.545918	1.834576	1.930122	10.518785	0.322017	2.683471	1.502945	0.265197	4.05005	通用设备制造业
000410	2016-12-31	B	C34	1.546578	236.651498	1.023871	357.466907	3.10292	1.836263	18.24447	0.352615	4.364352	1.827698	0.295588	5.449396	通用设备制造业
000410	2017-12-31	A	C34	0.654186	557.945294	0.441226	827.240462	1.5259	59.714523	3.127348	0.224848	1.438093	0.936538	0.181317	4.541049	通用设备制造业
000410	2017-12-31	B	C34	1.403968	259.977435	0.787139	463.704632	2.639049	8.384488	2.878995	0.207847	2.621207	1.025028	0.172807	4.877906	通用设备制造业
000410	2018-12-31	A	C34	1.037824	351.697398	0.640214	570.121866	2.31905		4.353158	0.308019	1.561383	1.085369	0.239929	8.563819	通用设备制造业
000410	2018-12-31	B	C34	1.90983	191.116487	1.091486	334.406488	4.850467		2.674838	0.200032	2.571379	0.728342	0.156932	3.729171	通用设备制造业
000410	2019-12-31	A	C34	0.364442	1001.531108	0.572825	637.19286	1.380575		1.035197	0.100668	0.396223	0.260473	0.072607	1.608162	通用设备制造业
000410	2019-12-31	B	C34	0.924063	394.994714	0.77786	469.236109	4.121193	4.127349	0.867338	0.089445	0.889867	0.166931	0.058239	0.241915	通用设备制造业
000410	2020-12-31	A	C34	2.028312	180.445612	1.801496	203.164481	1.390429	40.089011	1.079242	0.36248	0.831169	0.501486	0.2104	1.861098	通用设备制造业
000410	2020-12-31	B	C34	7.020588	52.132385	4.210546	86.924594	7.830341	0.517562	0.888578	0.283971	1.448792	0.184167	0.111715	0.172736	通用设备制造业
000413	2016-12-31	A	C39	5.121093	71.469118	1.981366	184.721046	5.237586	0.380553	0.373023	0.265044	0.87069	0.586145	0.182514	0.366792	计算机、通信和其他电子设备制造业
000413	2016-12-31	B	C39	25.925084	14.117601	0.900813	406.299643	2.712976	0.050577	0.044351	0.032271	11.41504	0.05567	0.020429	0.034277	计算机、通信和其他电子设备制造业
000413	2017-12-31	A	C39	3.601502	101.346605	3.513754	103.877505	4.717235	0.665687	0.687343	0.419645	1.580936	0.980932	0.29391	0.614367	计算机、通信和其他电子设备制造业
000413	2017-12-31	B	C39	10.2454	35.625744	0.312719	1167.182039	1.94598	0.014716	0.015903	0.010309	4.757285	0.012923	0.005735	0.00907	计算机、通信和其他电子设备制造业
000413	2018-12-31	A	C39	2.538598	143.78015	5.511424	66.226079	3.497246	1.281305	1.409482	0.612586	2.685014	1.149608	0.399635	0.86021	计算机、通信和其他电子设备制造业
000413	2018-12-31	B	C39	1.918122	190.290294	0.392773	929.289946	11.451297	0.019845	0.018342	0.010997	1.870192	0.007664	0.004516	0.006777	计算机、通信和其他电子设备制造业
000413	2019-12-31	A	C39	1.350038	270.36276	4.073888	89.595001	1.835063	1.212225	2.283546	0.407998	1.830691	0.64431	0.24981	0.539854	计算机、通信和其他电子设备制造业
000413	2019-12-31	B	C39	0.579164	630.218729	0.44698	816.591346	10.28036	0.034312	0.024604	0.007356	0.781711	0.004351	0.002734	0.004364	计算机、通信和其他电子设备制造业
000413	2020-12-31	A	C39	0.689568	530.767089	2.164071	169.125689	0.921032	1.009969	9.939406	0.188553	0.742036	0.243804	0.106324	0.234453	计算机、通信和其他电子设备制造业
000413	2020-12-31	B	C39	0.023717	15431.96863	0.023475	15591.05431	0.550444		8.866404	0.000377	0.04067	0.00019	0.000126	0.000216	计算机、通信和其他电子设备制造业
