Stkcd	Accper	Typrep	Indcd	F010101A	F010201A	F010501A	F011201A	F011601A	F011801A	F011901A	Indnme
股票代码	截止日期	报表类型编码	行业代码	流动比率	速动比率	营运资金与借款比	资产负债率	权益乘数	权益对负债比率	长期资本负债率	行业名称
002266	2018-12-31	A	C38	0.802698	0.531645	-0.706829	0.471292	1.891402	1.121828	0.041144	电气机械及器材制造业
002266	2018-12-31	B	C38	0.40012	0.240957	-2.142004	0.518001	2.074694	0.930497	0.048484	电气机械及器材制造业
002266	2019-12-31	A	C38	0.829674	0.48432	-0.45303	0.398665	1.662967	1.50837	0.059983	电气机械及器材制造业
002266	2019-12-31	B	C38	0.34682	0.130436	-2.167448	0.471616	1.892565	1.120367	0.068245	电气机械及器材制造业
002270	2016-12-31	A	C38	4.693227	3.585767		0.174362	1.211185	4.73519	0.015142	电气机械及器材制造业
002270	2016-12-31	B	C38	27.683671	27.683671		0.001894	1.001898	526.919426	0	电气机械及器材制造业
002270	2017-12-31	A	C38	2.69993	2.315982	3.825611	0.312621	1.454802	2.19876	0.010235	电气机械及器材制造业
002270	2017-12-31	B	C38	25.026146	25.026146		0.00247	1.002477	403.777727	0	电气机械及器材制造业
002270	2018-12-31	A	C38	2.928026	2.502613	5.933969	0.420221	1.724795	1.3797	0.235975	电气机械及器材制造业
002270	2018-12-31	B	C38	6.168001	6.168001	18.086052	0.188014	1.231548	4.318765	0.167525	电气机械及器材制造业
002270	2019-12-31	A	C38	4.489312	3.710077	7.273784	0.372923	1.594701	1.681516	0.272631	电气机械及器材制造业
002270	2019-12-31	B	C38	3.832603	3.832603		0.205597	1.258806	3.863893	0.172982	电气机械及器材制造业
002270	2020-12-31	A	C38	4.736165	4.022458	11.935025	0.356268	1.553442	1.806875	0.259306	电气机械及器材制造业
002270	2020-12-31	B	C38	2.144454	2.144454		0.255404	1.343009	2.915371	0.170143	电气机械及器材制造业
002272	2016-12-31	A	C34	2.561021	2.17376	8.211311	0.287577	1.403661	2.477326	0.049672	通用设备制造业
002272	2016-12-31	B	C34	8.757355	8.755468	13.174607	0.026056	1.026753	37.379188	0.001129	通用设备制造业
002272	2017-12-31	A	C34	2.971331	2.481941	7.631072	0.252606	1.337982	2.958735	0.041416	通用设备制造业
002272	2017-12-31	B	C34	21.320897	21.315982		0.010755	1.010872	91.978916	0.001051	通用设备制造业
002272	2018-12-31	A	C34	2.574374	2.148324	11.556315	0.311154	1.451704	2.21384	0.032994	通用设备制造业
002272	2018-12-31	B	C34	7.46215	7.460671		0.042871	1.044791	22.326041	0.000824	通用设备制造业
002272	2019-12-31	A	C34	2.788246	2.260134	14.897261	0.287924	1.404345	2.473133	0.024844	通用设备制造业
002272	2019-12-31	B	C34	10.549862	10.405912		0.030975	1.031965	31.284206	0.001248	通用设备制造业
002272	2020-12-31	A	C34	1.646832	0.997199	1.655885	0.49944	1.997762	1.002243	0.100169	通用设备制造业
002272	2020-12-31	B	C34	1.116616	1.094131	2.399486	0.225592	1.29131	3.432773	0.001202	通用设备制造业
002272	2021-12-31	A	C34	1.384574	1.071223	0.763873	0.504263	2.017197	0.983094	0.139468	通用设备制造业
002272	2021-12-31	B	C34	1.269131	1.269131	2.821999	0.128452	1.147384	6.784993	0.00131	通用设备制造业
002273	2016-12-31	A	C39	3.912144	3.466164		0.138659	1.160981	6.211922	0.015858	计算机、通信和其他电子设备制造业
002273	2016-12-31	B	C39	3.910471	3.66031		0.12313	1.140419	7.121525	0.01467	计算机、通信和其他电子设备制造业
002273	2017-12-31	A	C39	4.358246	3.949082	405.474718	0.311571	1.452583	2.209539	0.220245	计算机、通信和其他电子设备制造业
002273	2017-12-31	B	C39	3.940996	3.738449		0.326813	1.485472	2.059851	0.237961	计算机、通信和其他电子设备制造业
002273	2018-12-31	A	C39	4.59255	4.079331	84.742461	0.294704	1.417844	2.393238	0.213284	计算机、通信和其他电子设备制造业
002273	2018-12-31	B	C39	4.281216	3.962581		0.308909	1.446987	2.237202	0.235617	计算机、通信和其他电子设备制造业
002273	2019-12-31	A	C39	3.438386	2.95707	214.146091	0.246824	1.32771	3.051477	0.139062	计算机、通信和其他电子设备制造业
002273	2019-12-31	B	C39	2.872444	2.54118		0.256401	1.34481	2.900148	0.157674	计算机、通信和其他电子设备制造业
002273	2020-12-31	A	C39	2.202124	1.861189	7.859017	0.208804	1.26391	3.789172	0.021798	计算机、通信和其他电子设备制造业
002273	2020-12-31	B	C39	2.047367	1.739697	6.711826	0.176454	1.214261	4.667203	0.020611	计算机、通信和其他电子设备制造业
002273	2021-12-31	A	C39	3.86354	3.426431	44.026144	0.146195	1.171227	5.840196	0.020935	计算机、通信和其他电子设备制造业
002273	2021-12-31	B	C39	4.15893	3.76971		0.117676	1.133371	7.497904	0.019752	计算机、通信和其他电子设备制造业
002274	2016-12-31	A	C26	0.548064	0.384639	-0.639535	0.54666	2.20585	0.82929	0.146286	化学原料及化学制品制造业
002274	2016-12-31	B	C26	0.594806	0.454957	-0.55164	0.489644	1.959417	1.0423	0.088608	化学原料及化学制品制造业
002274	2017-12-31	A	C26	0.435981	0.284108	-0.774402	0.572955	2.341674	0.745337	0.116044	化学原料及化学制品制造业
002274	2017-12-31	B	C26	0.448352	0.321932	-0.771397	0.518042	2.07487	0.930345	0.056407	化学原料及化学制品制造业
002274	2018-12-31	A	C26	0.387588	0.237483	-0.925616	0.591382	2.447272	0.690955	0.096711	化学原料及化学制品制造业
002274	2018-12-31	B	C26	0.386085	0.285236	-1.07975	0.54837	2.2142	0.823587	0.021165	化学原料及化学制品制造业
002274	2019-12-31	A	C26	0.440101	0.286111	-0.85172	0.580306	2.382686	0.72323	0.072577	化学原料及化学制品制造业
002274	2019-12-31	B	C26	0.466354	0.367637	-0.96924	0.533492	2.143585	0.874443	0.011015	化学原料及化学制品制造业
002274	2020-12-31	A	C26	0.578291	0.458008	-0.747687	0.6086	2.554932	0.643115	0.079594	化学原料及化学制品制造业
002274	2020-12-31	B	C26	0.550819	0.474259	-0.881513	0.566243	2.305438	0.766026	0.034901	化学原料及化学制品制造业
002275	2016-12-31	A	C27	4.606338	4.158269	24.682993	0.154802	1.183154	5.459877	0.04037	医药制造业
002275	2016-12-31	B	C27	4.39933	3.989584	20.842979	0.141676	1.165061	6.058357	0.035026	医药制造业
002275	2017-12-31	A	C27	4.205217	3.776578	14.86397	0.178245	1.216907	4.610266	0.040462	医药制造业
002275	2017-12-31	B	C27	3.930486	3.554881	12.539377	0.1681	1.202068	4.948833	0.035884	医药制造业
002275	2018-12-31	A	C27	4.384962	4.078913	16.416691	0.175996	1.213587	4.681931	0.03919	医药制造业
002275	2018-12-31	B	C27	4.167212	3.902702	13.816902	0.160333	1.190948	5.237032	0.030096	医药制造业
002275	2019-12-31	A	C27	4.903111	4.468005	9.040827	0.175717	1.213175	4.690978	0.064747	医药制造业
002275	2019-12-31	B	C27	5.383923	4.967384	14.112249	0.126323	1.144588	6.916213	0.02694	医药制造业
002275	2020-12-31	A	C27	4.038432	3.708604	4.66997	0.237817	1.312021	3.20491	0.101416	医药制造业
002275	2020-12-31	B	C27	4.09992	3.818059	9.835512	0.155537	1.184185	5.429332	0.021695	医药制造业
002276	2016-12-31	A	C38	2.966411	2.563611	8.204721	0.387094	1.631571	1.583353	0.178706	电气机械及器材制造业
002276	2016-12-31	B	C38	3.089612	2.531651	4.972813	0.295668	1.419785	2.382172	0.152106	电气机械及器材制造业
002276	2017-12-31	A	C38	2.202639	1.873725	2.433125	0.433951	1.766633	1.304405	0.115049	电气机械及器材制造业
002276	2017-12-31	B	C38	2.267992	1.89892	1.881707	0.365628	1.576363	1.735019	0.081193	电气机械及器材制造业
002276	2018-12-31	A	C38	1.725601	1.459218	1.989228	0.450775	1.820747	1.218402	0.008212	电气机械及器材制造业
002276	2018-12-31	B	C38	1.506951	1.230163	1.193443	0.407228	1.686989	1.455628	0.000301	电气机械及器材制造业
002276	2019-12-31	A	C38	1.860953	1.647846	2.533935	0.436836	1.77568	1.289191	0.038096	电气机械及器材制造业
002276	2019-12-31	B	C38	1.806863	1.603435	2.158105	0.389135	1.637024	1.5698	0.028246	电气机械及器材制造业
002276	2020-12-31	A	C38	1.898706	1.668133	6.372389	0.457394	1.842957	1.1863	0.084008	电气机械及器材制造业
002276	2020-12-31	B	C38	1.796888	1.571595	4.251877	0.411292	1.698634	1.431365	0.075727	电气机械及器材制造业
002278	2016-12-31	A	C35	3.107025	2.257691	186.700676	0.304325	1.437453	2.285961	0.110143	专用设备制造业
002278	2016-12-31	B	C35	2.140767	2.140767		0.191673	1.237123	4.217213	0.0866	专用设备制造业
002278	2017-12-31	A	C35	2.743593	1.940866	167.357683	0.275936	1.381094	2.624025	0.04179	专用设备制造业
002278	2017-12-31	B	C35	3.295993	3.295993		0.083391	1.090978	10.991681	0.011758	专用设备制造业
002278	2018-12-31	A	C35	2.592172	1.675586	136.637308	0.284424	1.397475	2.515883	0.031356	专用设备制造业
002278	2018-12-31	B	C35	9.25378	9.25378		0.032645	1.033746	29.632969	0.007835	专用设备制造业
002278	2019-12-31	A	C35	2.769982	1.744036	49.245628	0.270388	1.370592	2.698389	0.030326	专用设备制造业
002278	2019-12-31	B	C35	18.168234	17.992171		0.011839	1.011981	83.467628	0.004901	专用设备制造业
002278	2020-12-31	A	C35	2.612119	1.771798	8.30034	0.297064	1.422604	2.36628	0.037856	专用设备制造业
002278	2020-12-31	B	C35	3.40827	3.40827		0.043761	1.045764	21.851322	0.003676	专用设备制造业
002281	2016-12-31	A	C39	2.323815	1.546479	9.941514	0.395116	1.65321	1.530901	0.063163	计算机、通信和其他电子设备制造业
002281	2016-12-31	B	C39	1.712832	1.006943	5.705849	0.463014	1.862246	1.159761	0.063861	计算机、通信和其他电子设备制造业
002281	2017-12-31	A	C39	2.229506	1.544489	29.789865	0.386007	1.628683	1.590627	0.05932	计算机、通信和其他电子设备制造业
002281	2017-12-31	B	C39	1.591755	1.015298	16.180756	0.469865	1.886311	1.128272	0.065558	计算机、通信和其他电子设备制造业
002281	2018-12-31	A	C39	1.899671	1.318227	9.184907	0.433165	1.764181	1.30859	0.053261	计算机、通信和其他电子设备制造业
002281	2018-12-31	B	C39	1.405586	0.864943	4.6386	0.506393	2.025904	0.97475	0.057117	计算机、通信和其他电子设备制造业
002281	2019-12-31	A	C39	2.359234	1.71031	26.528788	0.373282	1.595613	1.678943	0.060271	计算机、通信和其他电子设备制造业
002281	2019-12-31	B	C39	1.755369	1.16108	19.87797	0.44063	1.787725	1.269478	0.061216	计算机、通信和其他电子设备制造业
002281	2020-12-31	A	C39	2.183562	1.563941	30.167803	0.414209	1.707095	1.414238	0.070776	计算机、通信和其他电子设备制造业
002281	2020-12-31	B	C39	1.71031	1.123191	30.92953	0.47459	1.903276	1.107082	0.077287	计算机、通信和其他电子设备制造业
002282	2016-12-31	A	C34	2.50869	1.861814	3.044984	0.221763	1.284955	3.509321	0.006639	通用设备制造业
002282	2016-12-31	B	C34	1.943605	1.569328	2.250675	0.20897	1.264174	3.785377	0.007163	通用设备制造业
002282	2017-12-31	A	C34	1.666535	1.167763	2.297964	0.253378	1.339367	2.946665	0.019161	通用设备制造业
002282	2017-12-31	B	C34	0.859477	0.694587	-0.4651	0.227796	1.294994	3.389895	0.004024	通用设备制造业
002282	2018-12-31	A	C34	1.948939	1.216137	1.807483	0.193515	1.239949	4.167558	0.007605	通用设备制造业
002282	2018-12-31	B	C34	0.993174	0.693871	-0.016493	0.132643	1.152928	6.539019	0.002912	通用设备制造业
002282	2019-12-31	A	C34	2.084627	1.343168	2.29738	0.182321	1.222974	4.484832	0.007216	通用设备制造业
002282	2019-12-31	B	C34	1.045795	0.854916	0.095372	0.13108	1.150854	6.628915	0.001749	通用设备制造业
002282	2020-12-31	A	C34	1.756353	1.199644	2.215922	0.215212	1.27423	3.64658	0.015295	通用设备制造业
002282	2020-12-31	B	C34	0.575668	0.450792	-1.164581	0.165733	1.198657	5.03381	0.00136	通用设备制造业
002283	2016-12-31	A	C36	1.237313	0.864811	0.522509	0.292427	1.413282	2.419656	0.007097	汽车制造业
002283	2016-12-31	B	C36	1.047724	0.741349	0.120753	0.338234	1.511109	1.956529	0.007651	汽车制造业
002283	2017-12-31	A	C36	1.291347	0.919978	0.526618	0.364172	1.572753	1.745953	0.032888	汽车制造业
002283	2017-12-31	B	C36	1.138286	0.826914	0.277044	0.404974	1.680599	1.469294	0.035375	汽车制造业
002283	2018-12-31	A	C36	1.414962	0.935613	0.986361	0.33922	1.513362	1.947943	0.031865	汽车制造业
002283	2018-12-31	B	C36	1.353218	0.915718	0.875749	0.349429	1.537112	1.86181	0.030179	汽车制造业
002283	2019-12-31	A	C36	1.526568	1.018765	1.329418	0.329598	1.491643	2.033996	0.032771	汽车制造业
002283	2019-12-31	B	C36	1.395882	1.032205	2.19218	0.342321	1.520498	1.921239	0.030986	汽车制造业
002283	2020-12-31	A	C36	1.519231	1.065732	1.869036	0.379459	1.611498	1.635329	0.021589	汽车制造业
002283	2020-12-31	B	C36	1.327573	1.007227	9.165374	0.41068	1.696871	1.434986	0.021399	汽车制造业
002283	2021-12-31	A	C36	1.569839	1.082825	1.953193	0.374174	1.597888	1.672555	0.031051	汽车制造业
002283	2021-12-31	B	C36	1.338416	1.029975	23.110328	0.417558	1.716909	1.394877	0.030991	汽车制造业
002284	2016-12-31	A	C36	1.280981	0.956282	1.650515	0.4493	1.815871	1.225684	0.049807	汽车制造业
002284	2016-12-31	B	C36	1.703743	1.399435	3.417658	0.413685	1.705569	1.417296	0.050612	汽车制造业
002284	2017-12-31	A	C36	1.54277	1.218731	2.48629	0.535273	2.151801	0.868206	0.244767	汽车制造业
002284	2017-12-31	B	C36	2.061867	1.785489	4.347441	0.512233	2.050158	0.952238	0.253198	汽车制造业
002284	2018-12-31	A	C36	1.602787	1.268184	4.760438	0.517027	2.070509	0.934135	0.259349	汽车制造业
002284	2018-12-31	B	C36	2.125854	1.821962	8.907196	0.494578	1.978546	1.021925	0.267726	汽车制造业
002284	2019-12-31	A	C36	1.586607	1.313537	4.146258	0.544396	2.194887	0.836899	0.277663	汽车制造业
002284	2019-12-31	B	C36	2.295139	1.979956	6.176992	0.494997	1.980186	1.020215	0.286799	汽车制造业
002284	2020-12-31	A	C36	1.817028	1.482083	9.156893	0.512281	2.05036	0.952055	0.281489	汽车制造业
002284	2020-12-31	B	C36	2.382276	2.083433	18.815528	0.497314	1.989313	1.010802	0.290783	汽车制造业
002287	2016-12-31	A	C27	5.288926	5.120708	9.683201	0.156253	1.185189	5.399879	0.033827	医药制造业
002287	2016-12-31	B	C27	5.490979	5.324611	39.286137	0.116936	1.13242	7.551702	0.017352	医药制造业
002287	2017-12-31	A	C27	4.581984	4.431745	5.538717	0.175382	1.212682	4.701855	0.031996	医药制造业
002287	2017-12-31	B	C27	5.395184	5.234875		0.125918	1.144058	6.941645	0.018899	医药制造业
002287	2018-12-31	A	C27	7.36055	7.06255		0.115679	1.130811	7.644622	0.030922	医药制造业
002287	2018-12-31	B	C27	4.389735	4.217836		0.156418	1.185421	5.393135	0.019556	医药制造业
002287	2019-12-31	A	C27	3.264439	3.169666	4.934375	0.242014	1.319286	3.131986	0.029215	医药制造业
002287	2019-12-31	B	C27	7.49676	7.238656		0.096942	1.107349	9.315452	0.018108	医药制造业
002287	2020-12-31	A	C27	3.898532	3.774641	4.128487	0.409166	1.692524	1.443994	0.287398	医药制造业
002287	2020-12-31	B	C27	3.462067	3.267189	4.05915	0.333708	1.500844	1.99663	0.255718	医药制造业
002288	2016-12-31	A	C39	1.676962	1.182869	1.136236	0.353374	1.546488	1.829865	0.01392	计算机、通信和其他电子设备制造业
002288	2016-12-31	B	C39	1.494067	1.151321	0.663309	0.263903	1.358516	2.789273	0.009575	计算机、通信和其他电子设备制造业
002288	2017-12-31	A	C39	1.239776	0.775349	0.429062	0.444686	1.800784	1.248777	0.086952	计算机、通信和其他电子设备制造业
002288	2017-12-31	B	C39	0.827142	0.587839	-0.255605	0.381669	1.617258	1.620068	0.063949	计算机、通信和其他电子设备制造业
002288	2018-12-31	A	C39	1.218917	0.678753	0.500217	0.438472	1.780854	1.280649	0.052033	计算机、通信和其他电子设备制造业
002288	2018-12-31	B	C39	0.822116	0.572499	-0.677293	0.442806	1.794705	1.258328	0.043978	计算机、通信和其他电子设备制造业
002288	2019-12-31	A	C39	1.154063	0.631204	0.231863	0.505519	2.022324	0.978163	0.119243	计算机、通信和其他电子设备制造业
002288	2019-12-31	B	C39	0.809552	0.623681	-0.341264	0.5372	2.160763	0.861502	0.125306	计算机、通信和其他电子设备制造业
002288	2020-12-31	A	C39	1.129443	0.638181	0.212846	0.583538	2.401179	0.713685	0.187039	计算机、通信和其他电子设备制造业
002288	2020-12-31	B	C39	0.820667	0.639113	-0.371439	0.629365	2.698075	0.588902	0.167919	计算机、通信和其他电子设备制造业
002288	2021-12-31	A	C39	1.177474	0.649796	0.255686	0.547727	2.211056	0.825726	0.172054	计算机、通信和其他电子设备制造业
002288	2021-12-31	B	C39	0.904101	0.75093	-0.229097	0.649707	2.854754	0.539155	0.155644	计算机、通信和其他电子设备制造业
002289	2016-12-31	A	C39	1.242048	1.084271	0.291584	0.563987	2.29351	0.773091	0.128795	计算机、通信和其他电子设备制造业
002289	2016-12-31	B	C39	1.567976	1.487117	0.771888	0.548394	2.21432	0.823506	0.093672	计算机、通信和其他电子设备制造业
002289	2017-12-31	A	C39	1.483243	1.194966	0.899327	0.358124	1.557933	1.792329	0.139292	计算机、通信和其他电子设备制造业
002289	2017-12-31	B	C39	1.67049	1.573248	2.519788	0.412522	1.702192	1.424113	0.087255	计算机、通信和其他电子设备制造业
002289	2018-12-31	A	C39	1.142644	0.915701	0.256753	0.471747	1.893031	1.119782	0.16845	计算机、通信和其他电子设备制造业
002289	2018-12-31	B	C39	2.018011	1.903489	2.176208	0.358855	1.559709	1.786643	0.082943	计算机、通信和其他电子设备制造业
002289	2019-12-31	A	C39	7.348766	6.669189	7.99057	0.19884	1.248191	4.029158	0.109715	计算机、通信和其他电子设备制造业
002289	2019-12-31	B	C39	6.030777	5.476134	7.757973	0.208158	1.262878	3.804049	0.104932	计算机、通信和其他电子设备制造业
002289	2020-12-31	A	C39	4.282745	3.898716		0.174844	1.211892	4.719381	0.008313	计算机、通信和其他电子设备制造业
002289	2020-12-31	B	C39	3.775068	3.441819		0.185735	1.228102	4.384003	0.00781	计算机、通信和其他电子设备制造业
002290	2016-12-31	A	C38	2.079341	1.652682	3.582701	0.383229	1.621348	1.609404	0.015273	电气机械及器材制造业
002290	2016-12-31	B	C38	1.956749	1.625057	2.574884	0.340262	1.515754	1.93891	0.000732	电气机械及器材制造业
002290	2017-12-31	A	C38	2.050793	1.800104	1.163805	0.626603	2.678118	0.595906	0.339191	电气机械及器材制造业
002290	2017-12-31	B	C38	2.406757	2.285437	0.861132	0.557016	2.257418	0.795281	0.356561	电气机械及器材制造业
002290	2018-12-31	A	C38	1.455961	1.288811	0.944857	0.632759	2.72301	0.58038	0.025274	电气机械及器材制造业
002290	2018-12-31	B	C38	1.18646	1.16309	0.261951	0.566391	2.306224	0.765566	0.016708	电气机械及器材制造业
002290	2019-12-31	A	C38	1.096582	0.836069	0.16682	0.746208	3.940238	0.340109	0.025247	电气机械及器材制造业
002290	2019-12-31	B	C38	0.17918	0.178655	-0.842005	0.748438	3.975162	0.336116	0.000543	电气机械及器材制造业
002290	2020-12-31	A	C38	1.179603	0.812461	0.299367	0.695352	3.282479	0.43812	0.012199	电气机械及器材制造业
002290	2020-12-31	B	C38	0.03981	0.039569	-0.980279	0.773429	4.413634	0.292943	0	电气机械及器材制造业
002292	2016-12-31	A	C24	1.213629	0.759192	0.531492	0.415478	1.710799	1.406867	0.147429	文教、工美、体育和娱乐用品制造业
002292	2016-12-31	B	C24	0.794579	0.704934	-0.613782	0.403749	1.677147	1.476784	0.106358	文教、工美、体育和娱乐用品制造业
002292	2017-12-31	A	C24	0.920244	0.614988	-0.194586	0.412868	1.703193	1.422084	0.046514	文教、工美、体育和娱乐用品制造业
002292	2017-12-31	B	C24	0.582843	0.503086	-1.106176	0.37658	1.604055	1.655478	0.000047	文教、工美、体育和娱乐用品制造业
002292	2018-12-31	A	C24	1.047846	0.698922	0.070302	0.401785	1.671639	1.488895	0.062491	文教、工美、体育和娱乐用品制造业
002292	2018-12-31	B	C24	0.611015	0.502034	-0.753806	0.401637	1.671226	1.48981	0.056505	文教、工美、体育和娱乐用品制造业
002292	2019-12-31	A	C24	1.05925	0.623094	0.090721	0.344321	1.525136	1.90427	0.018636	文教、工美、体育和娱乐用品制造业
002292	2019-12-31	B	C24	0.530914	0.409232	-0.891981	0.364072	1.572505	1.746708	0.015265	文教、工美、体育和娱乐用品制造业
002292	2020-12-31	A	C24	0.937072	0.5365	-0.096101	0.409856	1.694501	1.439882	0.018817	文教、工美、体育和娱乐用品制造业
002292	2020-12-31	B	C24	0.44845	0.349477	-1.030059	0.378421	1.608805	1.642561	0.012552	文教、工美、体育和娱乐用品制造业
002294	2016-12-31	A	C27	3.769244	3.435299	59.603321	0.164378	1.196714	5.083522	0.01896	医药制造业
002294	2016-12-31	B	C27	2.226839	2.03408		0.271122	1.371972	2.688374	0.009692	医药制造业
002294	2017-12-31	A	C27	6.484695	5.650916	104.77761	0.10283	1.114616	8.724804	0.021101	医药制造业
002294	2017-12-31	B	C27	2.20626	1.950232		0.260657	1.352553	2.836453	0.013483	医药制造业
002294	2018-12-31	A	C27	5.094026	4.248374	11.418899	0.130756	1.150425	6.647839	0.049589	医药制造业
002294	2018-12-31	B	C27	1.500151	1.298418	4.45999	0.307894	1.444866	2.247869	0.051353	医药制造业
002294	2019-12-31	A	C27	3.973843	3.326699	8.172267	0.137965	1.160046	6.24822	0.041609	医药制造业
002294	2019-12-31	B	C27	1.15512	1.000887	1.373748	0.350496	1.539636	1.853102	0.043517	医药制造业
002294	2020-12-31	A	C27	1.943435	1.586497	2.651922	0.191781	1.237288	4.214281	0.039482	医药制造业
002294	2020-12-31	B	C27	0.64556	0.537254	-2.750344	0.424491	1.737593	1.355761	0.038534	医药制造业
002294	2021-12-31	A	C27	4.348002	3.932878	53.82652	0.129625	1.14893	6.714549	0.022524	医药制造业
002294	2021-12-31	B	C27	2.595096	2.394984	34.018496	0.147188	1.172591	5.794035	0.015533	医药制造业
002296	2016-12-31	A	C39	3.626311	3.211675	7.835525	0.30994	1.449149	2.226433	0.14796	计算机、通信和其他电子设备制造业
002296	2016-12-31	B	C39	2.981726	2.759801	6.152684	0.325314	1.482171	2.073954	0.153896	计算机、通信和其他电子设备制造业
002296	2017-12-31	A	C39	2.490486	2.209143	4.532079	0.371909	1.592126	1.68883	0.094538	计算机、通信和其他电子设备制造业
002296	2017-12-31	B	C39	2.011376	1.864279	3.223369	0.403087	1.675286	1.480853	0.1025	计算机、通信和其他电子设备制造业
002296	2018-12-31	A	C39	3.040441	2.60107	3.97716	0.287727	1.403955	2.475522	0.059544	计算机、通信和其他电子设备制造业
002296	2018-12-31	B	C39	2.196439	1.992928	2.626183	0.328502	1.489207	2.044124	0.064814	计算机、通信和其他电子设备制造业
002296	2019-12-31	A	C39	4.252105	3.450342	47.26296	0.166928	1.200377	4.990599	0.011407	计算机、通信和其他电子设备制造业
002296	2019-12-31	B	C39	2.52061	2.152362	34.541969	0.226657	1.293088	3.411948	0.012677	计算机、通信和其他电子设备制造业
002296	2020-12-31	A	C39	3.02816	2.347704	330.955093	0.242769	1.3206	3.11915	0.021962	计算机、通信和其他电子设备制造业
002296	2020-12-31	B	C39	1.912974	1.504581		0.324016	1.479324	2.086272	0.024554	计算机、通信和其他电子设备制造业
002300	2016-12-31	A	C38	1.057173	0.827609	0.083058	0.544419	2.194999	0.836821	0.147093	电气机械及器材制造业
002300	2016-12-31	B	C38	1.024599	0.850811	0.063905	0.542146	2.1841	0.844523	0.147432	电气机械及器材制造业
002300	2017-12-31	A	C38	0.974373	0.750773	-0.035388	0.569374	2.322199	0.756316	0.130745	电气机械及器材制造业
002300	2017-12-31	B	C38	0.972534	0.801013	-0.038781	0.56527	2.300281	0.769065	0.136341	电气机械及器材制造业
002300	2018-12-31	A	C38	0.956984	0.710694	-0.058112	0.629496	2.699029	0.588571	0.109007	电气机械及器材制造业
002300	2018-12-31	B	C38	0.980522	0.735781	-0.040042	0.594938	2.468756	0.680848	0.114835	电气机械及器材制造业
002300	2019-12-31	A	C38	1.046581	0.799374	0.069555	0.602092	2.513141	0.660877	0.085058	电气机械及器材制造业
002300	2019-12-31	B	C38	1.066988	0.832687	0.142149	0.577296	2.36572	0.732215	0.087149	电气机械及器材制造业
002300	2020-12-31	A	C38	1.511649	1.186322	0.610798	0.570368	2.327571	0.753255	0.275557	电气机械及器材制造业
002300	2020-12-31	B	C38	1.55935	1.302451	0.775507	0.570921	2.330572	0.751556	0.297021	电气机械及器材制造业
002300	2021-12-31	A	C38	1.537469	1.20204	0.774036	0.574112	2.348038	0.741819	0.275054	电气机械及器材制造业
002300	2021-12-31	B	C38	1.539849	1.254656	1.018046	0.584255	2.405319	0.711582	0.302865	电气机械及器材制造业
002301	2016-12-31	A	C24	0.964271	0.865049	-0.275399	0.670547	3.035339	0.491319	0.255538	文教、工美、体育和娱乐用品制造业
002301	2016-12-31	B	C24	0.716736	0.61972	-3.099786	0.675057	3.077462	0.481356	0.270594	文教、工美、体育和娱乐用品制造业
002301	2017-12-31	A	C24	1.380315	1.260395	0.736406	0.479993	1.923049	1.083366	0.066666	文教、工美、体育和娱乐用品制造业
002301	2017-12-31	B	C24	1.24726	1.096561	1.420895	0.398343	1.662075	1.510402	0.053095	文教、工美、体育和娱乐用品制造业
002301	2018-12-31	A	C24	1.173975	1.108418	0.288381	0.642533	2.797457	0.556341	0.026788	文教、工美、体育和娱乐用品制造业
002301	2018-12-31	B	C24	1.04837	1.000454	0.69473	0.680435	3.12925	0.469649	0.002178	文教、工美、体育和娱乐用品制造业
002301	2019-12-31	A	C24	1.345871	1.290884	0.825058	0.573708	2.345811	0.743046	0.002146	文教、工美、体育和娱乐用品制造业
002301	2019-12-31	B	C24	1.175315	1.140613	3.982624	0.654529	2.894599	0.527816	0.001016	文教、工美、体育和娱乐用品制造业
002301	2020-12-31	A	C24	1.282723	1.234449	1.356851	0.61873	2.622814	0.616213	0.004989	文教、工美、体育和娱乐用品制造业
002301	2020-12-31	B	C24	1.129882	1.106619	3.651352	0.725658	3.64509	0.378059	0.00458	文教、工美、体育和娱乐用品制造业
002304	2016-12-31	A	C15	2.036174	1.053527	70880.69175	0.329014	1.490344	2.039385	0.012506	酒、饮料和精制茶制造业
002304	2016-12-31	B	C15	1.445473	0.986774	51475.7408	0.516324	2.067501	0.936767	0.007329	酒、饮料和精制茶制造业
002304	2017-12-31	A	C15	2.122717	1.165668	103730.8839	0.318166	1.466633	2.143013	0.010884	酒、饮料和精制茶制造业
002304	2017-12-31	B	C15	1.348846	0.922563	55947.16393	0.51237	2.050733	0.951716	0.006478	酒、饮料和精制茶制造业
002304	2018-12-31	A	C15	2.295517	1.406603	185598.7626	0.321591	1.474037	2.109542	0.009166	酒、饮料和精制茶制造业
002304	2018-12-31	B	C15	1.630051	1.010544	96754.09479	0.398128	1.661484	1.511752	0.005653	酒、饮料和精制茶制造业
002304	2019-12-31	A	C15	2.286193	1.413396	292472.6357	0.317341	1.464861	2.151182	0.011558	酒、饮料和精制茶制造业
002304	2019-12-31	B	C15	1.717374	1.125055	174483.0312	0.388397	1.635048	1.574684	0.006853	酒、饮料和精制茶制造业
002304	2020-12-31	A	C15	2.540604	1.527265	621037.2448	0.28583	1.400227	2.49858	0.018859	酒、饮料和精制茶制造业
