Stkcd	Accper	Typrep	Indcd	F010101A	F010201A	F010501A	F011201A	F011601A	F011801A	F011901A	Indnme
股票代码	截止日期	报表类型编码	行业代码	流动比率	速动比率	营运资金与借款比	资产负债率	权益乘数	权益对负债比率	长期资本负债率	行业名称
600063	2020-12-31	B	C28	1.305708	1.234939	0.450124	0.399644	1.665679	1.502226	0.138721	化学纤维制造业
600063	2021-12-31	A	C28	1.075921	0.874462	0.159404	0.454445	1.832997	1.200485	0.109522	化学纤维制造业
600063	2021-12-31	B	C28	1.138215	1.061987	0.356245	0.433642	1.765667	1.306051	0.098183	化学纤维制造业
600066	2016-12-31	A	C36	1.350919	1.254362		0.610878	2.569889	0.636988	0.102023	汽车制造业
600066	2016-12-31	B	C36	1.277144	1.225979		0.605087	2.532203	0.652655	0.09561	汽车制造业
600066	2017-12-31	A	C36	1.470682	1.30585	11.093483	0.568487	2.317425	0.759056	0.108916	汽车制造业
600066	2017-12-31	B	C36	1.413596	1.324115	9.017435	0.557643	2.260618	0.793262	0.103467	汽车制造业
600066	2018-12-31	A	C36	1.573415	1.3578	425.135453	0.544657	2.196148	0.836017	0.119197	汽车制造业
600066	2018-12-31	B	C36	1.435262	1.341932	2.57457	0.55875	2.266287	0.789711	0.111925	汽车制造业
600066	2019-12-31	A	C36	1.666249	1.399937		0.517585	2.072902	0.932052	0.124697	汽车制造业
600066	2019-12-31	B	C36	1.631814	1.538975		0.487974	1.953026	1.049289	0.11834	汽车制造业
600066	2020-12-31	A	C36	1.528219	1.194101	105.747798	0.536423	2.157139	0.8642	0.156008	汽车制造业
600066	2020-12-31	B	C36	1.492064	1.367603	80.121366	0.498236	1.992968	1.007082	0.143687	汽车制造业
600066	2021-12-31	A	C36	1.489983	1.051655		0.523	2.096437	0.912045	0.158608	汽车制造业
600066	2021-12-31	B	C36	1.428657	1.218866		0.479279	1.920414	1.086468	0.139561	汽车制造业
600071	2016-12-31	A	C40	1.17794	0.940359	0.792222	0.487941	1.952898	1.04943	0.045375	仪器仪表制造业
600071	2016-12-31	B	C40	0.260585	0.26023	-1.937295	0.222257	1.285773	3.499286	0	仪器仪表制造业
600071	2017-12-31	A	C40	1.284959	1.027094	1.791052	0.48053	1.925038	1.081036	0.015783	仪器仪表制造业
600071	2017-12-31	B	C40	3.011105	3.009662		0.061506	1.065537	15.258527	0	仪器仪表制造业
600071	2018-12-31	A	C40	1.189959	0.954837	0.757055	0.491712	1.967387	1.033713	0.019011	仪器仪表制造业
600071	2018-12-31	B	C40	1.323315	1.321589		0.053388	1.056399	17.730911	0	仪器仪表制造业
600071	2019-12-31	A	C40	1.440429	1.205471	1.210088	0.617178	2.612181	0.620278	0.292498	仪器仪表制造业
600071	2019-12-31	B	C40	1.263895	1.263769		0.283374	1.395428	2.528903	0.001271	仪器仪表制造业
600071	2020-12-31	A	C40	0.994228	0.796657	-0.012311	0.648588	2.845665	0.54181	0.03868	仪器仪表制造业
600071	2020-12-31	B	C40	1.390162	1.387896	2.756833	0.19649	1.24454	4.089312	0.001158	仪器仪表制造业
600071	2021-12-31	A	C40	0.966574	0.729691	-0.074835	0.670802	3.037689	0.490752	0.046604	仪器仪表制造业
600071	2021-12-31	B	C40	1.282876	1.281595	1.127087	0.189217	1.233376	4.28493	0.003186	仪器仪表制造业
600072	2016-12-31	A	C37	1.451383	1.183606	0.520264	0.639169	2.771378	0.564532	0.383583	铁路、船舶、航空航天和其它运输设备制造业
600072	2016-12-31	B	C37	2.759656	1.850463	8.103877	0.13457	1.155494	6.431098	0.02846	铁路、船舶、航空航天和其它运输设备制造业
600073	2016-12-31	A	C14	1.307517	0.996074	0.536203	0.555175	2.248073	0.801235	0.154673	食品制造业
600073	2016-12-31	B	C14	0.790957	0.759777	-0.240831	0.558196	2.263447	0.791486	0.180107	食品制造业
600073	2017-12-31	A	C14	1.509244	1.101474	0.948299	0.512717	2.052197	0.950392	0.146539	食品制造业
600073	2017-12-31	B	C14	0.783	0.71825	-0.291403	0.484018	1.938052	1.066039	0.165254	食品制造业
600073	2018-12-31	A	C14	1.509046	1.054625	0.948974	0.50264	2.010618	0.989494	0.134383	食品制造业
600073	2018-12-31	B	C14	0.751016	0.670728	-0.38378	0.498179	1.992743	1.007311	0.152054	食品制造业
600073	2019-12-31	A	C14	1.455446	0.966441	0.809661	0.524779	2.104283	0.905565	0.194065	食品制造业
600073	2019-12-31	B	C14	0.66872	0.631355	-0.462681	0.476045	1.90856	1.100643	0.130066	食品制造业
600073	2020-12-31	A	C14	1.444479	0.947286	1.132162	0.511672	2.047802	0.954378	0.156986	食品制造业
600073	2020-12-31	B	C14	0.661356	0.555889	-0.920901	0.478216	1.916501	1.091106	0.00801	食品制造业
600073	2021-12-31	A	C14	1.318988	0.852362	0.718292	0.552443	2.234354	0.81014	0.18894	食品制造业
600073	2021-12-31	B	C14	0.656344	0.538875	-0.530884	0.414435	1.707751	1.412926	0.009444	食品制造业
600074	2016-12-31	A	C39	1.874351	1.604267	1.220669	0.502315	2.009303	0.990783	0.220069	计算机、通信和其他电子设备制造业
600074	2016-12-31	B	C39	0.762467	0.762467	-4.960171	0.400426	1.667852	1.497338	0.190721	计算机、通信和其他电子设备制造业
600074	2017-12-31	A	C39	0.344313	0.250312	-1.115889	2.57854	-0.633497	-0.612184	-0.605356	计算机、通信和其他电子设备制造业
600074	2017-12-31	B	C39	0.087347	0.087347	-6.185913	7.62198	-0.151012	-0.8688	-0.460812	计算机、通信和其他电子设备制造业
600074	2018-12-31	A	C39	0.079652	0.052384	-2.056254	8.009247	-0.142669	-0.875144	-0.006966	计算机、通信和其他电子设备制造业
600074	2018-12-31	B	C39	0.050299	0.050299	-9.514953	10.793439	-0.102109	-0.907351	-0.005557	计算机、通信和其他电子设备制造业
600074	2019-12-31	A	C39	0.064202	0.048434	-2.269692	10.495294	-0.105315	-0.904719	-0.07405	计算机、通信和其他电子设备制造业
600074	2019-12-31	B	C39	0.041653	0.041653	-7.252592	13.330137	-0.081102	-0.924982	-0.010615	计算机、通信和其他电子设备制造业
600075	2016-12-31	A	C26	0.667091	0.417559	-1.184974	0.496466	1.985962	1.014238	0.135717	化学原料及化学制品制造业
600075	2016-12-31	B	C26	1.365753	1.329661	0.836219	0.405832	1.683027	1.464072	0.001233	化学原料及化学制品制造业
600075	2017-12-31	A	C26	0.773758	0.48933	-0.666413	0.464183	1.86631	1.154321	0.155053	化学原料及化学制品制造业
600075	2017-12-31	B	C26	1.375432	1.342691	0.753713	0.441097	1.78922	1.267073	0.096817	化学原料及化学制品制造业
600075	2018-12-31	A	C26	0.673788	0.373589	-0.755976	0.401107	1.669747	1.493102	0.107836	化学原料及化学制品制造业
600075	2018-12-31	B	C26	1.261709	1.2206	0.477551	0.439656	1.784619	1.274503	0.110889	化学原料及化学制品制造业
600075	2019-12-31	A	C26	0.803391	0.445349	-0.225093	0.369692	1.586527	1.704951	0.171127	化学原料及化学制品制造业
600075	2019-12-31	B	C26	1.706338	1.7006	0.628864	0.441736	1.791268	1.263795	0.23773	化学原料及化学制品制造业
600075	2020-12-31	A	C26	0.755891	0.592035	-0.828281	0.488576	1.955323	1.046766	0.233454	化学原料及化学制品制造业
600075	2020-12-31	B	C26	0.99845	0.998045	-0.008886	0.590317	2.44091	0.694006	0.253946	化学原料及化学制品制造业
600078	2016-12-31	A	C26	0.753144	0.560549	-0.331289	0.719067	3.559563	0.390692	0.080452	化学原料及化学制品制造业
600078	2016-12-31	B	C26	0.854644	0.730501	-0.282608	0.711068	3.461016	0.406336	0.044197	化学原料及化学制品制造业
600078	2017-12-31	A	C26	0.932339	0.673453	-0.069586	0.734872	3.771768	0.360781	0.334652	化学原料及化学制品制造业
600078	2017-12-31	B	C26	1.129428	0.944939	0.154136	0.721129	3.585882	0.386715	0.385913	化学原料及化学制品制造业
600078	2018-12-31	A	C26	0.768156	0.523543	-0.330803	0.736718	3.79821	0.357371	0.184208	化学原料及化学制品制造业
600078	2018-12-31	B	C26	0.800718	0.657519	-0.346611	0.736487	3.794878	0.357797	0.150315	化学原料及化学制品制造业
600078	2019-12-31	A	C26	0.748429	0.567778	-0.351837	0.719635	3.566784	0.389593	0.056287	化学原料及化学制品制造业
600078	2019-12-31	B	C26	0.766929	0.66712	-0.375109	0.750965	4.015503	0.33162	0.000441	化学原料及化学制品制造业
600078	2020-12-31	A	C26	0.326655	0.156452	-0.835979	1.005569	-179.565906	-0.005538	1.074975	化学原料及化学制品制造业
600078	2020-12-31	B	C26	0.271093	0.178175	-0.771888	1.169451	-5.90142	-0.144898	-1.580281	化学原料及化学制品制造业
600079	2016-12-31	A	C27	1.153658	0.935274	0.248553	0.54659	2.20551	0.829524	0.267903	医药制造业
600079	2016-12-31	B	C27	1.068429	1.068424	0.219374	0.406117	1.683833	1.462346	0.130044	医药制造业
600079	2017-12-31	A	C27	1.146529	0.943902	0.227653	0.53097	2.132061	0.883345	0.257461	医药制造业
600079	2017-12-31	B	C27	1.120414	1.12041	0.371697	0.402627	1.673995	1.483691	0.120487	医药制造业
600079	2018-12-31	A	C27	1.038709	0.842443	0.065181	0.597101	2.48201	0.674759	0.249117	医药制造业
600079	2018-12-31	B	C27	0.873835	0.873835	-0.334305	0.47341	1.899009	1.112336	0.041612	医药制造业
600079	2019-12-31	A	C27	1.090903	0.875384	0.130861	0.600232	2.50145	0.666023	0.270569	医药制造业
600079	2019-12-31	B	C27	0.535046	0.535046	-1.393281	0.535543	2.153053	0.867263	0.031097	医药制造业
600079	2020-12-31	A	C27	1.314606	1.11155	0.377266	0.590951	2.444694	0.692188	0.308766	医药制造业
600079	2020-12-31	B	C27	0.816046	0.816046	-0.320704	0.539816	2.173044	0.852483	0.254892	医药制造业
600080	2016-12-31	A	C27	1.058637	0.925672	0.142448	0.256365	1.344746	2.900684	0.005354	医药制造业
600080	2016-12-31	B	C27	0.974639	0.870074	-0.052923	0.225825	1.291697	3.428212	0	医药制造业
600080	2017-12-31	A	C27	1.162312	1.017793	0.31939	0.211885	1.26885	3.71955	0.004916	医药制造业
600080	2017-12-31	B	C27	1.071706	0.938602	0.1207	0.184545	1.226309	4.418733	0.000045	医药制造业
600080	2018-12-31	A	C27	4.536963	4.315218	14.02005	0.102978	1.1148	8.710815	0.002911	医药制造业
600080	2018-12-31	B	C27	5.421428	5.207765	13.596136	0.079854	1.086784	11.522901	0	医药制造业
600080	2019-12-31	A	C27	4.357007	4.107713	14.025956	0.133406	1.153943	6.495893	0.031181	医药制造业
600080	2019-12-31	B	C27	5.120893	4.887781	13.8445	0.113064	1.127477	7.84454	0.02856	医药制造业
600080	2020-12-31	A	C27	3.99683	3.826448		0.121127	1.13782	7.255826	0.003011	医药制造业
600080	2020-12-31	B	C27	4.154623	3.993146		0.114212	1.128939	7.755622	0.000371	医药制造业
600081	2016-12-31	A	C36	0.956089	0.846289	-0.474418	0.649196	2.850598	0.540366	0.046587	汽车制造业
600081	2016-12-31	B	C36	4.384054	4.384054	6.192235	0.078824	1.085569	11.686449	0.003507	汽车制造业
600081	2017-12-31	A	C36	0.981896	0.881203	-0.262721	0.669468	3.025425	0.493723	0.028109	汽车制造业
600081	2017-12-31	B	C36	9.982063	9.982063	75.852036	0.036204	1.037564	26.621528	0.002552	汽车制造业
600081	2018-12-31	A	C36	0.980293	0.901236	-0.225121	0.67893	3.114584	0.472906	0.036286	汽车制造业
600081	2018-12-31	B	C36	1.284444	1.284444	0.597937	0.255367	1.342944	2.915927	0.005876	汽车制造业
600081	2019-12-31	A	C36	1.036735	0.968837	0.596759	0.665122	2.986159	0.503484	0.034103	汽车制造业
600081	2019-12-31	B	C36	1.114251	1.114251	0.40317	0.354932	1.550225	1.81744	0.000467	汽车制造业
600081	2020-12-31	A	C36	1.073313	1.020211	0.797582	0.705072	3.390656	0.418295	0.16964	汽车制造业
600081	2020-12-31	B	C36	1.558986	1.558986	1.599435	0.352115	1.543483	1.839983	0.12625	汽车制造业
600081	2021-12-31	A	C36	1.132909	1.051975	2.200218	0.576378	2.360594	0.734973	0.062318	汽车制造业
600081	2021-12-31	B	C36	1.339304	1.339304		0.210232	1.266194	3.756659	0.002788	汽车制造业
600083	2016-12-31	A	C39	1.783867	1.176839		0.469158	1.883799	1.131478	0.013954	计算机、通信和其他电子设备制造业
600083	2016-12-31	B	C39	0.546673	0.546673		0.576229	2.359765	0.735421	0.019911	计算机、通信和其他电子设备制造业
600083	2017-12-31	A	C39	2.517004	1.948071		0.39435	1.651118	1.535819	0.00572	计算机、通信和其他电子设备制造业
600083	2017-12-31	B	C39	2.354257	2.354257		0.175956	1.213527	4.683255	0.007764	计算机、通信和其他电子设备制造业
600084	2016-12-31	A	C15	3.929655	2.388712	3.824401	0.327552	1.487103	2.052952	0.141971	酒、饮料和精制茶制造业
600084	2016-12-31	B	C15	4.70669	4.70669	3.825347	0.241846	1.318994	3.134857	0.111235	酒、饮料和精制茶制造业
600084	2017-12-31	A	C15	4.039054	1.702676		0.195999	1.24378	4.102058	0.001839	酒、饮料和精制茶制造业
600084	2017-12-31	B	C15	5.055608	5.055608		0.11866	1.134636	7.427437	0	酒、饮料和精制茶制造业
600084	2018-12-31	A	C15	3.518434	1.238763	3.360769	0.224485	1.289466	3.454634	0.0029	酒、饮料和精制茶制造业
600084	2018-12-31	B	C15	4.436039	4.436039	3.525541	0.136805	1.158487	6.309672	0	酒、饮料和精制茶制造业
600084	2019-12-31	A	C15	18.488725	2.477672		0.042646	1.044546	22.448609	0.002224	酒、饮料和精制茶制造业
600084	2019-12-31	B	C15	135.011477	135.011477		0.003982	1.003998	250.137992	0	酒、饮料和精制茶制造业
600084	2020-12-31	A	C15	12.350118	1.194641		0.064446	1.068885	14.516859	0.003264	酒、饮料和精制茶制造业
600084	2020-12-31	B	C15	136.385072	136.385072		0.003956	1.003972	251.787796	0	酒、饮料和精制茶制造业
600085	2016-12-31	A	C27	3.4307	2.071887	18.762888	0.292009	1.412448	2.424547	0.080707	医药制造业
600085	2016-12-31	B	C27	4.428439	2.667144	19.912588	0.152322	1.179693	5.56505	0.00376	医药制造业
600085	2017-12-31	A	C27	3.289882	1.965043	20.150669	0.296129	1.420716	2.376903	0.075598	医药制造业
600085	2017-12-31	B	C27	4.078675	2.314488	21.464895	0.16884	1.203138	4.922761	0.003278	医药制造业
600085	2018-12-31	A	C27	3.305793	2.007511	23.217932	0.290478	1.4094	2.442597	0.070614	医药制造业
600085	2018-12-31	B	C27	4.199946	2.31142	24.23881	0.174903	1.211978	4.717468	0.01068	医药制造业
600085	2019-12-31	A	C27	3.292555	2.076374	18.106063	0.299286	1.427115	2.341289	0.085349	医药制造业
600085	2019-12-31	B	C27	4.572486	2.594233	23.370955	0.152572	1.180041	5.554304	0.002957	医药制造业
600085	2020-12-31	A	C27	2.952102	1.869538	12.049419	0.288087	1.404667	2.471171	0.04266	医药制造业
600085	2020-12-31	B	C27	5.029488	3.357347	25.855235	0.142155	1.165712	6.034555	0.002601	医药制造业
600085	2021-12-31	A	C27	2.883619	1.904766	7.535294	0.335037	1.503844	1.984743	0.11177	医药制造业
600085	2021-12-31	B	C27	4.756614	3.486311	100.214548	0.160995	1.191888	5.211362	0.009824	医药制造业
600086	2016-12-31	A	C41	1.923851	0.351839	0.98722	0.6762	3.088323	0.478853	0.388801	其他制造业
600086	2016-12-31	B	C41	1.345071	1.212924	0.272707	0.595308	2.471015	0.679803	0.38104	其他制造业
600086	2017-12-31	A	C41	2.034906	0.229916	1.128423	0.741981	3.875688	0.347743	0.549578	其他制造业
600086	2017-12-31	B	C41	1.653936	1.547357	0.736245	0.768931	4.32771	0.300507	0.600876	其他制造业
600086	2018-12-31	A	C41	1.233582	0.081274	0.994736	0.868245	7.589852	0.151748	0.605238	其他制造业
600086	2018-12-31	B	C41	1.032694	0.984131	0.269739	0.85955	7.119964	0.1634	0.574229	其他制造业
600086	2019-12-31	A	C41	1.013233	0.054508	0.111382	0.966901	30.212787	0.034232	0.804433	其他制造业
600086	2019-12-31	B	C41	0.917895	0.872953	-0.92478	0.907736	10.838441	0.101642	0.643026	其他制造业
600089	2016-12-31	A	C38	1.194094	0.87152	0.459172	0.634413	2.735329	0.576259	0.303802	电气机械及器材制造业
600089	2016-12-31	B	C38	1.188678	1.079451	0.94378	0.473443	1.899129	1.112187	0.078829	电气机械及器材制造业
600089	2017-12-31	A	C38	1.315578	1.009205	0.612719	0.593054	2.457328	0.686188	0.287688	电气机械及器材制造业
600089	2017-12-31	B	C38	1.828285	1.70821	2.079112	0.378996	1.610295	1.638552	0.115219	电气机械及器材制造业
600089	2018-12-31	A	C38	1.325608	1.051699	0.596105	0.578996	2.375275	0.727127	0.290906	电气机械及器材制造业
600089	2018-12-31	B	C38	1.780428	1.640091	2.541486	0.350087	1.538667	1.856434	0.080734	电气机械及器材制造业
600089	2019-12-31	A	C38	1.475193	1.198773	0.623897	0.579087	2.375787	0.726857	0.361331	电气机械及器材制造业
600089	2019-12-31	B	C38	2.217617	2.139457	1.506017	0.380815	1.615026	1.625946	0.198754	电气机械及器材制造业
600089	2020-12-31	A	C38	1.307062	1.154014	0.481934	0.574438	2.349831	0.740833	0.335973	电气机械及器材制造业
600089	2020-12-31	B	C38	1.70911	1.661437	1.667704	0.380717	1.614772	1.62662	0.133351	电气机械及器材制造业
600091	2016-12-31	A	C26	8.517821	8.517821	53.325565	0.295508	1.419462	2.384005	0.233882	化学原料及化学制品制造业
600091	2016-12-31	B	C26	8.517821	8.517821	53.325565	0.295508	1.419462	2.384005	0.233882	化学原料及化学制品制造业
600091	2017-12-31	A	C26	16.460887	16.460887	60.352794	0.252314	1.33746	2.963315	0.220498	化学原料及化学制品制造业
600091	2018-12-31	A	C26	16.782585	16.782585	61.929698	0.242897	1.320824	3.116977	0.211921	化学原料及化学制品制造业
600091	2019-12-31	A	C26	17.954945	17.954945	68.654807	0.231428	1.301114	3.320999	0.201975	化学原料及化学制品制造业
600091	2020-12-31	A	C26	16.350144	16.350144	78.433402	0.229756	1.29829	3.352439	0.19745	化学原料及化学制品制造业
600096	2016-12-31	A	C26	0.577786	0.385342	-0.825789	0.9248	13.297796	0.081315	0.62914	化学原料及化学制品制造业
600096	2016-12-31	B	C26	0.697171	0.653588	-0.669623	0.747791	3.96496	0.337273	0.321977	化学原料及化学制品制造业
600096	2017-12-31	A	C26	0.625682	0.448958	-0.648688	0.92085	12.634216	0.085953	0.631806	化学原料及化学制品制造业
600096	2017-12-31	B	C26	0.542711	0.499121	-1.209632	0.806873	5.17793	0.239353	0.225583	化学原料及化学制品制造业
600096	2018-12-31	A	C26	0.672551	0.496008	-0.672254	0.907668	10.830496	0.101724	0.504447	化学原料及化学制品制造业
600096	2018-12-31	B	C26	0.590641	0.53912	-1.174388	0.850168	6.674144	0.176238	0.285392	化学原料及化学制品制造业
600096	2019-12-31	A	C26	0.629646	0.464076	-0.559955	0.89128	9.197936	0.121982	0.485375	化学原料及化学制品制造业
600096	2019-12-31	B	C26	0.552602	0.519052	-0.735419	0.825109	5.717851	0.211961	0.251264	化学原料及化学制品制造业
600096	2020-12-31	A	C26	0.600157	0.444869	-0.496048	0.838757	6.201806	0.192241	0.400727	化学原料及化学制品制造业
600096	2020-12-31	B	C26	0.60104	0.580277	-0.854654	0.76489	4.253336	0.307377	0.218894	化学原料及化学制品制造业
600096	2021-12-31	A	C26	0.71159	0.48155	-0.348639	0.762943	4.218388	0.310715	0.373989	化学原料及化学制品制造业
600096	2021-12-31	B	C26	0.616499	0.554698	-0.910471	0.661484	2.954068	0.511753	0.236768	化学原料及化学制品制造业
600099	2016-12-31	A	C37	3.488835	2.947422		0.197143	1.245552	4.072453	0	铁路、船舶、航空航天和其它运输设备制造业
600099	2016-12-31	B	C37	4.727052	4.043066		0.146702	1.171923	5.816542	0	铁路、船舶、航空航天和其它运输设备制造业
600099	2017-12-31	A	C37	4.402131	3.40545		0.15336	1.181139	5.520623	0	铁路、船舶、航空航天和其它运输设备制造业
600099	2017-12-31	B	C37	5.489748	4.303084		0.124348	1.142006	7.041948	0	铁路、船舶、航空航天和其它运输设备制造业
600099	2018-12-31	A	C37	3.508879	2.450377		0.199092	1.248583	4.022804	0	铁路、船舶、航空航天和其它运输设备制造业
600099	2018-12-31	B	C37	3.944087	2.800666		0.179171	1.218281	4.58125	0	铁路、船舶、航空航天和其它运输设备制造业
600099	2019-12-31	A	C37	3.380127	2.337217		0.211938	1.268935	3.718368	0.002218	铁路、船舶、航空航天和其它运输设备制造业
600099	2019-12-31	B	C37	4.278694	2.920849		0.166997	1.200476	4.988128	0.00233	铁路、船舶、航空航天和其它运输设备制造业
600099	2020-12-31	A	C37	4.086934	2.770461		0.174797	1.211823	4.720912	0.00224	铁路、船舶、航空航天和其它运输设备制造业
600099	2020-12-31	B	C37	5.473141	3.621245		0.129762	1.149111	6.706431	0.002384	铁路、船舶、航空航天和其它运输设备制造业
600100	2016-12-31	A	C39	1.182962	0.858283	0.579834	0.573765	2.346126	0.742872	0.156225	计算机、通信和其他电子设备制造业
600100	2016-12-31	B	C39	1.250722	1.115776	0.842272	0.534213	2.146905	0.871912	0.149599	计算机、通信和其他电子设备制造业
600100	2017-12-31	A	C39	1.023942	0.717044	0.054608	0.610548	2.567708	0.637874	0.255143	计算机、通信和其他电子设备制造业
600100	2017-12-31	B	C39	0.951496	0.82138	-0.150095	0.561279	2.279351	0.781646	0.188039	计算机、通信和其他电子设备制造业
600100	2018-12-31	A	C39	1.092669	0.785206	0.199589	0.687257	3.197512	0.45506	0.413956	计算机、通信和其他电子设备制造业
600100	2018-12-31	B	C39	1.071876	0.968567	0.219264	0.614666	2.595153	0.626899	0.336642	计算机、通信和其他电子设备制造业
600100	2019-12-31	A	C39	1.189569	0.851896	0.577037	0.667458	3.007142	0.498221	0.413546	计算机、通信和其他电子设备制造业
600100	2019-12-31	B	C39	1.071566	0.980363	0.237836	0.580347	2.382918	0.723108	0.363406	计算机、通信和其他电子设备制造业
600100	2020-12-31	A	C39	1.186757	0.841462	0.418425	0.670244	3.032546	0.491994	0.426714	计算机、通信和其他电子设备制造业
600100	2020-12-31	B	C39	1.054076	0.985967	0.117121	0.6069	2.54388	0.647719	0.388828	计算机、通信和其他电子设备制造业
600104	2016-12-31	A	C36	1.112492	0.98798	2.571371	0.601955	2.512281	0.661253	0.198025	汽车制造业
600104	2016-12-31	B	C36	2.871675	2.787158	86.94466	0.155115	1.183593	5.446827	0.040024	汽车制造业
600104	2017-12-31	A	C36	0.997381	0.869388	-0.045286	0.623921	2.659014	0.602768	0.181786	汽车制造业
600104	2017-12-31	B	C36	2.608713	2.497807	17.268788	0.174706	1.21169	4.723897	0.041701	汽车制造业
600104	2018-12-31	A	C36	1.094257	0.951994	1.088293	0.636266	2.74926	0.57167	0.227242	汽车制造业
600104	2018-12-31	B	C36	2.584506	2.434578	6.935476	0.204477	1.257034	3.890534	0.07949	汽车制造业
600104	2019-12-31	A	C36	1.104481	0.98694	1.081149	0.645793	2.823209	0.548483	0.221691	汽车制造业
600104	2019-12-31	B	C36	2.386773	2.318584	10.54041	0.228963	1.296954	3.36752	0.088798	汽车制造业
600104	2020-12-31	A	C36	1.108225	0.972391	1.170497	0.662784	2.965459	0.508787	0.241082	汽车制造业
600104	2020-12-31	B	C36	2.438458	2.405471	6.948607	0.249107	1.331747	3.014346	0.108251	汽车制造业
600105	2016-12-31	A	C38	2.060677	1.775522	2.738751	0.310614	1.450566	2.21943	0.084965	电气机械及器材制造业
600105	2016-12-31	B	C38	2.110704	1.91233	1.535641	0.219145	1.280648	3.563182	0.086521	电气机械及器材制造业
600105	2017-12-31	A	C38	1.783433	1.398661	3.133887	0.365988	1.577256	1.732332	0.074593	电气机械及器材制造业
600105	2017-12-31	B	C38	1.696151	1.567079	1.215165	0.240192	1.316122	3.163336	0.07892	电气机械及器材制造业
600105	2018-12-31	A	C38	1.308278	0.931415	0.796026	0.423728	1.735291	1.360006	0.065506	电气机械及器材制造业
600105	2018-12-31	B	C38	0.772186	0.718105	-0.36973	0.354571	1.549358	1.820308	0.070165	电气机械及器材制造业
600105	2019-12-31	A	C38	1.487832	1.208745	1.545938	0.490873	1.964148	1.037185	0.23539	电气机械及器材制造业
600105	2019-12-31	B	C38	1.01144	0.983712	0.03118	0.449665	1.817076	1.223876	0.264596	电气机械及器材制造业
600105	2020-12-31	A	C38	1.085062	0.958761	0.265853	0.586491	2.418325	0.705057	0.167071	电气机械及器材制造业
600105	2020-12-31	B	C38	0.932048	0.913627	-0.210026	0.495636	1.982693	1.017612	0.153895	电气机械及器材制造业
600112	2016-12-31	A	C38	0.747152	0.614446	-0.362106	0.568694	2.318539	0.758415	0.167316	电气机械及器材制造业
600112	2016-12-31	B	C38	0.23436	0.223716	-1.120133	0.529716	2.126374	0.887804	0.134703	电气机械及器材制造业
600112	2017-12-31	A	C38	0.75332	0.623063	-0.380026	0.606615	2.542036	0.648493	0.158334	电气机械及器材制造业
600112	2017-12-31	B	C38	0.229635	0.225366	-1.262777	0.517164	2.071096	0.933624	0.107814	电气机械及器材制造业
600112	2018-12-31	A	C38	0.660743	0.5513	-0.716884	0.508911	2.036292	0.964979	0.069157	电气机械及器材制造业
600112	2018-12-31	B	C38	0.388412	0.384752	-1.234389	0.434349	1.767873	1.302298	0.046138	电气机械及器材制造业
600112	2019-12-31	A	C38	0.433862	0.330026	-1.085405	0.780591	4.557708	0.28108	0.529099	电气机械及器材制造业
600112	2019-12-31	B	C38	0.185889	0.181222	-1.397303	0.6333	2.727022	0.579031	0.431296	电气机械及器材制造业
600112	2020-12-31	A	C38	0.300148	0.243479	-6.325046	1.050315	-19.874971	-0.047904	11.681175	电气机械及器材制造业
600112	2020-12-31	B	C38	0.240107	0.238861	-15.34058	0.801539	5.038777	0.2476	0.21706	电气机械及器材制造业
600118	2016-12-31	A	C39	1.777004	1.586911	4.279505	0.4703	1.887862	1.126302	0.070439	计算机、通信和其他电子设备制造业
600118	2016-12-31	B	C39	19.062164	18.76104		0.010931	1.011052	90.480519	0	计算机、通信和其他电子设备制造业
600118	2017-12-31	A	C39	2.231753	1.888803	14.067435	0.351116	1.541108	1.848059	0.030728	计算机、通信和其他电子设备制造业
600118	2017-12-31	B	C39	13.356042	13.355914		0.015739	1.015991	62.535708	0	计算机、通信和其他电子设备制造业
600118	2018-12-31	A	C39	2.179368	1.821626	20.66156	0.363996	1.572317	1.747285	0.025079	计算机、通信和其他电子设备制造业
600118	2018-12-31	B	C39	13.692591	13.692591		0.016222	1.016489	60.646198	0	计算机、通信和其他电子设备制造业
600118	2019-12-31	A	C39	2.171405	1.69422	6.601557	0.368642	1.583887	1.712659	0.02505	计算机、通信和其他电子设备制造业
600118	2019-12-31	B	C39	33.131413	33.131413		0.007109	1.00716	139.665524	0	计算机、通信和其他电子设备制造业
600118	2020-12-31	A	C39	2.373945	1.80189	28.374737	0.331964	1.496926	2.012372	0.022154	计算机、通信和其他电子设备制造业
600118	2020-12-31	B	C39	35.287446	35.287446		0.006994	1.007043	141.985422	0	计算机、通信和其他电子设备制造业
600118	2021-12-31	A	C39	1.999108	1.467109	27.568604	0.394123	1.650499	1.537282	0.038793	计算机、通信和其他电子设备制造业
600118	2021-12-31	B	C39	23.852448	23.852448		0.009257	1.009344	107.022172	0.000347	计算机、通信和其他电子设备制造业
600129	2016-12-31	A	C27	0.727153	0.45671	-0.474659	0.864546	7.382597	0.156676	0.519752	医药制造业
600129	2016-12-31	B	C27	0.595947	0.595896	-0.573529	0.416542	1.713919	1.400719	0.162149	医药制造业
600129	2017-12-31	A	C27	0.70388	0.395339	-0.524306	0.885828	8.758703	0.128888	0.526368	医药制造业
600129	2017-12-31	B	C27	0.462982	0.462932	-1.262652	0.515318	2.063208	0.940549	0.094264	医药制造业
