股票代码	截止日期	报表类型编码	行业代码	资产报酬率B	总资产净利润率（ROA）B	净资产收益率B	投入资本回报率	投资收益率	应收账款周转率B	应收账款周转天数B	存货周转率B	存货周转天数B	应付账款周转率B	流动资产周转率B	固定资产周转率B	非流动资产周转率B
002038	2020-12-31	A	C27	0.075854	0.068072	0.073721	0.06911	0.059033	2.120101	172.633285	1.483103	246.779893	0.911867	0.438716	2.224896	0.401194
002099	2010-12-31	A	C27	0.108822	0.080379	0.143136	0.104697	-0.156307	6.187314	58.991672	3.359037	108.662096	7.323379	1.7617	2.88124	2.344622
002099	2011-12-31	A	C27	0.112672	0.080797	0.151338	0.095681	-0.076459	7.81743	46.690536	3.452615	105.716971	8.060651	1.729285	3.312324	2.418513
002099	2012-12-31	A	C27	0.03214	0.012063	0.027422	0.029555	-0.338254	6.348183	57.654293	2.983362	122.680385	6.071762	1.335057	2.491552	1.399092
002099	2013-12-31	A	C27	-0.023021	-0.049293	-0.144824	-0.026945	-0.465939	5.695102	64.09016	3.06261	119.179393	4.229143	1.307126	1.70122	1.030986
002099	2014-12-31	A	C27	0.038922	0.014229	0.023433	0.027196	-0.153887	5.289989	68.998253	2.047902	178.231185	3.394188	1.173417	1.327469	0.654883
002099	2015-12-31	A	C27	0.135164	0.113244	0.150929	0.109947	-0.104681	7.895827	46.22695	2.090909	174.565225	5.580697	1.521531	1.992518	0.855919
002099	2016-12-31	A	C27	0.048294	0.038268	0.053832	0.028765	-0.90423	6.251264	58.548159	2.066338	177.124943	6.017654	0.818195	2.029833	0.841145
002099	2017-12-31	A	C27	0.075372	0.04764	0.069077	0.067991	0.454995	5.058134	72.160999	1.828289	199.64021	5.364835	0.537921	2.018197	0.797843
002099	2018-12-31	A	C27	0.08906	0.083436	0.114883	0.083998	-0.137865	5.67291	64.340876	1.76347	206.978287	5.603355	0.657534	2.235786	0.8723
002099	2019-12-31	A	C27	0.126912	0.111849	0.138692	0.117351	-0.318301	6.26286	58.280083	1.673709	218.078531	4.398168	0.865627	2.001282	0.842022
002099	2020-12-31	A	C27	0.061454	0.045915	0.055232	0.053095	-0.72832	5.710994	64.086917	1.71779	213.064461	3.670705	0.784282	1.329679	0.648362
002102	2016-12-31	A	C27	0.06264	0.041282	0.066045	0.048397	0.154529	4.087612	89.538831	2.976782	122.951563	4.809278	0.50901	1.76075	0.208619
002102	2017-12-31	A	C27	0.050371	0.036289	0.056037	0.046626	0.233894	24.513969	14.88947	18.038826	20.234133	35.417017	4.154326	12.575406	1.829431
002102	2018-12-31	A	C27	-0.346167	-0.348408	-0.710677	-0.463585	0.256629	32.336111	11.28769	13.340826	27.359625	38.218083	5.502852	12.597127	2.675445
002102	2019-12-31	A	C27	0.099803	0.084418	0.232537	0.110991	0.623136	41.330519	8.831246	11.034385	33.078418	47.055919	6.006717	15.508871	3.017209
002102	2020-12-31	A	C27	0.010282	0.012019	0.030941	0.008019	0.013358	30.691883	11.924977	9.315471	39.289479	44.465196	4.822046	21.209451	2.132063
002118	2010-12-31	A	C27	0.124407	0.107408	0.171247	0.079596	0.068531	4.842695	75.371255	2.849204	128.105955	6.442289	0.529401	2.592578	1.611082
002118	2011-12-31	A	C27	0.106951	0.081099	0.12778	0.097453	0.204895	2.694392	135.466554	0.829935	439.793478	7.204889	0.461811	3.515589	1.383356
002118	2012-12-31	A	C27	0.055176	0.029585	0.046595	0.050398	0.084965	1.074456	340.637495	0.134487	2721.452631	2.895546	0.212613	1.571617	0.441034
002118	2013-12-31	A	C27	0.042378	0.014792	0.026274	0.038132	0.348605	1.917145	190.387269	0.090603	4028.564176	2.239144	0.201524	1.133558	0.449352
002118	2014-12-31	A	C27	0.04677	0.011991	0.023824	0.046642	0.328571	1.840465	198.319446	0.183685	1987.097477	4.218842	0.275986	1.236732	0.702301
002118	2015-12-31	A	C27	0.040596	0.00867	0.019564	0.037101	0.35	1.121003	325.60127	0.103912	3512.587574	2.534531	0.193974	0.852759	0.502346
002118	2016-12-31	A	C27	0.061094	0.02797	0.056486	0.049205	0.35	1.401165	261.211206	0.089946	4069.108132	2.219095	0.200169	0.982191	0.47595
002118	2017-12-31	A	C27	0.081803	0.047883	0.094304	0.066945	0.204167	1.95	187.179487	0.071826	5081.725281	1.447279	0.235609	1.322885	0.62503
002118	2018-12-31	A	C27	0.048649	0.018511	0.041216	0.045403	0.196545	1.5919	229.285759	0.08515	4286.553142	1.601618	0.185104	1.19786	0.591128
002166	2010-12-31	A	C27	-0.037914	-0.051399	-0.102439	-0.03816	0.005549	2.493785	146.363861	0.520203	701.649164	4.288811	0.355425	0.704003	0.365467
002166	2011-12-31	A	C27	0.056348	0.003418	0.011037	0.057863	0.096117	2.834531	128.769098	0.329234	1108.633981	0.803033	0.256223	0.711666	0.528029
002166	2012-12-31	A	C27	-0.026638	-0.07197	-0.33605	-0.026153	0.077068	5.239541	69.853447	0.579796	631.256511	2.225338	0.435912	1.947156	1.457287
002166	2013-12-31	A	C27	0.080473	0.033473	0.190892	0.074977	0.718179	6.048911	60.34144	0.663033	550.500503	4.475839	0.617303	2.878327	1.263942
002166	2014-12-31	A	C27	0.054626	0.031392	0.190561	0.080227	0.242178	9.664473	37.767191	0.791027	461.425463	2.708063	0.760931	4.53063	1.309532
002166	2015-12-31	A	C27	0.049988	0.042652	0.145483	0.05676	0.048605	9.666712	37.758444	0.377921	965.810315	1.501478	0.436531	3.847735	0.876934
002166	2016-12-31	A	C27	0.040518	0.031182	0.084732	0.048614	0.058182	10.670159	34.30127	0.355702	1028.951201	1.78678	0.399597	3.968846	0.713832
002166	2017-12-31	A	C27	0.099889	0.077282	0.217086	0.163239	0.329437	12.22534	29.85602	0.36759	992.954106	1.61993	0.451765	2.200699	0.899807
002166	2018-12-31	A	C27	0.042297	0.032498	0.075343	0.058382	0.050672	6.591668	55.372934	0.28202	1294.234451	0.892525	0.371073	1.088298	0.737693
002198	2010-12-31	A	C27	0.098437	0.091111	0.101009	0.093722	0.363466	5.590642	65.287672	2.748345	132.807199	4.677394	0.936454	0.538179	0.382456
002198	2011-12-31	A	C27	0.074072	0.066638	0.076519	0.074704	0.288302	6.654813	54.847522	2.218672	164.512826	6.84814	1.149523	0.557203	0.375212
002198	2012-12-31	A	C27	0.028854	0.024382	0.027591	0.031948	0.245588	8.397503	43.584385	2.14578	170.567346	8.264129	1.331378	0.699915	0.450454
002198	2014-12-31	A	C27	0.091707	0.075377	0.08805	0.079094	0.035119	4.500466	81.102712	3.828992	95.325349	8.14693	1.965107	2.983909	0.820969
002198	2015-12-31	A	C27	0.077334	0.063702	0.074014	0.069053	0.125194	3.189971	114.421103	2.361068	154.591058	5.038746	1.591708	2.040862	0.640631
002198	2016-12-31	A	C27	0.063377	0.051389	0.057634	0.054439	0.103214	3.053258	119.871953	2.192432	166.937903	8.930978	1.396376	1.689086	0.598818
002198	2017-12-31	A	C27	-0.206728	-0.217385	-0.247609	-0.25837	0.020883	3.107159	117.470654	2.242653	162.753667	10.845769	1.295072	1.791156	0.747136
002198	2018-12-31	A	C27	0.049604	0.040629	0.046742	0.044498	0.055302	3.576603	102.052143	2.132738	171.141509	13.032886	1.382678	2.081452	1.08543
002198	2019-12-31	A	C27	-0.127386	-0.14	-0.168703	-0.149919	-0.015275	3.457787	105.558844	1.432938	254.721419	8.239235	1.230132	1.976166	1.074323
002198	2020-12-31	A	C27	0.030926	0.023839	0.029474	0.030553	-0.062392	4.336804	84.393945	1.959423	186.789682	11.312627	1.291159	2.173099	1.327644
002219	2014-12-31	A	C27	0.20711	0.169485	0.274127	0.180822	0	2.368327	154.117231	2.752379	132.612551	4.841004	0.971185	2.825099	0.8452
002219	2015-12-31	A	C27	0.128644	0.09656	0.132604	0.086269	10.728845	2.470989	147.714134	5.621348	64.931045	5.405224	0.75146	1.697683	0.670185
002219	2016-12-31	A	C27	0.088745	0.073603	0.099346	0.078667	1.309396	2.322503	157.588602	4.26103	85.894725	6.029502	0.844292	1.640502	0.775164
002219	2017-12-31	A	C27	0.057992	0.02743	0.052277	0.042857	0.015484	2.347768	155.466809	3.373234	108.204767	5.596245	1.066488	1.877653	0.689298
002219	2018-12-31	A	C27	-0.085048	-0.145978	-0.385187	-0.117467	-3.045855	2.48925	146.630511	5.220802	69.91263	5.190989	1.337	1.871998	0.578488
002219	2019-12-31	A	C27	-0.298865	-0.36543	-1.62961	-0.640876	-36.221464	3.6185	100.870526	11.708383	31.174245	3.733471	2.143145	1.993267	0.720291
002219	2020-12-31	A	C27	0.030813	-0.008738	-0.232725	0.033687	8.595656	5.014548	72.987635	12.100416	30.246894	2.401374	2.397807	1.706429	0.759345
002252	2010-12-31	A	C27	0.243726	0.211219	0.232546	0.211742	0	22.114166	16.505257	1.081254	337.571006	12.318771	0.722529	4.820688	2.315015
002252	2011-12-31	A	C27	0.235551	0.205634	0.226843	0.204649	0	18.365068	19.874688	1.364308	267.534897	10.47227	0.880883	5.241726	1.741423
002252	2012-12-31	A	C27	0.234477	0.201904	0.230015	0.209525	0	11.333212	32.294463	1.517954	241.114026	7.226667	1.048403	5.534825	1.389803
002252	2013-12-31	A	C27	0.13189	0.102407	0.134373	0.105789	0	4.797226	76.085638	0.738441	494.284581	3.371078	0.641852	1.450796	0.802677
002252	2014-12-31	A	C27	0.11239	0.093206	0.104979	0.057556	117.373385	10.692963	34.134599	1.002868	363.956174	7.956659	0.740673	1.663449	0.35712
002252	2015-12-31	A	C27	0.165857	0.141428	0.153121	0.129754	0.006015	17.204309	21.215615	1.10214	331.173898	14.108288	0.538736	1.982632	0.299129
002252	2016-12-31	A	C27	0.156727	0.133196	0.147078	0.131927	0.311637	9.587815	38.173452	1.110685	329.526373	19.160524	0.427629	2.175717	0.334667
002252	2017-12-31	A	C27	0.075159	0.06011	0.068727	0.061295	0.121353	2.915563	125.190229	0.715147	510.384578	14.663849	0.29632	1.742009	0.262819
002252	2018-12-31	A	C27	-0.133024	-0.117882	-0.130342	-0.133733	-1.651892	2.009672	181.621678	0.423165	862.547706	12.577932	0.332546	1.673975	0.240698
002252	2019-12-31	A	C27	0.061028	0.052144	0.054141	0.050412	0.027449	3.405585	107.176887	0.515517	708.027087	18.284791	0.612309	2.430934	0.349393
002252	2020-12-31	A	C27	0.077314	0.070613	0.072012	0.051053	0.040967	5.09821	71.789903	0.515225	710.369256	14.017698	0.578781	2.507795	0.198655
002262	2016-12-31	A	C27	0.12913	0.109191	0.152705	0.119083	0.017752	4.571642	80.058762	5.73253	63.846155	7.250387	1.626236	9.061335	3.326416
002262	2017-12-31	A	C27	0.139892	0.119574	0.163678	0.128081	-0.018449	4.969671	73.445506	5.362944	68.059633	7.406431	1.587564	6.019864	3.391756
002262	2018-12-31	A	C27	0.161694	0.14162	0.191685	0.145848	-0.103601	5.107767	71.459798	4.381565	83.303568	6.722475	1.49269	5.206911	3.568552
002262	2019-12-31	A	C27	0.183827	0.159645	0.200318	0.173199	0.521718	5.874709	62.130737	4.103894	88.939919	8.144192	1.402995	5.173404	3.582039
002262	2020-12-31	A	C27	0.184692	0.162482	0.188605	0.166586	0.024533	5.898028	62.054639	2.109738	173.481257	6.002249	1.063194	3.597612	2.559126
002275	2010-12-31	A	C27	0.148708	0.124624	0.143312	0.137164	0.582984	20.852126	17.50421	3.756506	97.164759	2.62815	0.609582	3.61094	2.176102
002275	2011-12-31	A	C27	0.166174	0.139589	0.154337	0.137267	2.036988	40.126095	9.096325	3.357018	108.727448	4.101184	0.732991	4.221503	2.295344
002275	2012-12-31	A	C27	0.169798	0.141332	0.163101	0.14863	1.874828	38.964346	9.393203	3.508692	104.312376	2.985451	0.779252	4.297464	1.987222
002275	2013-12-31	A	C27	0.196374	0.162444	0.196343	0.177011	3.402125	36.84787	9.905593	2.99565	121.84334	2.270574	0.845434	4.957716	1.671715
002275	2014-12-31	A	C27	0.189013	0.162332	0.196362	0.173815	3.11464	26.914037	13.561696	2.707659	134.802795	2.534653	0.873293	5.746838	1.381571
002275	2015-12-31	A	C27	0.15492	0.135901	0.161534	0.14632	0.672946	17.275697	21.127946	2.232169	163.518085	2.962262	0.862378	2.737759	1.161641
002275	2016-12-31	A	C27	0.16402	0.138718	0.163627	0.147022	0.100215	16.161447	22.646487	2.374184	154.158229	3.691425	0.97689	1.947428	1.194819
002275	2017-12-31	A	C27	0.179463	0.152278	0.182854	0.156579	0.200312	15.343482	23.788603	2.21098	165.085166	3.229622	0.916497	2.018391	1.25618
002275	2018-12-31	A	C27	0.145271	0.124583	0.151393	0.132284	-0.420926	13.458885	27.119631	2.490872	146.535029	2.896472	0.777411	1.802619	1.23856
002275	2019-12-31	A	C27	0.129455	0.114968	0.1395	0.117229	-0.32619	12.576474	29.022443	2.742012	133.113932	3.125636	0.797534	1.707441	1.211535
002275	2020-12-31	A	C27	0.089459	0.075918	0.095947	0.07487	-0.007617	17.088313	21.418147	2.421649	151.136684	4.278098	0.717423	1.590734	1.06894
002287	2011-12-31	A	C27	0.143337	0.127466	0.137242	0.124076	0	41.241697	8.850266	3.308583	110.319131	50.193374	0.700124	8.770638	3.731074
002287	2012-12-31	A	C27	0.152088	0.134618	0.142857	0.129076	0	21.950944	16.673543	3.437661	106.467741	65.979651	0.840827	6.804317	3.290697
002287	2013-12-31	A	C27	0.166335	0.142337	0.150839	0.133772	0	22.022412	16.574025	3.294485	110.791216	53.102385	0.843766	5.126188	2.897553
002287	2014-12-31	A	C27	0.169718	0.141574	0.15709	0.14316	0.053196	43.381319	8.41376	2.678745	136.257837	18.264563	0.754852	4.182536	2.348504
002287	2015-12-31	A	C27	0.14899	0.135348	0.163309	0.139099	0.100718	58.728379	6.215053	2.767428	131.891417	7.425231	0.725112	3.664508	1.778894
002287	2016-12-31	A	C27	0.15155	0.138831	0.169164	0.149377	0.112695	30.81885	11.875849	2.958446	123.713598	7.278613	0.696619	4.081868	1.418135
002287	2017-12-31	A	C27	0.148559	0.137582	0.165026	0.138537	0.063944	23.825873	15.319481	2.792252	130.718861	17.084791	0.714056	6.258427	1.480714
002287	2018-12-31	A	C27	0.15552	0.137738	0.161178	0.154244	0.181533	33.527692	10.886523	2.656624	137.39242	16.37649	0.796182	4.457185	1.55363
002287	2019-12-31	A	C27	0.146061	0.137586	0.169202	0.133057	0.068574	36.76105	9.928987	2.949113	123.766027	12.406153	0.774053	3.066175	1.677184
002287	2020-12-31	A	C27	0.114033	0.10907	0.165799	0.095224	0.068781	47.316899	7.73508	2.643727	138.440921	9.090003	0.578238	2.86017	1.263169
002294	2012-12-31	A	C27	0.268447	0.234268	0.268091	0.228321	-0.001634	3.81408	95.960232	2.361897	154.960187	6.872177	0.92835	4.410525	2.461827
002294	2013-12-31	A	C27	0.289851	0.251589	0.290255	0.257876	2.118647	3.749328	97.350779	2.923226	124.862053	4.529813	1.052613	4.083209	2.114285
002294	2014-12-31	A	C27	0.290579	0.252657	0.301426	0.268371	0.420601	3.753847	97.233585	4.897294	74.530955	5.624876	1.203114	3.935844	1.66275
002294	2016-12-31	A	C27	0.271619	0.233208	0.273746	0.243442	-0.028547	4.745261	77.129583	2.861146	127.92077	7.703791	1.179602	3.990643	1.41421
002294	2017-12-31	A	C27	0.25297	0.214483	0.247342	0.224581	0.070103	5.096741	71.61439	1.959485	186.273434	9.333989	1.12765	3.960968	1.377387
002294	2018-12-31	A	C27	0.2305	0.196975	0.223271	0.200171	0.034881	5.686447	64.187708	1.799639	202.818454	9.0228	1.30025	4.063067	1.221954
002294	2019-12-31	A	C27	0.1087	0.087203	0.100733	0.095295	-0.047421	6.124303	59.598619	1.795765	203.255994	7.367001	1.369506	3.760608	0.981493
002294	2020-12-31	A	C27	0.006102	0.006844	0.00818	0.006213	-0.042177	5.065342	72.255733	1.894906	193.149423	4.613983	1.048938	2.31234	0.580807
002317	2010-12-31	A	C27	0.093234	0.091143	0.098076	0.08109	0	12.011712	30.387009	3.699413	98.664302	9.03801	0.509244	5.234886	3.468424
002317	2011-12-31	A	C27	0.102545	0.098651	0.105129	0.088844	0	10.756074	33.934315	3.284514	111.127552	11.5536	0.609225	3.834813	2.554686
002317	2012-12-31	A	C27	0.112239	0.109779	0.118484	0.094807	0	8.963641	40.831622	3.70262	98.848923	26.025865	0.705173	3.070873	2.23631
002317	2013-12-31	A	C27	0.107375	0.100789	0.112548	0.09218	1.116883	7.3368	49.749209	4.042693	90.286351	17.887785	0.811597	2.998053	2.112495
002317	2014-12-31	A	C27	0.115685	0.100517	0.118615	0.107997	2.811374	5.760378	63.363897	3.933881	92.783691	11.615982	0.935373	2.96672	1.74521
002317	2015-12-31	A	C27	0.123126	0.104827	0.14751	0.128524	1.84778	5.971405	61.124643	3.627445	100.621788	11.604938	1.147199	3.044997	1.091932
002317	2016-12-31	A	C27	0.128852	0.111248	0.151972	0.119661	1.560181	5.830847	62.769611	2.337527	156.575732	15.34676	0.970296	3.264553	0.831517
002317	2017-12-31	A	C27	0.108994	0.093157	0.118247	0.100854	0.501957	5.728941	63.7116	3.047065	119.787402	15.702666	0.840283	4.224885	0.891552
002317	2018-12-31	A	C27	0.100409	0.085244	0.112092	0.089428	0.064635	5.613526	65.021521	3.260511	111.945643	13.481801	0.969809	4.378407	0.902995
002317	2019-12-31	A	C27	0.073955	0.059488	0.0791	0.066456	0.111403	4.424049	82.503607	2.782852	131.160407	13.297939	0.993566	4.084293	0.895305
002317	2020-12-31	A	C27	-0.065348	-0.084497	-0.111952	-0.09559	0.260835	3.551767	103.0473	1.689852	216.587015	7.395776	0.650028	3.306051	0.852132
002332	2010-12-31	A	C27	0.094227	0.061934	0.103184	0.088745	0.357598	7.813226	46.715659	3.553147	102.725837	7.581319	1.100569	5.634244	3.083937
002332	2011-12-31	A	C27	0.097304	0.068836	0.116081	0.089349	0.242452	7.766786	46.994986	2.940115	124.144804	6.154768	1.336848	5.544048	2.580911
002332	2012-12-31	A	C27	0.086652	0.05575	0.10545	0.086184	0.107451	7.610868	48.089127	2.709095	135.100467	6.048555	1.600505	5.378056	2.025551
002332	2013-12-31	A	C27	0.049744	0.019477	0.042446	0.052208	0.112816	7.688025	47.476433	3.11548	117.156907	5.844442	1.726194	3.476675	1.841339
002332	2014-12-31	A	C27	0.049654	0.017572	0.040513	0.052144	0.079017	7.383478	49.434697	3.383427	107.878787	5.524468	1.726072	2.526674	1.834283
002332	2015-12-31	A	C27	0.057545	0.033518	0.061886	0.055123	0.060482	6.517767	56.000774	3.902638	93.526481	6.718934	1.422834	2.512271	1.80044
002332	2016-12-31	A	C27	0.060316	0.041479	0.06671	0.060593	0.102523	6.205225	58.982551	3.507964	104.334024	5.473812	1.213205	2.68676	1.707738
002332	2017-12-31	A	C27	0.080927	0.052562	0.099546	0.066336	0.05306	5.61015	65.060649	2.794664	130.606041	4.108324	1.190801	3.059222	1.439103
002332	2018-12-31	A	C27	0.095225	0.065301	0.135538	0.090843	0.054957	5.449102	66.983514	2.509914	145.423309	4.410908	1.339177	3.466794	1.401351
002332	2019-12-31	A	C27	0.105023	0.07854	0.153401	0.102601	0.087738	5.187892	70.356129	2.195419	166.25528	4.563132	1.329856	2.879716	1.303472
002332	2020-12-31	A	C27	0.111641	0.083553	0.138464	0.103077	0.033509	5.741311	63.748506	2.551573	143.440928	6.046774	1.21686	2.57169	1.326961
002349	2014-12-31	A	C27	0.039308	0.027475	0.035694	0.02749	0.465009	3.68831	98.961313	2.093657	174.336102	3.49736	0.664211	1.547847	0.948923
002349	2015-12-31	A	C27	0.039009	0.037263	0.043436	0.029888	0.038174	3.655138	99.859431	2.352936	155.125341	7.310744	0.688674	1.775528	0.733931
002349	2016-12-31	A	C27	0.075934	0.06888	0.076474	0.069527	0.054813	4.082106	89.659602	1.722916	212.430554	7.842261	0.917588	1.779691	0.565914
002349	2017-12-31	A	C27	0.075982	0.065947	0.076903	0.06524	0.01051	5.161132	70.720919	1.585167	230.259651	5.15265	1.053036	1.980437	0.615357
002349	2018-12-31	A	C27	0.087804	0.078319	0.097376	0.084056	0.04873	3.614151	100.991907	1.633896	223.392431	5.022073	1.094407	1.965316	0.650425
002349	2019-12-31	A	C27	-0.151011	-0.165383	-0.216577	-0.187654	0.084935	3.168862	115.183306	1.59427	228.944909	5.49802	0.996783	1.522665	0.575989
002349	2020-12-31	A	C27	0.026393	0.00916	0.012051	0.015846	0.072239	5.0201	72.906914	2.025081	180.733511	4.770831	1.015608	1.49989	0.717033
002365	2016-12-31	A	C27	0.052703	0.050065	0.053983	0.044694	0.897022	7.454459	49.09813	7.161001	51.110173	9.941209	0.958777	0.964716	0.826001
002365	2017-12-31	A	C27	0.118926	0.093196	0.105445	0.106703	1.094452	8.710157	41.9051	8.362169	43.648962	13.692038	1.378382	1.761599	1.243857
002365	2018-12-31	A	C27	0.114744	0.101969	0.121265	0.101527	0.450955	7.355998	49.619372	7.369686	49.527212	6.887554	1.349848	1.343134	0.995795
002365	2019-12-31	A	C27	0.058235	0.055727	0.065535	0.06006	0.036039	11.229325	32.50418	10.439698	34.962697	8.297103	1.798516	1.37945	1.185029
002365	2020-12-31	A	C27	0.068438	0.058286	0.068381	0.064351	0.036616	9.780213	37.422498	8.78923	41.641873	7.976329	1.314426	1.182246	1.025672
002370	2010-12-31	A	C27	0.075541	0.064348	0.088543	0.053779	0.054912	6.09091	59.925364	4.480362	81.466631	5.483687	1.013552	3.002899	1.942785
002370	2011-12-31	A	C27	0.05436	0.050433	0.059778	0.05048	0.058252	5.079001	71.864526	3.503304	104.187361	5.144303	0.698333	2.641368	1.577477
002370	2012-12-31	A	C27	-0.042797	-0.030438	-0.035491	-0.040506	0.048285	3.485237	105.014379	2.660414	137.572573	4.68713	0.575533	1.47334	1.068556
002370	2013-12-31	A	C27	0.00252	0.006766	0.007753	0.002326	0.052081	3.666009	99.563313	2.273756	160.527339	4.488897	0.629805	1.287933	1.005412
002370	2014-12-31	A	C27	0.054318	0.049162	0.055682	0.046993	0.043728	4.705656	77.566231	2.506971	145.594026	5.150887	0.762132	1.601298	1.13009
002370	2015-12-31	A	C27	0.04445	0.038831	0.07334	0.0341	0.019247	3.783744	96.4653	2.564455	142.330437	1.717206	0.688171	1.82734	0.592463
002370	2016-12-31	A	C27	0.057963	0.04397	0.066752	0.05472	0.012849	3.866568	94.657588	4.681993	78.171838	2.490728	0.738853	2.927646	0.627567
002370	2017-12-31	A	C27	0.059862	0.053179	0.063174	0.055061	0.01001	3.844645	94.937244	5.131163	71.133971	6.002829	0.701323	3.845771	0.673318
002370	2018-12-31	A	C27	0.058284	0.047769	0.065545	0.05508	0.012039	3.929529	92.88645	4.378917	83.353943	9.129367	0.790943	3.653338	0.642868
002370	2019-12-31	A	C27	-0.644903	-0.66171	-1.276905	-0.865607	-30.640225	3.442924	106.014539	2.798913	130.407769	8.284478	0.477547	1.712536	0.50014
002370	2020-12-31	A	C27	0.041323	0.012912	0.042173	0.049268	0.093545	5.400594	67.770323	2.289057	159.891169	5.638758	0.373517	1.178024	0.70162
002390	2010-12-31	A	C27	0.054063	0.0471	0.06199	0.033416	0	3.475151	105.031407	1.61528	225.967015	8.74308	0.513499	3.531711	1.795848
002390	2011-12-31	A	C27	0.038135	0.03873	0.047314	0.031655	0	3.276695	111.39273	1.203454	303.293686	4.412565	0.388615	4.158489	1.428216
002390	2012-12-31	A	C27	0.0451	0.036897	0.047512	0.037809	0.093076	3.289182	111.273867	1.050443	348.424427	4.014195	0.473227	4.824578	1.303728
002390	2013-12-31	A	C27	0.041984	0.028126	0.038547	0.037	0.08326	3.368571	108.354552	0.852016	428.395711	4.176165	0.569374	2.95692	1.38757
002390	2014-12-31	A	C27	0.078689	0.04586	0.088073	0.048974	0.549073	3.976725	91.784069	4.21958	86.5015	5.605482	1.131003	4.919146	2.124399
002390	2015-12-31	A	C27	0.057662	0.028719	0.065696	0.053168	0.092726	3.305892	110.40893	5.724485	63.761194	4.22079	1.168861	4.007618	1.826678
002390	2016-12-31	A	C27	0.047009	0.028055	0.053027	0.035342	0.148581	2.80751	130.364629	5.957298	61.437249	4.182078	1.089258	3.604004	1.31673
002390	2017-12-31	A	C27	0.044936	0.029139	0.05006	0.039533	0.038951	2.604242	140.155946	6.571105	55.546213	4.963231	1.002142	3.347014	1.114381
002390	2018-12-31	A	C27	-0.096029	-0.112514	-0.21517	-0.120667	-0.066897	2.574728	141.762547	5.900582	61.858305	5.913716	1.011479	2.927655	1.343179
002390	2020-12-31	A	C27	0.034878	0.021968	0.043179	0.034616	-11.544578	2.240851	163.330806	4.999208	73.211597	6.399014	0.953095	2.548204	1.496006
002393	2010-12-31	A	C27	0.136568	0.121497	0.140509	0.074977	-0.000392	22.688595	16.087378	1.622456	224.96758	30.82576	0.519852	5.39235	1.916388
002393	2011-12-31	A	C27	0.121856	0.119293	0.122385	0.102406	1.867748	16.160279	22.586244	1.91823	190.279581	20.767681	0.321977	5.92145	1.805359
002393	2012-12-31	A	C27	0.106196	0.097009	0.101645	0.096039	0.028561	13.878906	26.370955	2.156862	169.690968	8.0263	0.50946	5.076544	1.217118
002393	2013-12-31	A	C27	0.108075	0.096823	0.104391	0.090152	0.10471	13.258617	27.529266	1.828068	199.664345	5.368768	0.548681	4.529119	0.888889
002393	2014-12-31	A	C27	0.029702	0.028634	0.031844	0.025381	0.033154	10.897955	33.492522	1.678304	217.481457	3.209235	0.446631	3.263756	0.51187
002393	2015-12-31	A	C27	0.038945	0.034313	0.03885	0.0351	0.039713	9.322147	39.15407	1.660027	219.875942	1.891353	0.515694	3.457995	0.424254
002393	2016-12-31	A	C27	0.031632	0.033532	0.038631	0.029212	0.048858	10.968264	33.369	1.615701	226.527062	1.654255	0.591879	1.316486	0.419897
002393	2017-12-31	A	C27	0.03364	0.032595	0.038333	0.033471	0.086499	12.703583	28.732051	1.489788	245.001302	2.096508	0.590673	0.940746	0.559147
002393	2018-12-31	A	C27	0.051606	0.048683	0.058797	0.05042	0.118534	10.918928	33.42819	1.55659	234.486923	3.27674	0.68724	1.345259	0.932917
002393	2019-12-31	A	C27	0.042663	0.040944	0.04932	0.035653	0.538731	8.995184	40.577269	1.596443	228.63328	4.743898	0.688643	1.486682	0.718106
002393	2020-12-31	A	C27	0.000635	0.001674	0.001976	-0.004161	0.262627	7.18262	50.956336	1.701428	215.113422	5.25545	0.492427	1.108132	0.403026
002399	2011-12-31	A	C27	0.07115	0.07688	0.077669	0.059454	0	8.365043	43.633966	2.155135	169.36294	179.937475	0.317668	24.388979	12.607876
002399	2012-12-31	A	C27	0.060357	0.075957	0.077264	0.046311	0	5.345236	68.472187	2.177314	168.097022	40.328315	0.227852	11.981116	4.5784
002399	2013-12-31	A	C27	0.018468	0.037918	0.038903	0.010699	0.001578	5.504191	66.313106	1.854321	196.837549	18.155857	0.202759	5.1214	1.885039
002399	2014-12-31	A	C27	0.025354	0.036846	0.040844	0.017385	0.003095	6.760683	53.988628	1.785298	204.447661	16.307441	0.28112	3.702678	0.91844
002399	2015-12-31	A	C27	0.051544	0.051412	0.066265	0.03753	0.081032	5.428768	67.234408	1.985976	183.788727	14.664342	0.346276	2.999751	0.5175
002399	2016-12-31	A	C27	0.031585	0.030788	0.045744	0.024311	0.07775	4.797897	76.283422	2.66252	137.463756	18.148305	0.342971	2.648163	0.380062
002399	2017-12-31	A	C27	0.007566	0.009056	0.014984	0.01656	-0.024455	4.301	84.863985	2.815608	129.634523	19.315201	0.416167	3.19054	0.402424
002399	2018-12-31	A	C27	0.057186	0.041151	0.080229	0.057487	-0.105977	5.394484	67.661708	1.914786	190.621824	17.302106	0.815334	3.330443	0.609265
002399	2019-12-31	A	C27	0.105083	0.072357	0.153039	0.087511	0.417969	3.890745	93.812368	1.437627	253.890613	13.362269	0.797702	2.606183	0.536207
