股票代码	截止日期	报表类型编码	行业代码	资产报酬率B	总资产净利润率（ROA）B	净资产收益率B	投入资本回报率	投资收益率	应收账款周转率B	应收账款周转天数B	存货周转率B	存货周转天数B	应付账款周转率B	流动资产周转率B	固定资产周转率B	非流动资产周转率B
000004	2010-12-31	A	C27	0.11685	0.097419	0.18446	0.15226	-0.004249	23.54194	15.504245	1.41491	257.966938	4.686869	1.005933	5.161881	1.709848
000004	2011-12-31	A	C27	0.061592	0.048318	0.068701	0.061218	-0.008469	16.861982	21.646328	0.862102	423.383776	2.943861	0.712151	2.443287	0.869908
000004	2016-12-31	A	C27	0.156791	0.127625	0.232602	0.226309	0.904886	167.604472	2.183713	1.466653	249.54778	4.476773	1.248672	8.075176	3.559649
000004	2017-12-31	A	C27	0.034208	0.023925	0.032528	0.02317	0.225717	24.833489	14.697894	4.85579	75.167995	10.561173	0.991238	4.285487	1.302084
000004	2018-12-31	A	C27	-0.089053	-0.069716	-0.117646	-0.125566	0.084222	19.979281	18.268926	8.96081	40.732925	10.373881	1.641486	22.779014	4.240628
000078	2010-12-31	A	C27	0.052793	0.015118	0.069303	0.046964	0.034881	4.765488	76.592366	8.078775	45.180117	4.46058	1.641257	9.327643	3.278739
000078	2011-12-31	A	C27	0.047151	0.01378	0.066065	0.055329	-0.887327	3.910209	93.345394	7.658536	47.659239	4.046543	1.554641	12.862208	4.915825
000153	2010-12-31	A	C27	0.053513	0.032625	0.056512	0.052727	1.096914	4.897166	74.532903	5.521162	66.109272	5.40637	1.914513	2.299919	1.580657
000153	2011-12-31	A	C27	0.023038	0.007651	0.013066	0.025332	0.14679	6.808356	53.610593	7.303001	49.979454	7.820169	2.735058	3.16383	2.042222
000153	2012-12-31	A	C27	0.033005	0.01304	0.023509	0.034407	0.14679	6.600974	55.446363	6.670422	54.869092	7.553613	2.792788	3.297592	2.088371
000153	2013-12-31	A	C27	0.036684	0.015846	0.029725	0.030503	0.147075	5.319984	68.609229	5.466537	66.769876	6.070261	1.983078	2.650372	1.620177
000153	2014-12-31	A	C27	0.040055	0.019143	0.036277	0.040154	0.108549	4.702551	77.617446	5.357839	68.124481	5.203419	1.817606	2.73333	1.400463
000153	2015-12-31	A	C27	0.031896	0.013854	0.026997	0.033709	0.064258	3.891619	93.791299	4.338057	84.139051	4.142567	1.642887	2.567764	1.172759
000153	2016-12-31	A	C27	0.038979	0.018953	0.038872	0.039719	0.049178	4.308979	84.938915	5.469268	66.919376	4.72057	1.895793	2.803766	1.518659
000153	2017-12-31	A	C27	0.048689	0.024856	0.055071	0.048878	0.050178	4.362384	83.669847	5.288423	69.018685	4.874398	1.926678	3.136382	1.997083
000153	2018-12-31	A	C27	0.043057	0.021022	0.048329	0.04457	0.012949	4.753653	76.783055	4.262146	85.637611	4.481158	1.954144	3.86599	2.239106
000153	2019-12-31	A	C27	0.048176	0.024548	0.06156	0.047234	0.329171	4.924507	74.119095	4.225749	86.37522	4.367771	1.946325	4.387147	1.998651
000153	2020-12-31	A	C27	0.049693	0.028377	0.073581	0.058449	2.661394	4.905514	74.609919	4.280181	85.510402	4.895281	1.910101	4.770006	1.786385
000403	2010-12-31	A	C27	0.045076	-0.010021	-0.053005	0.034753	0	27.244796	13.397054	1.364691	267.459813	3.517192	1.91829	0.960695	0.678574
000423	2010-12-31	A	C27	0.202052	0.176485	0.224822	0.199121	0.094322	19.495621	18.722153	5.58083	65.402458	6.278472	0.994091	6.548405	2.774633
000423	2011-12-31	A	C27	0.259412	0.222457	0.276603	0.23969	0.360879	29.813523	12.242766	3.69772	98.709475	6.109528	0.954275	6.33715	2.702119
000423	2012-12-31	A	C27	0.256092	0.220595	0.270619	0.234937	0.976361	38.312045	9.553131	2.262259	161.785189	5.69287	0.820439	6.15191	2.907565
000423	2013-12-31	A	C27	0.245776	0.215776	0.259639	0.226186	0.376566	28.323248	12.88694	3.081526	118.447808	11.300222	0.973428	6.902406	2.630617
000423	2014-12-31	A	C27	0.234079	0.204213	0.246992	0.218236	0.701188	27.044449	13.4963	1.370881	266.25214	8.530192	0.85029	4.07543	1.999554
000423	2015-12-31	A	C27	0.237695	0.203848	0.249845	0.223995	1.054157	25.693286	14.206046	1.209333	301.819267	9.565662	0.919024	4.052915	2.589364
000423	2016-12-31	A	C27	0.234897	0.199923	0.23985	0.216531	0.858264	18.206217	20.103023	0.880878	415.494541	7.903028	0.901427	4.542937	2.781208
000423	2017-12-31	A	C27	0.216785	0.183108	0.223906	0.206285	0.758545	16.548148	22.056849	0.778409	468.905164	4.333183	0.856096	4.714416	2.889741
000423	2018-12-31	A	C27	0.187421	0.159004	0.196845	0.180126	0.668774	10.431121	34.991445	0.715748	509.956018	4.805328	0.719145	4.261885	2.514186
000423	2019-12-31	A	C27	-0.036645	-0.0349	-0.041718	-0.039245	0.080568	2.732769	133.564161	0.449673	811.700947	6.229888	0.312053	1.521008	0.901839
000423	2020-12-31	A	C27	0.013429	0.003617	0.004137	0.002766	0.010387	3.482861	105.08602	0.510779	716.55256	6.28366	0.426539	1.548106	1.022934
000513	2010-12-31	A	C27	0.157151	0.133353	0.186033	0.149957	-0.011183	6.720964	54.307686	3.258832	112.003319	7.413336	1.364285	3.35625	1.95528
000513	2011-12-31	A	C27	0.107062	0.093842	0.137255	0.110114	-0.008631	6.320081	57.752424	3.19661	114.183463	7.503301	1.249246	3.339034	1.976092
000513	2012-12-31	A	C27	0.106127	0.092847	0.153502	0.112342	0.021669	5.902741	62.005092	3.233401	113.193507	6.040104	1.340909	3.556166	1.81112
000513	2013-12-31	A	C27	0.100635	0.085901	0.154463	0.099716	0.031276	5.054997	72.20578	2.852532	127.956496	4.532389	1.551298	2.975765	1.479124
000513	2014-12-31	A	C27	0.097004	0.079838	0.144042	0.107089	0.04431	5.215057	69.989647	2.878072	126.821011	4.142031	1.803998	2.253534	1.435958
000513	2015-12-31	A	C27	0.108598	0.085768	0.148345	0.116956	0.026562	5.685324	64.200387	2.812424	129.781285	4.168883	1.963448	2.112705	1.53317
000513	2016-12-31	A	C27	0.108613	0.089206	0.1393	0.110745	0.005485	5.625353	65.062584	2.638153	138.733424	4.488132	1.602689	2.296195	1.689482
000513	2017-12-31	A	C27	0.430311	0.33963	0.489409	0.366179	14.573314	6.047889	60.351637	2.800484	130.334614	5.660226	0.985063	2.561008	1.873633
000513	2018-12-31	A	C27	0.06988	0.070899	0.102832	0.065079	-0.208026	6.471221	56.403575	3.027224	120.572511	5.904527	0.74361	2.71018	1.864692
000513	2019-12-31	A	C27	0.085094	0.082543	0.121671	0.084066	-0.103862	6.576185	55.503305	2.967571	122.996215	5.732043	0.740558	2.942985	1.864099
000513	2020-12-31	A	C27	0.123721	0.110525	0.164484	0.119378	0.544552	6.543384	55.934361	2.765671	132.336782	5.859702	0.765105	3.255493	1.90127
000518	2010-12-31	A	C27	0.009609	0.010844	0.011679	0.009923	0.007643	2.556988	142.746075	0.947296	385.307232	8.061156	0.544396	0.804639	0.439025
000518	2018-12-31	A	C27	-0.029664	-0.031996	-0.045082	-0.037827	0.122782	3.269129	111.650534	0.168909	2160.92689	2.472052	0.515942	5.050338	2.438955
000518	2019-12-31	A	C27	0.033717	0.019	0.026853	0.030524	-0.012649	3.258409	112.017859	0.188023	1941.251868	1.72657	0.550115	5.090411	2.591803
000518	2020-12-31	A	C27	0.043001	0.031798	0.041114	0.040766	-0.018983	3.871023	94.54865	0.423491	864.245049	3.520065	0.709442	6.619428	3.211405
000522	2010-12-31	A	C27	0.103092	0.073016	0.205393	0.112983	0.15589	16.269847	22.434138	3.593413	101.574742	8.21966	2.21734	5.00941	2.204907
000522	2011-12-31	A	C27	0.122382	0.090353	0.217854	0.136029	0.199721	17.11636	21.324627	3.497234	104.368195	9.025805	2.41833	5.874372	2.482506
000522	2012-12-31	A	C27	0.146048	0.112421	0.23794	0.162751	0.175656	19.358222	18.906695	3.665205	99.857989	8.122946	2.473485	6.60491	2.727209
000534	2019-12-31	A	C27	0.035844	0.019871	0.038501	0.041138	3.605148	5.192883	70.288508	0.149092	2448.152818	0.471256	0.411018	1.721026	0.428729
000534	2020-12-31	A	C27	0.053364	0.032874	0.070984	0.047564	2.400851	4.799487	76.25815	1.933049	189.338191	0.480958	0.753898	1.221081	0.406001
000538	2010-12-31	A	C27	0.150336	0.135843	0.230306	0.182973	0.227377	28.944038	12.610542	3.20011	114.058579	6.212831	1.77139	40.77604	8.905833
000538	2011-12-31	A	C27	0.165948	0.144811	0.242914	0.190149	0.548532	25.884105	14.101318	2.529042	144.323424	5.149945	1.646207	17.817881	7.590948
000538	2012-12-31	A	C27	0.18539	0.160215	0.251541	0.205204	0.022332	31.302733	11.69227	2.426069	150.861332	5.679593	1.690835	11.980898	7.677459
000538	2013-12-31	A	C27	0.228766	0.196027	0.28754	0.236704	11.306379	31.136053	11.722745	2.434015	149.957991	6.160666	1.598953	12.243583	8.102554
000538	2014-12-31	A	C27	0.200212	0.170919	0.245753	0.191763	0.211486	34.479159	10.586105	2.697802	135.295326	6.778518	1.507672	12.877971	8.824557
000538	2015-12-31	A	C27	0.181209	0.154668	0.222019	0.179943	0.055186	25.71987	14.191363	2.715965	134.390539	6.372046	1.339328	12.597605	8.892214
000538	2016-12-31	A	C27	0.158951	0.133594	0.199575	0.158591	0.091145	21.655197	16.901255	2.506245	146.035204	5.548527	1.150111	13.095948	9.135465
000538	2017-12-31	A	C27	0.141306	0.119816	0.18434	0.151439	0.040279	21.65296	16.856818	2.147647	169.953442	4.935942	1.030908	13.785002	9.501733
000538	2018-12-31	A	C27	0.137378	0.113283	0.172847	0.147669	0.038173	17.302615	21.095077	1.988438	183.561167	4.752672	1.019649	15.435319	9.382723
000538	2019-12-31	A	C27	0.090021	0.080556	0.106857	0.098574	0.160908	15.244431	23.94317	1.86072	196.160626	4.77526	0.632844	15.593009	6.019533
000538	2020-12-31	A	C27	0.125274	0.105095	0.144185	0.119585	0.033932	11.710298	31.254542	2.080808	175.893211	5.127302	0.696935	12.826565	5.999454
000566	2010-12-31	A	C27	0.068564	0.039075	0.080198	0.061092	0.008384	4.803565	75.985232	1.67963	217.309765	5.630795	1.169726	2.608723	1.401783
000566	2011-12-31	A	C27	0.09325	0.069915	0.118994	0.074713	1.290394	4.55018	80.216607	1.660446	219.820458	4.538412	0.710385	2.607255	1.324969
000566	2012-12-31	A	C27	0.042848	0.0331	0.056084	0.037844	-0.000908	5.231352	69.962794	1.741033	210.220025	3.753268	0.607615	3.029087	1.148139
000566	2013-12-31	A	C27	0.057937	0.032654	0.066102	0.060876	0.059676	5.568437	65.548016	1.851679	197.118399	2.998094	0.609476	2.451424	0.704524
000566	2014-12-31	A	C27	0.07867	0.047755	0.102837	0.08897	0.053901	6.610634	55.214069	2.710423	134.665327	3.684813	0.735692	2.448987	0.768932
000566	2015-12-31	A	C27	0.076389	0.046214	0.092703	0.073783	0.039564	5.588523	65.312427	2.958736	123.36349	4.271748	0.730437	2.174921	0.810835
000566	2016-12-31	A	C27	0.039826	0.021993	0.03902	0.029832	0.01696	3.433268	106.60397	1.997193	183.257201	2.712437	0.334231	1.575147	0.552722
000566	2017-12-31	A	C27	0.024236	0.008058	0.015168	0.023461	0.026664	3.322523	109.856275	2.179193	167.493196	3.170365	0.296076	1.709547	0.466036
000566	2018-12-31	A	C27	0.032944	0.009798	0.020663	0.032203	0.067656	3.713805	98.281951	2.391023	152.654324	2.752642	0.44487	1.995097	0.505918
000566	2019-12-31	A	C27	0.008712	-0.018438	-0.041169	0.002094	0.228837	3.711084	98.354012	2.56017	142.568658	1.925734	0.433374	1.817805	0.497595
000566	2020-12-31	A	C27	-0.052085	-0.062173	-0.152184	-0.053177	-0.002402	3.412874	107.240994	3.162919	115.715894	1.944566	0.393119	1.348308	0.446219
000590	2010-12-31	A	C27	0.118584	0.086912	0.184874	0.159271	0.191579	5.920418	61.651052	1.790085	203.900932	1.833278	1.418831	2.432352	0.965095
000590	2011-12-31	A	C27	0.159003	0.123182	0.225359	0.181292	0.338436	8.59293	42.47678	1.728327	211.186888	1.981458	1.477965	2.28891	0.972643
000590	2012-12-31	A	C27	0.286143	0.210653	0.327684	0.287326	48.686679	10.863588	33.690527	2.254107	162.370287	2.272671	1.171787	2.185722	1.059246
000590	2013-12-31	A	C27	-0.268544	-0.261743	-0.439653	-0.599004	0	8.888994	41.062014	1.863374	195.881235	1.479193	0.762974	1.788315	0.87444
000590	2014-12-31	A	C27	-0.150211	-0.150556	-0.378163	-0.24102	5.038102	10.564296	34.550338	1.848438	197.464021	1.483521	0.759057	1.554291	0.672382
000590	2017-12-31	A	C27	0.024372	0.013169	0.023383	0.008698	2.493322	35.754487	10.208509	2.317229	157.515722	3.505443	0.851755	2.260325	0.984701
000591	2010-12-31	A	C27	0.018505	0.008436	0.038275	0.022	0.053614	16.242643	22.471712	6.858349	53.219806	8.462045	2.631003	11.753322	7.795632
000597	2010-12-31	A	C27	0.034862	0.009803	0.027749	0.036901	0.002844	7.7428	47.140569	5.19932	70.201488	6.605464	1.491822	3.315928	1.852714
000597	2011-12-31	A	C27	-0.046571	-0.066779	-0.200483	-0.053692	0.010043	7.311954	49.918257	3.773554	96.725792	5.542214	1.39241	2.614427	1.316045
000597	2012-12-31	A	C27	0.030058	0.000915	0.003103	0.028118	-0.315335	7.498338	48.810816	3.388402	108.015519	4.82811	1.457574	2.705854	1.177873
000597	2013-12-31	A	C27	-0.00015	-0.024388	-0.098645	-0.001159	0	7.115414	51.297085	2.802857	130.224268	4.08153	1.217269	2.64699	1.076898
000597	2014-12-31	A	C27	0.031843	0.010395	0.038448	0.032252	0.815779	6.749744	54.076125	2.900437	125.843106	4.164058	1.105122	2.638646	1.046037
000597	2015-12-31	A	C27	-0.032508	-0.045426	-0.151932	-0.035718	1.497693	5.306623	68.781973	3.062732	119.174645	3.589995	0.954458	1.50469	0.830798
000597	2016-12-31	A	C27	0.017466	0.002851	0.010898	0.017969	1.765006	5.313356	68.883019	3.372714	108.517947	3.755112	1.077276	1.456141	1.008832
000597	2017-12-31	A	C27	0.026001	0.009033	0.036956	0.029032	8.41222	4.548156	80.252304	2.806808	130.040958	3.602812	1.069931	1.776772	1.161718
000597	2018-12-31	A	C27	0.031237	0.01805	0.065583	0.036653	0.148259	4.572737	79.820904	3.336131	109.408174	3.562237	1.337607	2.468074	1.339564
000605	2010-12-31	A	C27	-0.051001	-0.051094	-0.110129	-0.108831	0	5.067929	72.02153	2.323641	157.081064	3.030441	1.300319	0.74646	0.317097
000605	2011-12-31	A	C27	-0.013906	-0.013976	-0.032153	-0.030354	0	6.483942	56.292916	1.899625	192.143186	3.005398	1.246154	0.961464	0.385014
000606	2010-12-31	A	C27	0.019224	0.0045	0.007653	0.0186	0.002416	5.101812	71.543209	4.588359	79.549137	4.338495	1.80207	1.932577	1.313898
000606	2011-12-31	A	C27	0.003645	-0.014942	-0.024878	0.000269	0.078073	4.19152	87.080582	3.247103	112.407891	3.40123	1.469174	1.276205	0.73334
000606	2012-12-31	A	C27	0.02706	0.001545	0.002306	0.019691	0.039967	4.19117	87.326451	2.247489	162.848405	3.752143	0.684348	0.729308	0.36379
000606	2013-12-31	A	C27	0.035538	0.015611	0.022412	0.035842	0.320791	8.524947	42.815515	1.982992	184.065291	4.54736	0.641541	0.792011	0.420314
000606	2014-12-31	A	C27	-0.076986	-0.091158	-0.136875	-0.088425	0.003579	6.241473	58.479785	2.198863	165.99488	4.024561	0.674495	0.691506	0.417531
000606	2015-12-31	A	C27	-0.1057	-0.127221	-0.189821	-0.151477	0.440371	4.621393	78.980515	2.841875	128.436332	3.24661	0.672621	0.563562	0.349315
000606	2016-12-31	A	C27	0.023355	0.019877	0.023194	0.015643	0.092075	7.43858	49.202939	3.349757	109.261657	3.037114	0.515821	0.91677	0.323501
000606	2017-12-31	A	C27	0.029301	0.022272	0.026864	0.021744	0.317547	10.540437	34.628545	6.56512	55.596851	4.240841	0.405151	2.090858	0.233406
000623	2010-12-31	A	C27	0.169778	0.166697	0.181841	0.171035	0.21668	7.337312	49.745738	2.055229	177.595781	5.472733	0.648288	1.528486	0.191528
000623	2011-12-31	A	C27	0.271136	0.220586	0.242702	0.204558	0.327961	7.941746	45.959667	1.925576	189.553671	5.654857	0.630777	1.568284	0.159639
000623	2012-12-31	A	C27	0.063179	0.061768	0.068958	0.060734	0.065949	10.287236	35.57807	2.113538	173.169349	4.987205	0.752459	1.559041	0.168075
000623	2013-12-31	A	C27	0.101629	0.092094	0.104091	0.091368	0.12039	10.532143	34.655815	2.195779	166.228022	4.233202	0.849052	1.648615	0.21203
000623	2014-12-31	A	C27	0.11216	0.109584	0.119346	0.105907	0.12199	9.355595	39.014087	1.829675	199.48898	3.894915	0.813316	1.537483	0.21997
000623	2015-12-31	A	C27	0.158494	0.154854	0.172064	0.136803	0.156886	7.613296	47.942442	1.64506	221.876406	3.694816	0.768879	1.366773	0.169613
000623	2016-12-31	A	C27	0.087111	0.082432	0.090837	0.085888	0.088174	6.870839	53.268604	1.664434	219.894571	3.982192	0.855705	1.394481	0.162039
000623	2017-12-31	A	C27	0.090061	0.087458	0.093637	0.086708	0.08971	5.74938	63.485106	1.788027	204.13562	4.768432	0.942956	1.411972	0.165923
000623	2018-12-31	A	C27	0.044453	0.039779	0.044286	0.041098	0.04418	4.990445	73.13977	1.822083	200.320183	4.768981	0.748989	1.599509	0.176747
000623	2019-12-31	A	C27	0.060028	0.055228	0.063787	0.057441	0.073509	4.609048	79.192059	1.762765	207.061066	4.422357	0.50836	1.467952	0.161235
000623	2020-12-31	A	C27	0.066505	0.063642	0.073581	0.066133	0.096183	3.948903	92.683968	1.672705	218.807261	3.840535	0.359356	1.061768	0.110857
000650	2010-12-31	A	C27	0.221291	0.174231	0.247786	0.217462	-0.149619	20.489195	17.814267	7.355013	49.626017	5.883947	1.559889	9.891415	3.26063
000650	2011-12-31	A	C27	0.251764	0.198517	0.29775	0.246011	0.06195	21.911646	16.657808	8.948939	40.786958	8.368523	2.044513	14.923437	4.792444
000650	2012-12-31	A	C27	0.175172	0.141795	0.185711	0.157255	0.496922	18.038233	20.290236	6.147091	59.540358	8.253445	1.791934	7.336421	2.667733
000650	2013-12-31	A	C27	0.123921	0.097659	0.118328	0.109093	1.238919	11.869657	30.750678	4.41651	82.644441	6.631009	1.505016	5.520172	1.770681
000650	2014-12-31	A	C27	0.170237	0.131492	0.157943	0.147053	2.006538	14.879661	24.530129	4.40572	82.846845	7.348892	1.674091	5.365835	2.017239
000650	2015-12-31	A	C27	0.19688	0.15142	0.182909	0.164134	2.681771	12.342903	29.571649	4.161295	87.71308	6.821387	1.586415	4.611582	1.962891
000650	2016-12-31	A	C27	0.159003	0.122712	0.148412	0.133629	2.847969	13.739086	26.639327	5.474165	66.859512	9.694422	1.896582	5.711163	2.188674
000650	2017-12-31	A	C27	0.138377	0.109845	0.132142	0.122341	1.839991	13.803381	26.442797	5.142372	70.978918	10.053605	1.751597	5.744374	2.109985
000650	2018-12-31	A	C27	0.164786	0.132988	0.15813	0.14075	1.521334	13.274785	27.495737	5.077346	71.887951	11.313105	1.664907	6.803086	2.520306
000650	2019-12-31	A	C27	0.164022	0.129007	0.149826	0.133635	-0.011251	12.988165	28.102507	5.005031	72.926621	14.850585	1.471846	7.776247	2.713953
000650	2020-12-31	A	C27	0.148603	0.116508	0.132027	0.114228	0.145421	12.960477	28.239701	5.039844	72.621295	16.971945	1.148057	7.727995	1.985381
000661	2010-12-31	A	C27	0.111257	0.076434	0.169369	0.132344	0.163142	7.601875	48.01447	0.734967	496.620937	3.437073	1.112185	3.340836	1.918126
000661	2011-12-31	A	C27	0.116258	0.086306	0.188389	0.145881	-0.02466	7.718881	47.286647	0.609187	599.159207	2.518187	1.083442	3.468592	1.810133
000661	2012-12-31	A	C27	0.219844	0.183689	0.356993	0.262608	0.00397	8.754795	41.805662	0.797109	459.159287	3.360325	1.358448	3.534295	1.978898
000661	2013-12-31	A	C27	0.204042	0.164487	0.279972	0.223216	-0.0084	8.044541	45.372384	0.877187	416.102838	4.081571	1.3607	3.139862	1.943928
000661	2014-12-31	A	C27	0.175345	0.149117	0.237069	0.194706	0.01467	7.496085	48.692084	0.9046	403.493257	4.545275	1.273424	3.193384	1.881488
000661	2015-12-31	A	C27	0.183027	0.154653	0.240412	0.194224	-0.010071	7.220096	50.553344	0.751873	485.454325	4.126072	1.160838	3.407017	1.700365
000661	2016-12-31	A	C27	0.159377	0.135127	0.196618	0.140206	0.154441	7.283575	50.250049	0.880174	415.826871	5.497762	0.867923	4.030268	1.733797
000661	2017-12-31	A	C27	0.163684	0.136867	0.192236	0.168865	0.238387	8.339223	43.769066	0.588693	620.017564	4.288407	0.848248	4.431412	2.11313
000661	2018-12-31	A	C27	0.202942	0.174514	0.253821	0.211854	0.280657	8.565713	42.611748	0.436015	837.127163	3.827999	0.911528	4.66038	2.162493
000661	2019-12-31	A	C27	0.250313	0.212265	0.31046	0.229487	0.072135	9.146958	39.903977	0.609353	598.995984	4.479766	0.965357	5.45268	2.150469
000661	2020-12-31	A	C27	0.260317	0.223747	0.313065	0.230996	-0.040981	7.624977	48.000145	0.479357	763.522802	3.71507	0.865325	4.897737	1.760545
000739	2010-12-31	A	C27	0.036147	0.011136	0.024963	0.038479	0.182121	9.109342	40.068756	5.010708	72.843997	5.266696	1.95052	2.18596	1.49505
000739	2011-12-31	A	C27	0.022457	0.001654	0.004	0.026317	0	7.803538	46.773656	4.407797	82.807806	4.672558	1.835237	1.999188	1.373693
000739	2012-12-31	A	C27	0.0675	0.034795	0.103617	0.066566	0.06182	6.540556	55.958545	5.576197	65.636132	5.45499	1.828544	2.52105	1.772157
000739	2013-12-31	A	C27	0.055784	0.036715	0.099886	0.052695	-0.036025	6.334045	57.625104	5.35589	68.149271	5.417909	1.730162	2.668193	1.787791
000739	2014-12-31	A	C27	0.091647	0.067198	0.156933	0.097662	37.640871	6.203174	58.840845	5.144095	70.955144	5.006395	1.793685	2.607613	1.691601
000739	2015-12-31	A	C27	0.052605	0.039827	0.088182	0.05403	-0.537494	6.125817	59.583889	4.818205	75.754353	4.724069	1.807095	2.313466	1.533996
000739	2016-12-31	A	C27	0.063317	0.047739	0.104463	0.062409	0.528541	5.921835	61.805167	4.865529	75.223064	4.537819	1.868678	2.322553	1.615954
000739	2017-12-31	A	C27	0.076879	0.045374	0.090565	0.076247	0.01626	5.503927	66.316287	5.405834	67.519646	5.209311	2.014421	2.594646	1.91504
000739	2018-12-31	A	C27	0.081217	0.064774	0.115906	0.083201	0.133497	6.020706	60.624119	5.331775	68.457502	5.971193	2.145214	3.116356	2.319905
000739	2019-12-31	A	C27	0.105356	0.090172	0.155597	0.114744	-0.035376	7.036339	51.873567	5.147635	70.906348	5.194519	2.050389	3.725838	2.751738
000739	2020-12-31	A	C27	0.14663	0.116531	0.200212	0.157414	0.260624	7.471846	48.983879	5.460335	67.028854	4.867435	1.775627	4.234689	3.064826
000750	2010-12-31	A	C27	-0.034039	-0.042559	-0.082498	-0.059468	0.092748	13.155227	27.745625	3.963481	92.090766	2.101263	1.636634	0.547044	0.368175
000756	2010-12-31	A	C27	0.054729	0.038304	0.060727	0.052615	0.044617	16.757136	21.781765	5.722173	63.786956	11.210216	2.355001	2.658209	1.662154
000756	2011-12-31	A	C27	0.045434	0.027724	0.045966	0.044602	0.056562	13.99909	26.073123	5.795439	62.980561	10.326909	2.55377	2.840222	1.706272
000756	2012-12-31	A	C27	0.028718	0.007919	0.014893	0.026839	0.031687	11.4602	31.936615	5.358081	68.308038	9.434378	2.338941	2.390466	1.452515
000756	2013-12-31	A	C27	0.036658	0.010246	0.021439	0.036532	0.046309	11.461452	31.845878	5.199923	70.193347	10.32336	2.269912	2.240564	1.353145
000756	2014-12-31	A	C27	0.03963	0.016557	0.036011	0.038949	0.035891	11.647945	31.336	4.963135	73.542227	9.213374	2.401454	2.094611	1.363611
000756	2015-12-31	A	C27	0.042421	0.021519	0.04826	0.041731	0.026429	11.486652	31.776013	4.862626	75.062322	7.441491	2.310312	1.777907	1.279314
000756	2016-12-31	A	C27	0.04597	0.028877	0.065486	0.046674	0.041444	12.208351	29.979479	5.44978	67.158674	7.40526	2.388389	1.915801	1.371971
000756	2017-12-31	A	C27	0.069609	0.044266	0.094982	0.071115	0.023347	13.767239	26.512215	5.103514	71.519349	6.743519	2.427427	2.113159	1.439076
000756	2018-12-31	A	C27	0.064257	0.049024	0.10204	0.063988	0.3634	15.905513	22.948018	4.38416	83.254261	7.352309	2.389394	2.177176	1.524853
000756	2019-12-31	A	C27	0.069414	0.052164	0.109058	0.071429	0.084886	17.177021	21.249319	3.555713	102.651704	8.296455	2.331214	2.055057	1.479356
000756	2020-12-31	A	C27	0.073228	0.051314	0.106774	0.076592	0.097077	17.42728	21.001556	3.717547	98.452017	9.446411	2.348107	2.027455	1.42757
000766	2010-12-31	A	C27	0.012505	0.013566	0.020374	0.019782	0.035927	1.184374	308.17968	0.23728	1538.267026	2.550748	0.321372	1.346554	0.473422
000766	2011-12-31	A	C27	0.018417	0.012614	0.018689	0.018145	0.150318	1.31524	277.515891	0.273476	1334.669221	3.162229	0.349234	1.538421	0.488372
000766	2012-12-31	A	C27	0.005769	0.004346	0.006288	0.006165	0.204562	0.946896	386.526081	0.200418	1826.183277	2.207943	0.248385	1.15963	0.34181
000766	2013-12-31	A	C27	0.007865	0.004088	0.006629	0.010005	0.184497	1.300839	280.588143	0.249551	1462.626878	2.181091	0.287131	1.350104	0.303917
000766	2014-12-31	A	C27	0.011231	0.004318	0.008106	0.011103	0.147891	3.136013	116.389824	0.270019	1351.756728	1.954049	0.424227	1.734035	0.29562
000766	2015-12-31	A	C27	0.002302	0.002523	0.004724	0.002929	0.045664	2.383111	153.161141	0.286447	1274.232231	1.585244	0.327287	0.465479	0.09332
000766	2016-12-31	A	C27	0.055745	0.044807	0.066144	0.046167	0.067692	4.538308	80.646796	0.657966	556.259746	3.021924	0.808585	1.107179	0.231109
000766	2017-12-31	A	C27	0.059369	0.046615	0.059928	0.052536	0.074927	4.535049	80.484246	0.764139	477.661787	3.405151	0.983786	1.88469	0.383353
000766	2018-12-31	A	C27	0.076344	0.056162	0.071833	0.066091	0.043674	3.969576	91.949367	0.798068	457.354511	2.54052	1.222693	2.528756	0.504845
000766	2019-12-31	A	C27	-0.369406	-0.382032	-0.551122	-0.477015	0.251579	2.873639	127.01665	0.800318	456.068713	1.949744	1.167704	2.533801	0.54106
000766	2020-12-31	A	C27	-0.052711	-0.074554	-0.145097	-0.057642	0.017262	1.893821	193.260081	0.531175	689.038452	1.242002	0.691314	1.485259	0.344284
000788	2010-12-31	A	C27	0.192864	0.1633	0.377038	0.191215	0.083483	9.025155	40.442519	3.673842	99.351034	5.421683	1.4708	2.771909	1.699919
000788	2011-12-31	A	C27	0.062871	0.043904	0.114271	0.068958	0.283852	4.348461	83.937743	4.634685	78.754004	3.699989	1.289742	5.063161	1.775181
000788	2012-12-31	A	C27	0.035366	0.023488	0.070076	0.033698	0.427309	3.661305	99.964357	4.528283	80.825337	2.825328	1.272698	5.064156	1.171556
000788	2013-12-31	A	C27	0.032055	0.01904	0.065766	0.032499	3.569409	3.682195	99.125657	4.430435	82.384687	3.264179	1.223194	2.526037	1.13493
000788	2014-12-31	A	C27	0.015042	-0.008588	-0.032853	0.015715	0.060666	3.290889	110.912279	3.360496	108.614919	3.061181	1.059818	1.400048	0.992631
000788	2015-12-31	A	C27	0.027384	0.003031	0.010358	0.032531	6.645524	2.797688	130.46487	4.375209	83.424586	3.334072	0.791648	2.075634	1.514048
000788	2016-12-31	A	C27	0.018453	0.004324	0.009845	0.016822	-0.427671	2.655039	137.851082	7.515643	48.698428	4.489575	0.886564	13.433551	8.358922
