Stkcd	Accper	Typrep	Indcd	F050102B	F050202B	F050302B	F050402B	F050502B	F051201B	F053201B	F053301B	F051301B	F051401B	F051501B	F051701B	F051801B	F051901B	F053202B	F053401B	Indnme
股票代码	截止日期	报表类型编码	行业代码	资产报酬率B	总资产净利润率（ROA）B	流动资产净利润率B	固定资产净利润率B	净资产收益率B	投入资本回报率	长期资本收益率	营业毛利率	营业成本率	营业利润率	营业净利率	销售费用率	管理费用率	财务费用率	投资收益率	研发费用率	行业名称
002254	2019-12-31	A	C28	0.060848	0.05298	0.104964	0.143523	0.082846	0.056601	0.080544	0.181482	0.818518	0.096623	0.084411	0.034277	0.032131	-0.000515	0.126689	0.026229	化学纤维制造业
002254	2020-12-31	A	C28	0.065155	0.053723	0.103943	0.17396	0.084659	0.056342	0.081189	0.232397	0.767603	0.133451	0.117681	0.021132	0.042532	0.009662	0.421566	0.047727	化学纤维制造业
002255	2016-12-31	A	C34	0.029639	0.022543	0.038007	0.136442	0.034614	0.030688	0.043133	0.272976	0.727024	0.083258	0.07778	0.01822	0.123567	-0.00012	0.073035		通用设备制造业
002255	2017-12-31	A	C34	0.024791	0.019688	0.031285	0.158661	0.03479	0.024935	0.041894	0.24163	0.75837	0.11111	0.087217	0.023285	0.116577	-0.00048	1.472304		通用设备制造业
002255	2018-12-31	A	C34	0.003966	-0.020337	-0.029416	-0.157424	-0.039087	-0.019668	0.007168	0.252697	0.747303	-0.011542	-0.074376	0.017679	0.055308	0.017676	0.025138	0.029315	通用设备制造业
002255	2019-12-31	A	C34	-0.359727	-0.335844	-0.502295	-1.612687	-0.724206	-0.677773	-0.702841	0.136719	0.863281	-1.116437	-1.018246	0.015867	0.057509	0.02737	0.018437	0.027349	通用设备制造业
002255	2020-12-31	A	C34	0.182782	0.159835	0.272294	0.563973	0.339577	0.244926	0.356016	0.29342	0.70658	0.437171	0.392299	0.016769	0.041527	0.014528	2.216814	0.026934	通用设备制造业
002256	2016-12-31	A	C26	0.058827	0.044885	0.125216	0.152384	0.08233	0.048318	0.095309	0.353237	0.646763	0.168122	0.183885	0.078493	0.093109	0.040603	0.20446		化学原料及化学制品制造业
002256	2017-12-31	A	C26	0.047353	0.038732	0.109367	0.098707	0.061292	0.046326	0.069683	0.350729	0.649271	0.207209	0.21539	0.055615	0.093709	0.045399	0.010876		化学原料及化学制品制造业
002256	2018-12-31	A	C26	-0.026888	-0.064047	-0.245748	-0.14986	-0.104496	-0.037374	-0.039251	0.371964	0.628036	-0.359924	-0.367689	0.047044	0.097402	0.212378	-0.000269	0.022387	化学原料及化学制品制造业
002256	2019-12-31	A	C26	-0.053359	-0.106687	-0.544484	-0.215263	-0.17278	-0.065667	-0.066898	0.379021	0.620979	-0.694689	-0.71771	0.04868	0.117721	0.338771	-0.038109	0.025448	化学原料及化学制品制造业
002258	2016-12-31	A	C26	0.089732	0.078799	0.209502	0.179094	0.116188	0.081002	0.117402	0.242245	0.757755	0.123231	0.112757	0.035981	0.077242	-0.001945	0.042041		化学原料及化学制品制造业
002258	2017-12-31	A	C26	0.142334	0.114966	0.295339	0.281195	0.172607	0.123338	0.189587	0.287388	0.712612	0.170207	0.142256	0.02893	0.081482	0.010273	0.244714		化学原料及化学制品制造业
002258	2018-12-31	A	C26	0.137099	0.117509	0.293867	0.305286	0.201291	0.120238	0.189204	0.330667	0.669333	0.190521	0.161771	0.028975	0.060872	0.004047	-91.455181	0.041088	化学原料及化学制品制造业
002258	2019-12-31	A	C26	0.073229	0.054602	0.14077	0.162944	0.100149	0.069985	0.101703	0.258631	0.741369	0.103765	0.092839	0.03202	0.050674	0.018827	-30.523794	0.053129	化学原料及化学制品制造业
002258	2020-12-31	A	C26	0.112431	0.083558	0.208546	0.233759	0.153383	0.107059	0.160042	0.289549	0.710451	0.155571	0.134952	0.025054	0.045947	0.025962	0.425021	0.037855	化学原料及化学制品制造业
002258	2021-12-31	A	C26	0.152572	0.124378	0.282763	0.322825	0.220744	0.145098	0.211392	0.320047	0.679953	0.210671	0.179027	0.012328	0.046205	0.015112	0.045543	0.038048	化学原料及化学制品制造业
002260	2016-12-31	A	C38	0.018845	0.005663	0.011757	0.044176	0.015581	0.019093	0.047494	0.250939	0.749061	0.005074	0.00732	0.048978	0.196003	0.010974	1.431628		电气机械及器材制造业
002260	2017-12-31	A	C38	-0.580773	-0.630535	-1.29632	-5.266705	-5.776604	-1.400261	-4.05124	0.231073	0.768927	-0.688921	-0.677796	0.046081	0.235165	0.061432	3.144862		电气机械及器材制造业
002260	2018-12-31	A	C38	-0.202733	-0.342606	-0.611621	-2.179927		-3.551731		0.187391	0.812609	-0.200139	-0.240082	0.037004	0.119398	0.063061	-0.401225	0.038425	电气机械及器材制造业
002260	2019-12-31	A	C38	0.052599	0.061557	0.131842	0.378103		0.130833		0.218785	0.781215	0.015887	0.062675	0.033389	0.096888	0.02082	-0.733948	0.039945	电气机械及器材制造业
002260	2020-12-31	A	C38	0.042693	0.028081	0.051613	0.242538	0.051116	0.042738	0.077349	0.122924	0.877076	0.03853	0.041856	0.029289	0.14103	0.025614	14.468186	0.036924	电气机械及器材制造业
002262	2016-12-31	A	C27	0.12913	0.109191	0.162574	0.905855	0.152705	0.119083	0.177459	0.460909	0.539091	0.114076	0.099969	0.270251	0.058107	-0.00057	0.017752		医药制造业
002262	2017-12-31	A	C27	0.139892	0.119574	0.175543	0.66564	0.163678	0.128081	0.186082	0.479671	0.520329	0.131401	0.110574	0.277357	0.068411	-0.001832	-0.018449		医药制造业
002262	2018-12-31	A	C27	0.161694	0.14162	0.200859	0.700651	0.191685	0.145848	0.211469	0.561451	0.438549	0.158079	0.134562	0.309306	0.039327	-0.004003	-0.103601	0.044587	医药制造业
002262	2019-12-31	A	C27	0.183827	0.159645	0.222175	0.819247	0.200318	0.173199	0.224774	0.62615	0.37385	0.185766	0.158357	0.354227	0.043491	-0.00253	0.521718	0.045543	医药制造业
002262	2020-12-31	A	C27	0.184692	0.162482	0.229986	0.778222	0.188605	0.166586	0.210328	0.755421	0.244579	0.254703	0.216316	0.3897	0.039545	-0.007136	0.024533	0.073145	医药制造业
002262	2021-12-31	A	C27	0.173341	0.152795	0.216772	0.761335	0.177156	0.154362	0.197052	0.772	0.228	0.23525	0.202767	0.405152	0.03771	-0.002655	0.031481	0.089369	医药制造业
002265	2016-12-31	A	C36	0.012295	0.009066	0.014305	0.029075	0.014353	0.01626	0.018824	0.134394	0.865606	-0.000635	0.013439	0.023182	0.097596	0.004967	0		汽车制造业
002265	2017-12-31	A	C36	0.024006	0.016662	0.028852	0.059434	0.025569	0.020018	0.034583	0.183477	0.816523	0.015525	0.020786	0.021566	0.129527	0.005254	0		汽车制造业
002265	2018-12-31	A	C36	-0.04616	-0.048157	-0.093064	-0.155821	-0.073214	-0.058175	-0.064254	0.152601	0.847399	-0.100201	-0.089838	0.026281	0.148659	0.004279	0	0.044303	汽车制造业
002265	2019-12-31	A	C36	0.010914	0.004968	0.010614	0.012912	0.007663	0.011155	0.015201	0.154861	0.845139	-0.015168	0.009479	0.025774	0.115567	0.007963		0.039001	汽车制造业
002265	2020-12-31	A	C36	-0.040335	-0.042839	-0.100492	-0.098015	-0.066118	-0.051985	-0.058324	0.103343	0.896657	-0.090621	-0.093864	0.015909	0.121711	0.006625		0.053157	汽车制造业
002265	2021-12-31	A	C36	0.005606	0.004553	0.011027	0.009942	0.006946	0.010695	0.008227	0.17648	0.82352	0.000843	0.007767	0.014492	0.100931	0.00665		0.055668	汽车制造业
002266	2016-12-31	A	C34	0.02639	0.020811	0.05466	0.215454	0.037467	0.028481	0.038838	0.263361	0.736639	0.117923	0.110694	0.042523	0.157741	0.01777	0.0567		通用设备制造业
002266	2017-12-31	A	C38	0.030857	0.017324	0.050529	0.218104	0.033378	0.034206	0.048009	0.205173	0.794827	0.13939	0.114385	0.043233	0.15376	0.069761	0.103634		电气机械及器材制造业
002266	2018-12-31	A	C38	0.03466	0.016458	0.045867	0.223456	0.031404	0.03444	0.058855	0.140168	0.859832	0.165375	0.120467	0.042011	0.141638	0.084082	0.085584	0.053019	电气机械及器材制造业
002266	2019-12-31	A	C38	0.037791	0.022596	0.068273	0.282141	0.040113	0.037474	0.06368	0.189466	0.810534	0.229894	0.167433	0.023912	0.152432	0.055841	0.236617	0.04638	电气机械及器材制造业
002270	2016-12-31	A	C38	0.126074	0.108745	0.146849	0.644613	0.131656	0.114641	0.149929	0.479399	0.520601	0.25394	0.225919	0.095527	0.104742	-0.008789			电气机械及器材制造业
002270	2017-12-31	A	C38	0.144132	0.112051	0.140546	0.895623	0.15038	0.116039	0.191015	0.362903	0.637097	0.20299	0.168742	0.065596	0.065573	0.009189			电气机械及器材制造业
002270	2018-12-31	A	C38	0.06687	0.04742	0.062536	0.509072	0.075624	0.0627	0.091531	0.435174	0.564826	0.14029	0.14769	0.105923	0.069129	0.050195	0.046776	0.024388	电气机械及器材制造业
002270	2019-12-31	A	C38	0.059687	0.039923	0.060152	0.363846	0.066229	0.063245	0.073767	0.498496	0.501504	0.135432	0.131004	0.164607	0.084045	0.055807		0.035689	电气机械及器材制造业
002270	2020-12-31	A	C38	0.110195	0.074232	0.119823	0.493512	0.116783	0.098664	0.12729	0.471358	0.528642	0.255848	0.214464	0.122701	0.07982	0.051638	0.024067	0.047917	电气机械及器材制造业
002272	2016-12-31	A	C34	0.008095	0.008616	0.013546	0.02973	0.012538	0.008021	0.011186	0.208295	0.791705	0.01046	0.023865	0.059074	0.117488	-0.005158	0.00785		通用设备制造业
002272	2017-12-31	A	C34	0.010994	0.003971	0.006131	0.013997	0.005443	0.010979	0.014384	0.199001	0.800999	0.00312	0.010539	0.063561	0.126225	0.01448	0		通用设备制造业
002272	2018-12-31	A	C34	0.051969	0.026381	0.037669	0.106679	0.036832	0.027037	0.069864	0.182409	0.817591	0.114134	0.067153	0.07527	0.124456	-0.006601	0	0.044157	通用设备制造业
002272	2019-12-31	A	C34	0.042778	0.036064	0.048313	0.170567	0.051471	0.041543	0.059294	0.2162	0.7838	0.074757	0.074841	0.066915	0.087212	-0.002396		0.037474	通用设备制造业
002272	2020-12-31	A	C34	0.043017	0.030792	0.041653	0.187373	0.052691	0.044341	0.068805	0.268197	0.731803	0.061504	0.056572	0.057584	0.073171	0.014023	-0.92661	0.039652	通用设备制造业
002272	2021-12-31	A	C34	0.032241	0.020029	0.030503	0.147868	0.040213	0.039794	0.056915	0.235006	0.764994	0.034964	0.038108	0.043471	0.085244	0.022039	0.526955	0.039887	通用设备制造业
002273	2016-12-31	A	C39	0.086934	0.079584	0.155674	0.36557	0.091479	0.080875	0.09819	0.315815	0.684185	0.168021	0.153705	0.017298	0.140038	-0.009299	0.151222		计算机、通信和其他电子设备制造业
002273	2017-12-31	A	C39	0.100268	0.084736	0.168938	0.345301	0.111906	0.081138	0.113963	0.306656	0.693344	0.193749	0.168989	0.013966	0.12502	0.005814	0.149851		计算机、通信和其他电子设备制造业
002273	2018-12-31	A	C39	0.101808	0.088516	0.179902	0.322893	0.126947	0.094481	0.114389	0.27835	0.72165	0.233877	0.206082	0.015731	0.081477	0.006207	0.460507	0.055718	计算机、通信和其他电子设备制造业
002273	2019-12-31	A	C39	0.099138	0.082749	0.183275	0.264755	0.113253	0.093653	0.112017	0.278116	0.721884	0.188695	0.166427	0.014729	0.075143	0.013268	0.321941	0.052804	计算机、通信和其他电子设备制造业
002273	2020-12-31	A	C39	0.075988	0.066294	0.155874	0.191609	0.085682	0.073373	0.090552	0.272995	0.727005	0.164055	0.142977	0.01243	0.074481	0.005085	0.14969	0.064772	计算机、通信和其他电子设备制造业
002273	2021-12-31	A	C39	0.054283	0.053173	0.114958	0.161427	0.064321	0.049019	0.064265	0.238052	0.761948	0.13091	0.121075	0.012551	0.061624	-0.006751	0.092936	0.06411	计算机、通信和其他电子设备制造业
002274	2016-12-31	A	C26	0.023756	0.004936	0.018507	0.009064	0.011013	0.025389	0.044624	0.063348	0.936652	0.009471	0.007623	0.036789	0.037165	0.025917	0.394569		化学原料及化学制品制造业
002274	2017-12-31	A	C26	0.026105	0.009632	0.039957	0.018382	0.021887	0.026947	0.051503	0.103075	0.896925	0.019444	0.011246	0.034825	0.032453	0.015991	0.059001		化学原料及化学制品制造业
002274	2018-12-31	A	C26	0.039092	0.022354	0.102233	0.046168	0.053527	0.038397	0.083638	0.112864	0.887136	0.03211	0.024652	0.032983	0.028329	0.011797	0.037552	0.006219	化学原料及化学制品制造业
002274	2019-12-31	A	C26	0.053686	0.030481	0.134453	0.058607	0.073591	0.054885	0.118654	0.12057	0.87943	0.044401	0.031834	0.033253	0.030315	0.016749	0.186279	0.005839	化学原料及化学制品制造业
002274	2020-12-31	A	C26	0.044702	0.024815	0.085819	0.045642	0.061305	0.04917	0.102026	0.098218	0.901782	0.035628	0.028598	0.018542	0.032027	0.016314	0.130571	0.006032	化学原料及化学制品制造业
002275	2016-12-31	A	C27	0.16402	0.138718	0.252135	0.502631	0.163627	0.147022	0.185432	0.731048	0.268952	0.306409	0.2581	0.322179	0.094752	-0.009247	0.100215		医药制造业
002275	2017-12-31	A	C27	0.179463	0.152278	0.263378	0.580035	0.182854	0.156579	0.206788	0.759124	0.240876	0.349415	0.287375	0.308148	0.10278	-0.0097	0.200312		医药制造业
002275	2018-12-31	A	C27	0.145271	0.124583	0.20278	0.470195	0.151393	0.132284	0.169506	0.72712	0.27288	0.314423	0.26084	0.285628	0.076507	-0.008644	-0.420926	0.040807	医药制造业
002275	2019-12-31	A	C27	0.129455	0.114968	0.19065	0.408163	0.1395	0.117229	0.148885	0.728573	0.271427	0.286155	0.23905	0.303727	0.07544	-0.015898	-0.32619	0.063467	医药制造业
002275	2020-12-31	A	C27	0.089459	0.075918	0.126871	0.281309	0.095947	0.07487	0.103574	0.71346	0.28654	0.226455	0.176842	0.317575	0.079504	-0.011322	-0.007617	0.098489	医药制造业
002276	2016-12-31	A	C38	0.051175	0.041466	0.054224	0.329585	0.067922	0.056853	0.07071	0.157552	0.842448	0.025776	0.032745	0.061135	0.056953	0.005277	0.114571		电气机械及器材制造业
002276	2017-12-31	A	C38	0.02946	0.01809	0.023293	0.158102	0.030892	0.028499	0.043065	0.137491	0.862509	0.012721	0.014742	0.059592	0.060067	0.008496	0.0329		电气机械及器材制造业
002276	2018-12-31	A	C38	0.029926	0.016014	0.020488	0.134957	0.028727	0.03406	0.050227	0.148136	0.851864	0.013465	0.013181	0.060518	0.023582	0.011173	-0.016058	0.035708	电气机械及器材制造业
002276	2019-12-31	A	C38	0.044804	0.031173	0.040445	0.233675	0.056034	0.049699	0.078619	0.16758	0.83242	0.025165	0.023897	0.068267	0.024812	0.00817	0.105792	0.037366	电气机械及器材制造业
002276	2020-12-31	A	C38	0.040962	0.028364	0.036705	0.204812	0.051347	0.044514	0.069535	0.152962	0.847038	0.026098	0.024251	0.05538	0.026599	0.008379	0.135156	0.037207	电气机械及器材制造业
002278	2016-12-31	A	C35	-0.068292	-0.061023	-0.087593	-0.452275	-0.087239	-0.086702	-0.086853	0.304437	0.695563	-0.288646	-0.247281	0.153685	0.294586	-0.020131	0.513721		专用设备制造业
002278	2017-12-31	A	C35	0.019969	0.010053	0.014909	0.064631	0.014166	0.019414	0.02597	0.365873	0.634127	-0.151522	0.030983	0.10626	0.223775	0.014716			专用设备制造业
002278	2018-12-31	A	C35	0.023635	0.021476	0.031868	0.137682	0.029839	0.027347	0.03164	0.326156	0.673844	0.052185	0.04915	0.105517	0.107053	-0.00009		0.075213	专用设备制造业
002278	2019-12-31	A	C35	0.035823	0.030403	0.044612	0.173441	0.042075	0.040819	0.048047	0.354719	0.645281	0.069728	0.06356	0.105868	0.104861	0.002952	0.046761	0.083626	专用设备制造业
002278	2020-12-31	A	C35	0.033415	0.021075	0.030325	0.125057	0.029436	0.033925	0.045079	0.356742	0.643258	0.060289	0.048788	0.071535	0.102092	0.014201	0.0226	0.086389	专用设备制造业
002281	2016-12-31	A	C39	0.063908	0.060684	0.073371	0.423088	0.098316	0.063437	0.097797	0.218981	0.781019	0.065875	0.067485	0.032522	0.11038	-0.006963	-0.827547		计算机、通信和其他电子设备制造业
002281	2017-12-31	A	C39	0.07537	0.065587	0.08219	0.464752	0.107591	0.084899	0.116077	0.208341	0.791659	0.080079	0.071879	0.025128	0.099926	0.001987	-0.037974		计算机、通信和其他电子设备制造业
002281	2018-12-31	A	C39	0.04924	0.055091	0.071752	0.351702	0.093614	0.057123	0.078972	0.198243	0.801757	0.064316	0.062838	0.027731	0.02244	-0.008149	-0.136763	0.0802	计算机、通信和其他电子设备制造业
002281	2019-12-31	A	C39	0.048532	0.049231	0.063518	0.313584	0.082139	0.051261	0.076336	0.211934	0.788066	0.067382	0.061398	0.029107	0.022031	-0.006913	-0.034353	0.082387	计算机、通信和其他电子设备制造业
002281	2020-12-31	A	C39	0.061484	0.057312	0.071882	0.421975	0.094803	0.067107	0.09501	0.230446	0.769554	0.082269	0.074826	0.022114	0.021407	-0.002069	0.067246	0.091932	计算机、通信和其他电子设备制造业
002282	2016-12-31	A	C34	0.016219	0.012086	0.022072	0.049743	0.015769	0.017983	0.021014	0.367675	0.632325	0.019623	0.029036	0.125979	0.142567	0.009883	-0.006502		通用设备制造业
002282	2017-12-31	A	C34	0.0423	0.030191	0.068275	0.167512	0.039923	0.033763	0.055081	0.327377	0.672623	0.091952	0.086281	0.113901	0.125939	0.025667	1.178621		通用设备制造业
002282	2018-12-31	A	C34	0.041704	0.034488	0.09062	0.189555	0.044312	0.035498	0.052895	0.29655	0.70345	0.097004	0.081754	0.083279	0.059519	0.001754	0.064477	0.031743	通用设备制造业
002282	2019-12-31	A	C34	0.039477	0.026839	0.073248	0.127789	0.033046	0.035164	0.048246	0.283086	0.716914	0.078045	0.061845	0.0703	0.064549	0.014032	0.050038	0.033225	通用设备制造业
002282	2020-12-31	A	C34	0.055276	0.042967	0.118872	0.211782	0.05376	0.047178	0.068353	0.288913	0.711087	0.125102	0.103667	0.046547	0.059814	0.008766	0.12773	0.037418	通用设备制造业
002283	2016-12-31	A	C36	0.050863	0.040457	0.119292	0.079642	0.05689	0.046991	0.070948	0.285281	0.714719	0.107314	0.110052	0.052469	0.097957	0.010889			汽车制造业
002283	2017-12-31	A	C36	0.076473	0.06002	0.148834	0.124802	0.089832	0.067589	0.112081	0.267694	0.732306	0.131007	0.113002	0.035344	0.08143	0.013017	0.004705		汽车制造业
002283	2018-12-31	A	C36	0.073309	0.054475	0.122192	0.122357	0.08401	0.069783	0.109396	0.257269	0.742731	0.119328	0.101161	0.031857	0.047958	0.017075	0.07655	0.041204	汽车制造业
002283	2019-12-31	A	C36	0.066956	0.053557	0.116642	0.123589	0.080446	0.065077	0.097321	0.262274	0.737726	0.117823	0.098206	0.031078	0.039815	0.012556	3.335039	0.061326	汽车制造业
002283	2020-12-31	A	C36	0.081611	0.067847	0.131507	0.172525	0.10547	0.075293	0.12345	0.248701	0.751299	0.132043	0.114527	0.011392	0.035875	0.00765	0.010521	0.051581	汽车制造业
002283	2021-12-31	A	C36	0.073891	0.063523	0.114291	0.179494	0.101915	0.070069	0.115398	0.241256	0.758744	0.130653	0.11444	0.011826	0.03578	0.004624	-0.004873	0.058423	汽车制造业
002284	2016-12-31	A	C36	0.039872	0.033059	0.059577	0.12778	0.056818	0.041882	0.06592	0.170327	0.829673	0.043528	0.044334	0.027416	0.087528	0.001988	0.004924		汽车制造业
002284	2017-12-31	A	C36	0.023278	0.015774	0.027709	0.059891	0.031387	0.022173	0.038824	0.149343	0.850657	0.026862	0.022228	0.026455	0.079733	0.005736	-0.025735		汽车制造业
002284	2018-12-31	A	C36	0.01299	0.002095	0.003636	0.007433	0.004423	0.014695	0.020518	0.129826	0.870174	0.005571	0.003248	0.02661	0.040086	0.015053	0.043713	0.040359	汽车制造业
002284	2019-12-31	A	C36	-0.007387	-0.016275	-0.028462	-0.053385	-0.034683	-0.010374	-0.011518	0.131749	0.868251	-0.027396	-0.030059	0.032118	0.052113	0.014088	0.018059	0.051566	汽车制造业
002284	2020-12-31	A	C36	0.00427	0.003022	0.005168	0.010322	0.006415	0.004604	0.006529	0.128799	0.871201	0.005547	0.005919	0.018302	0.052466	0.001098	-0.007308	0.054557	汽车制造业
002287	2016-12-31	A	C27	0.15155	0.138831	0.207029	1.213092	0.169164	0.149377	0.177726	0.845065	0.154935	0.284313	0.29719	0.478097	0.085572	0.000401	0.112695		医药制造业
002287	2017-12-31	A	C27	0.148559	0.137582	0.203929	1.787364	0.165026	0.138537	0.172334	0.873595	0.126405	0.305429	0.285593	0.491389	0.077443	0.0007	0.063944		医药制造业
002287	2018-12-31	A	C27	0.15552	0.137738	0.208324	1.166241	0.161178	0.154244	0.176263	0.878045	0.121955	0.291826	0.261654	0.519272	0.057953	0.006667	0.181533	0.030344	医药制造业
002287	2019-12-31	A	C27	0.146061	0.137586	0.201085	0.796535	0.169202	0.133057	0.17423	0.871461	0.128539	0.286259	0.259781	0.498845	0.089978	-0.010283	0.068574	0.039602	医药制造业
002287	2020-12-31	A	C27	0.114033	0.10907	0.158999	0.786467	0.165799	0.095224	0.140825	0.859958	0.140042	0.309765	0.274972	0.484281	0.077484	-0.015117	0.068781	0.040864	医药制造业
002288	2016-12-31	A	C39	-0.028171	-0.033091	-0.055318	-0.129703	-0.051366	-0.026592	-0.04313	0.103376	0.896624	-0.098697	-0.074866	0.027927	0.062356	0.024626	0		计算机、通信和其他电子设备制造业
002288	2017-12-31	A	C39	0.034592	0.018781	0.035609	0.070141	0.031465	0.036612	0.05492	0.153294	0.846706	0.034124	0.032569	0.01548	0.049143	0.027068	0		计算机、通信和其他电子设备制造业
002288	2018-12-31	A	C39	0.030741	0.012537	0.025515	0.047865	0.022451	0.040232	0.051218	0.1688	0.8312	0.04182	0.024682	0.021477	0.046942	0.044492	0	0.006343	计算机、通信和其他电子设备制造业
002288	2019-12-31	A	C39	0.024339	0.005926	0.011809	0.026913	0.011276	0.029912	0.042273	0.221187	0.778813	0.030463	0.013395	0.029644	0.048629	0.051259	0.062506	0.053184	计算机、通信和其他电子设备制造业
002288	2020-12-31	A	C39	0.023983	0.005717	0.010779	0.024271	0.012647	0.028985	0.044853	0.184326	0.815674	0.042924	0.015704	0.026248	0.046482	0.052836	0.028015	0.057704	计算机、通信和其他电子设备制造业
002288	2021-12-31	A	C39	0.040174	0.019023	0.035052	0.072607	0.043832	0.05067	0.075953	0.18124	0.81876	0.044995	0.028778	0.013052	0.028228	0.034059		0.053403	计算机、通信和其他电子设备制造业
002289	2016-12-31	A	C39	0.041211	0.011762	0.015936	0.059771	0.045699	0.084181	0.132777	0.073961	0.926039	-0.327663	0.020776	0.034653	0.118171	0.059649	-2.108066		计算机、通信和其他电子设备制造业
002289	2017-12-31	A	C39	-0.098335	-0.123283	-0.229908	-0.32669	-0.243039	-0.15613	-0.167991	0.036885	0.963115	-0.342782	-0.32607	0.038246	0.188753	0.071407	-0.530628		计算机、通信和其他电子设备制造业
002289	2018-12-31	A	C39	-0.212207	-0.231455	-0.586052	-0.462067	-0.391775	-0.248819	-0.304864	0.030073	0.969927	-0.468941	-0.475831	0.041883	0.149907	0.038767		0.062414	计算机、通信和其他电子设备制造业
002289	2019-12-31	A	C39	0.049065	0.025777	0.04716	0.064895	0.040318	0.064592	0.066038	0.036862	0.963138	0.062471	0.063737	0.057775	0.189454	0.056037		0.052448	计算机、通信和其他电子设备制造业
002289	2020-12-31	A	C39	-0.079588	-0.081587	-0.112076	-0.316265	-0.10043	-0.096477	-0.091672	0.109617	0.890383	-0.223159	-0.22619	0.031042	0.221193	0.003463		0.025671	计算机、通信和其他电子设备制造业
002290	2016-12-31	A	C38	0.02126	0.017002	0.023085	0.113302	0.027396	0.015451	0.033579	0.165579	0.834421	0.026672	0.026626	0.030886	0.069995	0.000238	0.00205		电气机械及器材制造业
002290	2017-12-31	A	C38	0.013031	0.000914	0.001077	0.009675	0.001965	0.005862	0.022156	0.185111	0.814889	0.013193	0.001656	0.02704	0.071635	0.010343			电气机械及器材制造业
002290	2018-12-31	A	C38	0.035239	0.018992	0.021105	0.260132	0.051294	0.024735	0.075162	0.148061	0.851939	0.055284	0.036232	0.02827	0.022778	0.0114		0.028795	电气机械及器材制造业
002290	2019-12-31	A	C38	-0.471563	-0.488746	-0.556965	-5.916338	-1.471953	-0.938791	-1.384317	0.136715	0.863285	-0.688385	-0.694152	0.029992	0.032517	0.01782	0.324872	0.03444	电气机械及器材制造业
002290	2020-12-31	A	C38	0.083591	0.037098	0.04561	0.337525	0.133162	0.088848	0.294546	0.135113	0.864887	0.043226	0.030225	0.003438	0.022162	0.027575		0.032955	电气机械及器材制造业
002292	2016-12-31	A	C24	0.093566	0.072434	0.18032	1.624221	0.119636	0.075145	0.131203	0.494202	0.505798	0.154496	0.141988	0.174575	0.177874	0.01589	0.096272		文教、工美、体育和娱乐用品制造业
002292	2017-12-31	A	C24	0.020266	0.008195	0.022296	0.212452	0.013989	0.023619	0.031146	0.425413	0.574587	0.018996	0.018821	0.185329	0.222442	0.027148	0.110227		文教、工美、体育和娱乐用品制造业
002292	2018-12-31	A	C24	-0.220034	-0.224799	-0.615932	-5.508965	-0.379693	-0.262455	-0.351666	0.38531	0.61469	-0.624112	-0.595713	0.224965	0.156989	0.041583	0.095973	0.106076	文教、工美、体育和娱乐用品制造业
002292	2019-12-31	A	C24	0.02874	0.016095	0.043992	0.35098	0.025712	0.033494	0.044039	0.46593	0.53407	0.030371	0.03816	0.175139	0.138664	0.029809	-0.004959	0.070168	文教、工美、体育和娱乐用品制造业
002292	2020-12-31	A	C24	-0.065379	-0.076651	-0.21186	-1.556331	-0.122643	-0.07876	-0.10265	0.31338	0.68662	-0.19731	-0.190033	0.154509	0.144664	0.03266	-0.124604	0.08105	文教、工美、体育和娱乐用品制造业
002294	2016-12-31	A	C27	0.271619	0.233208	0.427728	1.447023	0.273746	0.243442	0.312743	0.752216	0.247784	0.425421	0.362604	0.222271	0.094529	-0.008213	-0.028547		医药制造业
002294	2017-12-31	A	C27	0.25297	0.214483	0.390078	1.370184	0.247342	0.224581	0.285861	0.811002	0.188998	0.412786	0.345921	0.278236	0.122172	-0.004962	0.070103		医药制造业
002294	2018-12-31	A	C27	0.2305	0.196975	0.406571	1.270468	0.223271	0.200171	0.251778	0.797141	0.202859	0.369735	0.312687	0.289269	0.049406	-0.000881	0.034881	0.087594	医药制造业
002294	2019-12-31	A	C27	0.1087	0.087203	0.208879	0.573572	0.100733	0.095295	0.119831	0.784281	0.215719	0.18926	0.152521	0.352596	0.062289	-0.000317	-0.047421	0.170787	医药制造业
002294	2020-12-31	A	C27	0.006102	0.006844	0.019203	0.042332	0.00818	0.006213	0.006997	0.690459	0.309541	0.028928	0.018307	0.328347	0.105027	-0.004396	-0.042177	0.135544	医药制造业
002294	2021-12-31	A	C27	0.070391	0.065377	0.161671	0.392635	0.077482	0.059911	0.08096	0.740622	0.259378	0.191668	0.172745	0.338696	0.099446	-0.010135	0.396328	0.116848	医药制造业
002296	2016-12-31	A	C39	0.052115	0.038863	0.054651	1.411857	0.056831	0.047475	0.064245	0.483553	0.516447	0.129009	0.16531	0.062283	0.184233	0.014903	-0.045075		计算机、通信和其他电子设备制造业
002296	2017-12-31	A	C39	-0.051071	-0.065274	-0.089876	-1.90751	-0.099053	-0.067952	-0.067949	0.472886	0.527114	-0.22826	-0.267584	0.05686	0.197826	0.0286	-0.123827		计算机、通信和其他电子设备制造业
002296	2018-12-31	A	C39	0.029854	0.016033	0.021352	0.340746	0.023994	0.027006	0.041232	0.473355	0.526645	0.095527	0.065167	0.072541	0.066161	0.02575	0.03839	0.121667	计算机、通信和其他电子设备制造业
