Stkcd	Accper	Typrep	Indcd	F050102B	F050202B	F050302B	F050402B	F050502B	F051201B	F053201B	F053301B	F051301B	F051401B	F051501B	F051701B	F051801B	F051901B	F053202B	F053401B	Indnme
股票代码	截止日期	报表类型编码	行业代码	资产报酬率B	总资产净利润率（ROA）B	流动资产净利润率B	固定资产净利润率B	净资产收益率B	投入资本回报率	长期资本收益率	营业毛利率	营业成本率	营业利润率	营业净利率	销售费用率	管理费用率	财务费用率	投资收益率	研发费用率	行业名称
000004	2016-12-31	A	C27	0.156791	0.127625	0.172394	1.114875	0.232602	0.226309	0.256054	0.346221	0.653779	0.17929	0.138062	0.041788	0.094999	0.009062	0.904886		医药制造业
000004	2017-12-31	A	C27	0.034208	0.023925	0.042138	0.182179	0.032528	0.02317	0.0437	0.619412	0.380588	0.063467	0.042511	0.536649	0.107336	-0.009319	0.225717		医药制造业
000004	2018-12-31	A	C27	-0.089053	-0.069716	-0.096702	-1.341939	-0.117646	-0.125566	-0.144284	0.818792	0.181208	-0.065039	-0.058911	0.738372	0.051024	-0.004109	0.084222	0.047608	医药制造业
000004	2019-12-31	A	C27	0.004754	-0.003905	-0.009211	-2.238449	-0.00454	-0.003744	0.005507	0.730102	0.269898	0.067443	-0.033294	0.7677	0.182988	-0.015441		0.009401	医药制造业
000008	2016-12-31	A	C37	0.109348	0.09006	0.174853	1.736911	0.116852	0.079899	0.140283	0.527716	0.472284	0.3005	0.282804	0.068571	0.207211	0.0007	0.324022		铁路、船舶、航空航天和其它运输设备制造业
000008	2017-12-31	A	C37	0.110164	0.094283	0.163271	4.157794	0.13318	0.108168	0.154275	0.488964	0.511036	0.437721	0.381654	0.065704	0.199996	0.008734	4.481903		铁路、船舶、航空航天和其它运输设备制造业
000008	2018-12-31	A	C37	0.046609	0.032338	0.056443	1.236642	0.04686	0.045169	0.065947	0.489184	0.510816	0.168828	0.133295	0.092628	0.140752	0.022499	0.049403	0.083557	铁路、船舶、航空航天和其它运输设备制造业
000008	2019-12-31	A	C37	0.056981	0.04064	0.074676	1.217074	0.061065	0.054076	0.082029	0.486367	0.513633	0.170799	0.142049	0.091933	0.136936	0.029402	0.564429	0.077097	铁路、船舶、航空航天和其它运输设备制造业
000008	2020-12-31	A	C37	-0.059458	-0.071722	-0.139416	-1.994705	-0.125232	-0.068749	-0.091375	0.379026	0.620974	-0.446822	-0.465169	0.125715	0.184954	0.066892	-0.005658	0.109323	铁路、船舶、航空航天和其它运输设备制造业
000016	2016-12-31	A	C39	0.01159	0.005854	0.007692	0.055236	0.028832	0.022407	0.052763	0.137	0.863	-0.011441	0.004541	0.112614	0.029931	0.007624	0.397451		计算机、通信和其他电子设备制造业
000016	2017-12-31	A	C39	0.343092	0.249343	0.314986	3.218345	0.883385	0.339309	1.154871	0.110119	0.889881	0.211099	0.162895	0.068593	0.024905	0.010917	3.241326		计算机、通信和其他电子设备制造业
000016	2018-12-31	A	C39	0.030209	0.02365	0.032828	0.334527	0.075766	0.04236	0.090681	0.062852	0.937148	0.00291	0.014495	0.049476	0.013916	0.008654	0.283015	0.008595	计算机、通信和其他电子设备制造业
000016	2019-12-31	A	C39	0.032458	0.008864	0.014172	0.134743	0.034569	0.034387	0.079769	0.054082	0.945918	0.005502	0.006077	0.041785	0.01554	0.014077	0.335517	0.009082	计算机、通信和其他电子设备制造业
000016	2020-12-31	A	C39	0.034467	0.011682	0.021363	0.188182	0.052313	0.045833	0.073537	0.05475	0.94525	0.008745	0.010726	0.036257	0.020317	0.02168	0.487244	0.013542	计算机、通信和其他电子设备制造业
000016	2021-12-31	A	C39	0.056242	0.017976	0.035273	0.224428	0.077116	0.053585	0.127459	0.034713	0.965287	0.030812	0.016428	0.029081	0.019558	0.0194	0.7144	0.012551	计算机、通信和其他电子设备制造业
000017	2016-12-31	A	C37	0.084455	0.077865	0.089145	1.643105	0.253754	0.191782	0.275231	0.110778	0.889222	0.029682	0.027411	0.039078	0.040187	-0.004066			铁路、船舶、航空航天和其它运输设备制造业
000017	2017-12-31	A	C37	0.029539	0.024742	0.028069	0.411772	0.087385	0.050093	0.104325	0.097921	0.902079	0.013189	0.011486	0.039731	0.041772	-0.001524			铁路、船舶、航空航天和其它运输设备制造业
000017	2018-12-31	A	C37	-0.033756	-0.025619	-0.028276	-0.505246	-0.104935	-0.117447	-0.138262	0.098706	0.901294	-0.019219	-0.015683	0.049482	0.05527	-0.002908			铁路、船舶、航空航天和其它运输设备制造业
000017	2019-12-31	A	C37	-0.116152	-0.11493	-0.12691	-2.03108	-0.549846	-0.691275	-0.555692	0.096566	0.903434	-0.105182	-0.102784	0.04181	0.08431	-0.001255		0.036217	铁路、船舶、航空航天和其它运输设备制造业
000017	2020-12-31	A	C37	0.061949	0.056652	0.061154	1.096169	0.23599	0.171374	0.258053	0.124183	0.875817	0.03319	0.037127	0.021557	0.040588	0.000159		0.02127	铁路、船舶、航空航天和其它运输设备制造业
000019	2016-12-31	A	C15	0.100959	0.080523	0.171435	0.26075	0.089837	0.083242	0.111056	0.251423	0.748577	0.344489	0.32974	0.162184	0.315018	-0.004324	17.710612		酒、饮料和精制茶制造业
000019	2017-12-31	A	C15	-0.056001	-0.054473	-0.108074	-0.189416	-0.060861	-0.063758	-0.061706	0.22126	0.77874	-0.181087	-0.193984	0.139538	0.241095	-0.00536	0.347113		酒、饮料和精制茶制造业
000019	2018-12-31	A	C15	0.056458	0.051835	0.077936	0.313641	0.077218	0.064517	0.075296	0.099003	0.900997	0.031716	0.029823	0.023704	0.022916	0.000942	0.023889	0.001021	酒、饮料和精制茶制造业
000020	2016-12-31	A	C39	0.015324	0.006107	0.00833	0.056806	0.017227	0.020127	0.02295	0.136362	0.863638	0.013552	0.008815	0.018436	0.081176	0.008096			计算机、通信和其他电子设备制造业
000020	2017-12-31	A	C39	0.018238	0.001544	0.002793	0.011799	0.003043	0.019703	0.035799	0.093391	0.906609	0.006198	0.001136	0.01855	0.049861	0.010465			计算机、通信和其他电子设备制造业
000020	2018-12-31	A	C39	0.023914	0.005285	0.00986	0.018077	0.010223	0.026521	0.046245	0.11044	0.88956	0.006351	0.005172	0.022134	0.060459	0.016195			计算机、通信和其他电子设备制造业
000020	2019-12-31	A	C39	0.028747	0.008869	0.017145	0.028267	0.016713	0.033623	0.048562	0.120649	0.879351	0.010949	0.007567	0.028936	0.052711	0.013785		0.009215	计算机、通信和其他电子设备制造业
000020	2020-12-31	A	C39	0.034555	0.010999	0.02087	0.034863	0.020521	0.042026	0.053233	0.113501	0.886499	0.012631	0.009874	0.022288	0.049847	0.018274		0.010533	计算机、通信和其他电子设备制造业
000021	2016-12-31	A	C39	0.032287	0.017175	0.025209	0.096155	0.042605	0.028688	0.077644	0.056719	0.943281	0.022484	0.014848	0.002611	0.033037	0.003133	0.023959		计算机、通信和其他电子设备制造业
000021	2017-12-31	A	C39	0.053372	0.040534	0.062118	0.230619	0.102243	0.042583	0.129253	0.063978	0.936022	0.051653	0.040387	0.003131	0.035867	0.001686	0.098701		计算机、通信和其他电子设备制造业
000021	2018-12-31	A	C39	0.032473	0.034689	0.053097	0.225897	0.089045	0.028882	0.080261	0.047006	0.952994	0.043544	0.035202	0.003665	0.025747	-0.010564	0.087651	0.012441	计算机、通信和其他电子设备制造业
000021	2019-12-31	A	C39	0.021622	0.025652	0.040006	0.167157	0.063705	0.017195	0.052081	0.095303	0.904697	0.041319	0.033414	0.004635	0.033201	-0.013169	-0.051852	0.015741	计算机、通信和其他电子设备制造业
000021	2020-12-31	A	C39	0.069372	0.04755	0.073058	0.314002	0.126136	0.067941	0.158451	0.113299	0.886701	0.074935	0.063678	0.005507	0.031654	0.01808	0.153446	0.017045	计算机、通信和其他电子设备制造业
000030	2016-12-31	A	C36	0.081132	0.078868	0.166621	0.386355	0.122135	0.090438	0.109472	0.186089	0.813911	0.110867	0.115524	0.041275	0.097512	-0.001671	0.199928		汽车制造业
000030	2017-12-31	A	C36	0.089395	0.08426	0.168205	0.467236	0.135361	0.097704	0.126271	0.185146	0.814854	0.128084	0.113842	0.039328	0.087905	-0.001479	0.218235		汽车制造业
000030	2018-12-31	A	C36	0.08036	0.079257	0.154906	0.436729	0.129891	0.091815	0.117253	0.155321	0.844679	0.109769	0.111259	0.03119	0.068722	-0.002068	0.288001	0.027248	汽车制造业
000030	2019-12-31	A	C36	0.076441	0.0718	0.138865	0.386262	0.121144	0.088632	0.11536	0.139792	0.860208	0.093335	0.087764	0.030889	0.050268	-0.000856	0.228531	0.021249	汽车制造业
000030	2020-12-31	A	C36	0.067531	0.066355	0.124061	0.377777	0.11552	0.08241	0.104423	0.130479	0.869521	0.083212	0.081745	0.023009	0.056914	-0.000318	0.224466	0.021801	汽车制造业
000045	2016-12-31	A	C39	-0.022476	-0.024621	-0.036005	-0.115307	-0.031087	-0.024154	-0.0264	0.058476	0.941524	-0.07755	-0.072835	0.008481	0.089219	-0.001401	0.078648		计算机、通信和其他电子设备制造业
000045	2017-12-31	A	C39	0.012933	0.017717	0.025155	0.10677	0.021158	0.011104	0.014675	0.119239	0.880761	0.058398	0.049922	0.006737	0.077501	-0.021125	0.619741		计算机、通信和其他电子设备制造业
000045	2018-12-31	A	C39	-0.012341	-0.014136	-0.021253	-0.075794	-0.017845	-0.015627	-0.014912	0.102256	0.897744	-0.04281	-0.048966	0.007574	0.069627	-0.000764	0.661259	0.032972	计算机、通信和其他电子设备制造业
000045	2019-12-31	A	C39	0.00555	-0.004049	-0.007097	-0.019593	-0.005066	-0.000658	0.006645	0.085576	0.914424	0.002293	-0.008584	0.009631	0.044885	0.00735	0.079452	0.02464	计算机、通信和其他电子设备制造业
000045	2020-12-31	A	C39	0.012628	0.009156	0.019607	0.051373	0.01122	0.011737	0.014185	0.139721	0.860279	0.023895	0.020625	0.013582	0.049832	0.00393	0.027145	0.031845	计算机、通信和其他电子设备制造业
000045	2021-12-31	A	C39	0.016454	0.014354	0.032635	0.046729	0.019106	0.015261	0.018584	0.167947	0.832053	0.02905	0.032748	0.016555	0.053227	-0.000057	0.031496	0.045126	计算机、通信和其他电子设备制造业
000049	2016-12-31	A	C38	0.099233	0.081814	0.092484	1.727691	0.259228	0.159081	0.311534	0.097084	0.902916	0.050019	0.040081	0.008611	0.03778	-0.001904	0.302247		电气机械及器材制造业
000049	2017-12-31	A	C38	0.075455	0.056996	0.066062	0.81988	0.219447	0.109176	0.290347	0.088006	0.911994	0.040031	0.029134	0.007922	0.040141	-0.001388	0.305248		电气机械及器材制造业
000049	2018-12-31	A	C38	0.094575	0.063939	0.074469	0.779801	0.257663	0.154359	0.35955	0.081983	0.918017	0.039288	0.030472	0.006015	0.010844	0.005866	0.363993	0.017774	电气机械及器材制造业
000049	2019-12-31	A	C38	0.099751	0.076152	0.090289	0.866308	0.261354	0.165675	0.296234	0.083611	0.916389	0.045603	0.03632	0.007157	0.01172	0.00127	2.508135	0.016068	电气机械及器材制造业
000049	2020-12-31	A	C38	0.106908	0.083133	0.103101	0.828377	0.260497	0.18546	0.296294	0.086711	0.913289	0.046636	0.038163	0.005267	0.011558	0.001668	0.818847	0.018083	电气机械及器材制造业
000049	2021-12-31	A	C38	0.098206	0.079954	0.102965	0.892156	0.253994	0.156793	0.266485	0.09365	0.90635	0.048937	0.040776	0.007054	0.013862	0.00128	0.439286	0.020906	电气机械及器材制造业
000050	2016-12-31	A	C39	0.025659	0.026285	0.055243	0.086806	0.04215	0.024044	0.034968	0.201832	0.798168	0.033129	0.053012	0.031984	0.135742	-0.012801	0.023198		计算机、通信和其他电子设备制造业
000050	2017-12-31	A	C39	0.043624	0.031451	0.078189	0.125243	0.05718	0.042608	0.062674	0.208493	0.791507	0.063119	0.057606	0.028405	0.111534	0.016211	-0.121066		计算机、通信和其他电子设备制造业
000050	2018-12-31	A	C39	0.030541	0.017143	0.065573	0.03581	0.038973	0.034167	0.045062	0.151907	0.848093	0.034019	0.034031	0.016625	0.02653	0.025377	3.730584	0.06235	计算机、通信和其他电子设备制造业
000050	2019-12-31	A	C39	0.027799	0.013218	0.057324	0.02885	0.031468	0.028044	0.040513	0.168469	0.831531	0.03314	0.027388	0.015592	0.03604	0.023961	0.007472	0.061321	计算机、通信和其他电子设备制造业
000050	2020-12-31	A	C39	0.035786	0.021215	0.101282	0.053667	0.048926	0.036236	0.049113	0.194283	0.805717	0.055263	0.050441	0.010856	0.033738	0.028695	0.000437	0.069242	计算机、通信和其他电子设备制造业
000050	2021-12-31	A	C39	0.028926	0.020033	0.096358	0.060487	0.045074	0.030599	0.038509	0.183381	0.816619	0.050979	0.04846	0.010685	0.03175	0.017794	-0.004001	0.062775	计算机、通信和其他电子设备制造业
000063	2016-12-31	A	C39	-0.004203	-0.010567	-0.013277	-0.185143	-0.033428	-0.015089	-0.010292	0.307533	0.692467	0.011513	-0.013907	0.123064	0.150642	0.002052	0.485232		计算机、通信和其他电子设备制造业
000063	2017-12-31	A	C39	0.054358	0.037719	0.048727	0.664542	0.124879	0.077155	0.150228	0.310705	0.689295	0.062059	0.0495	0.111238	0.147217	0.009589	0.349953		计算机、通信和其他电子设备制造业
000063	2018-12-31	A	C39	-0.051732	-0.050853	-0.069121	-0.790033	-0.177413	-0.088868	-0.142759	0.329137	0.670863	-0.007156	-0.081266	0.106235	0.042701	0.003282	0.062388	0.127531	计算机、通信和其他电子设备制造业
000063	2019-12-31	A	C39	0.060082	0.042703	0.059122	0.631967	0.162918	0.072168	0.162226	0.371716	0.628284	0.083232	0.063664	0.086721	0.052601	0.010646	0.083315	0.138289	计算机、通信和其他电子设备制造业
000063	2020-12-31	A	C39	0.037587	0.032358	0.045066	0.443405	0.112319	0.05024	0.081181	0.316129	0.683871	0.053925	0.046542	0.074705	0.049236	0.004145	0.325247	0.145854	计算机、通信和其他电子设备制造业
000063	2021-12-31	A	C39	0.059248	0.044057	0.059919	0.602621	0.141553	0.06998	0.110571	0.352438	0.647562	0.07576	0.061437	0.076258	0.047542	0.008408	0.480557	0.164196	计算机、通信和其他电子设备制造业
000066	2016-12-31	A	C39	0.024619	0.005345	0.006214	0.101733	0.023575	0.053482	0.083709	0.097982	0.902018	0.00487	0.003105	0.037778	0.042337	0.005666	0.991709		计算机、通信和其他电子设备制造业
000066	2017-12-31	A	C39	0.024694	0.020749	0.026477	0.376098	0.05932	0.061452	0.058928	0.216691	0.783309	0.083341	0.073219	0.041504	0.116359	0.004926	0.159006		计算机、通信和其他电子设备制造业
000066	2018-12-31	A	C39	0.087379	0.067707	0.121523	0.559024	0.14869	0.090049	0.146082	0.219272	0.780728	0.132648	0.105536	0.037683	0.060574	0.004262	1.188562	0.064411	计算机、通信和其他电子设备制造业
000066	2019-12-31	A	C39	0.075636	0.060487	0.099177	0.495176	0.145105	0.076139	0.133948	0.246654	0.753346	0.124224	0.107514	0.045245	0.054171	0.00992	0.008277	0.078306	计算机、通信和其他电子设备制造业
000066	2020-12-31	A	C39	0.055251	0.039617	0.059803	0.343087	0.108301	0.059349	0.097539	0.226188	0.773812	0.072417	0.067464	0.034116	0.050393	0.021815	0.084981	0.069362	计算机、通信和其他电子设备制造业
000068	2016-12-31	A	C39	0.01403	0.008422	0.015007	0.045356	0.011923	-0.000067	0.019794	0.424144	0.575856	0.073704	0.029316	0.042579	0.292686	-0.02956	-0.110817		计算机、通信和其他电子设备制造业
000068	2017-12-31	A	C39	0.033328	0.015857	0.034642	0.177537	0.03448	0.030723	0.068935	0.42814	0.57186	0.101982	0.079055	0.026129	0.187988	0.069014	-0.178012		计算机、通信和其他电子设备制造业
000068	2018-12-31	A	C39	-0.031191	-0.044719	-0.123512	-0.808318	-0.137695	-0.039673	-0.066608	0.272818	0.727182	-0.657769	-0.678434	0.048681	0.403635	0.185757	-0.086083	0.099965	计算机、通信和其他电子设备制造业
000068	2019-12-31	A	C39	0.017148	0.001994	0.006268	0.041114	0.007613	0.0195	0.031197	0.32685	0.67315	-0.185364	0.032029	0.032094	0.331153	0.241499	1.551208	0.065513	计算机、通信和其他电子设备制造业
000070	2016-12-31	A	C38	0.068551	0.050289	0.073207	0.410146	0.118692	0.075983	0.147997	0.173052	0.826948	0.052871	0.049663	0.029937	0.06865	0.010453	0.003375		电气机械及器材制造业
000070	2017-12-31	A	C38	0.072821	0.053362	0.073359	0.51283	0.134537	0.088642	0.169339	0.166403	0.833597	0.062042	0.054369	0.024009	0.063662	0.012206	0.004197		电气机械及器材制造业
000070	2018-12-31	A	C38	0.06322	0.045921	0.061528	0.492401	0.122035	0.068464	0.147662	0.162961	0.837039	0.062269	0.054886	0.020037	0.018537	0.013656	0.014179	0.040346	电气机械及器材制造业
000070	2019-12-31	A	C38	0.062727	0.045627	0.062385	0.541159	0.111999	0.070275	0.136036	0.179241	0.820759	0.088082	0.074366	0.033436	0.027651	0.017278	0.011321	0.053873	电气机械及器材制造业
000070	2020-12-31	A	C38	0.028191	0.006392	0.008484	0.101754	0.016819	0.023097	0.061291	0.186751	0.813249	0.036068	0.012347	0.033201	0.029856	0.028275	0.061403	0.047482	电气机械及器材制造业
000100	2016-12-31	A	C39	0.027913	0.016513	0.032968	0.067047	0.051275	0.030295	0.052509	0.169088	0.830912	0.001207	0.020076	0.090427	0.07976	0.007667	0.140891		计算机、通信和其他电子设备制造业
000100	2017-12-31	A	C39	0.041993	0.02306	0.04544	0.100818	0.070972	0.046507	0.076896	0.20536	0.79464	0.036862	0.031769	0.085242	0.084749	0.014925	0.117327		计算机、通信和其他电子设备制造业
000100	2018-12-31	A	C39	0.033522	0.023029	0.050687	0.118552	0.07069	0.036974	0.058598	0.183085	0.816915	0.036099	0.035861	0.078396	0.037929	0.008586	0.096902	0.041263	计算机、通信和其他电子设备制造业
000100	2019-12-31	A	C39	0.029667	0.020457	0.056946	0.089824	0.058639	0.035744	0.045009	0.114715	0.885285	0.053072	0.048813	0.038134	0.02529	0.016666	0.146941	0.045331	计算机、通信和其他电子设备制造业
000100	2020-12-31	A	C39	0.038284	0.023963	0.088985	0.073255	0.065807	0.034155	0.052432	0.136089	0.863911	0.069902	0.066059	0.011566	0.030914	0.03074	0.109206	0.05742	计算机、通信和其他电子设备制造业
000153	2016-12-31	A	C27	0.038979	0.018953	0.042612	0.06302	0.038872	0.039719	0.072832	0.266128	0.733872	0.030914	0.022477	0.130528	0.079237	0.013499	0.049178		医药制造业
000153	2017-12-31	A	C27	0.048689	0.024856	0.048836	0.079499	0.055071	0.048878	0.101698	0.305994	0.694006	0.03729	0.025347	0.17966	0.069159	0.012149	0.050178		医药制造业
000153	2018-12-31	A	C27	0.043057	0.021022	0.039368	0.077884	0.048329	0.04457	0.093981	0.389499	0.610501	0.030711	0.020146	0.268058	0.046252	0.01037	0.012949	0.024186	医药制造业
000153	2019-12-31	A	C27	0.048176	0.024548	0.048452	0.109215	0.06156	0.047234	0.109369	0.38155	0.61845	0.038327	0.024894	0.265346	0.045244	0.011814	0.329171	0.024076	医药制造业
000153	2020-12-31	A	C27	0.049693	0.028377	0.058718	0.146635	0.073581	0.058449	0.115501	0.346629	0.653371	0.03931	0.030741	0.234881	0.041063	0.012248	2.661394	0.022724	医药制造业
000155	2016-12-31	A	C26	0.477075	0.469381	0.526503	12.150485	1.383959	0.304343	1.319118	0.031662	0.968338	0.203349	0.477466	0.001923	0.021398	0.00721			化学原料及化学制品制造业
000155	2017-12-31	A	C26	0.050369	0.059959	0.10304	0.204585	0.097844	0.072089	0.059637	0.058152	0.941848	0.044568	0.058617	0.000411	0.010354	0.004085	0.027134		化学原料及化学制品制造业
000155	2018-12-31	A	C26	0.059766	0.058645	0.116681	0.145023	0.1101	0.081786	0.074001	0.119166	0.880834	0.057286	0.096191	0.000684	0.013122	0.022608	0.234235		化学原料及化学制品制造业
000155	2019-12-31	A	C26	0.065131	0.045518	0.102734	0.110507	0.082252	0.066795	0.076694	0.270365	0.729635	0.175421	0.160615	0.002729	0.034588	0.053329	0.05212		化学原料及化学制品制造业
000157	2016-12-31	A	C35	0.000221	-0.009896	-0.01261	-0.118656	-0.023081	0.001719	0.000322	0.238623	0.761377	-0.090071	-0.04519	0.122161	0.086602	0.051715	-0.011424		专用设备制造业
000157	2017-12-31	A	C35	0.03187	0.014487	0.019059	0.187357	0.032832	0.038601	0.045409	0.2135	0.7865	0.052326	0.053624	0.10533	0.076001	0.064625	0.944052		专用设备制造业
000157	2018-12-31	A	C35	0.043968	0.022158	0.029554	0.346006	0.050824	0.040187	0.069018	0.270885	0.729115	0.090644	0.068184	0.082916	0.050852	0.043349	0.050392	0.020241	专用设备制造业
000157	2019-12-31	A	C35	0.067365	0.046087	0.064022	0.760608	0.109196	0.073467	0.112277	0.300013	0.699987	0.115775	0.098716	0.087283	0.037398	0.028056	0.115085	0.034997	专用设备制造业
000157	2020-12-31	A	C35	0.08479	0.070607	0.101854	1.23495	0.168273	0.082384	0.139304	0.285927	0.714073	0.13112	0.112968	0.062146	0.03003	0.002779	0.103747	0.051368	专用设备制造业
000157	2021-12-31	A	C35	0.06173	0.053598	0.07491	0.991484	0.120282	0.068943	0.103829	0.236115	0.763885	0.107717	0.095128	0.051737	0.024929	0.000465	0.028352	0.057573	专用设备制造业
000301	2018-12-31	A	C28	0.073477	0.047875	0.140125	0.103182	0.086577	0.051653	0.118574	0.138039	0.861961	0.059786	0.045911	0.009438	0.007563	0.010201	0.008502	0.011107	化学纤维制造业
000301	2019-12-31	A	C28	0.075132	0.049856	0.155982	0.12669	0.104024	0.067035	0.120853	0.121321	0.878679	0.076248	0.064777	0.009895	0.010299	0.02104	0.178678	0.007419	化学纤维制造业
000301	2020-12-31	A	C28	0.018322	0.006384	0.020326	0.023056	0.016526	0.013267	0.027056	0.059543	0.940457	0.018627	0.01373	0.00208	0.011393	0.019903	0.189037	0.007748	化学纤维制造业
000333	2016-12-31	A	C38	0.119613	0.105943	0.160947	0.797348	0.253774	0.144114	0.259067	0.27306	0.72694	0.10963	0.099733	0.111154	0.060491	-0.006325	0.164608		电气机械及器材制造业
000333	2017-12-31	A	C38	0.108289	0.088898	0.1389	0.8526	0.245042	0.123784	0.215469	0.250306	0.749694	0.089849	0.077317	0.111081	0.061402	0.00339	0.379866		电气机械及器材制造业
000333	2018-12-31	A	C38	0.09359	0.084604	0.131616	0.96143	0.246898	0.12032	0.182487	0.275356	0.724644	0.09845	0.083378	0.119715	0.036862	-0.007021	0.187449	0.032262	电气机械及器材制造业
000333	2019-12-31	A	C38	0.09793	0.089373	0.134105	1.146307	0.252834	0.122134	0.190291	0.288632	0.711368	0.106691	0.090854	0.124404	0.034259	-0.008021	0.040272	0.034643	电气机械及器材制造业
000333	2020-12-31	A	C38	0.087646	0.083059	0.12008	1.253034	0.237398	0.112662	0.173874	0.251148	0.748852	0.110806	0.096779	0.096834	0.032595	-0.009282	0.074853	0.035601	电气机械及器材制造业
000338	2016-12-31	A	C36	0.034567	0.025703	0.053265	0.14519	0.083152	0.030813	0.053672	0.226258	0.773742	0.044196	0.038593	0.082038	0.082114	0.002134	0.055458		汽车制造业
000338	2017-12-31	A	C36	0.062932	0.051976	0.103859	0.347249	0.18242	0.073842	0.103032	0.218393	0.781607	0.068516	0.060556	0.068205	0.063348	0.003898	0.042545		汽车制造业
000338	2018-12-31	A	C36	0.070565	0.058877	0.111547	0.411367	0.196026	0.080722	0.122319	0.223348	0.776652	0.085421	0.073	0.06668	0.039305	0.000473	0.054182	0.027127	汽车制造业
000338	2019-12-31	A	C36	0.06592	0.053865	0.101643	0.426983	0.180363	0.072009	0.117604	0.217983	0.782017	0.081187	0.068289	0.064545	0.039574	0.001264	0.075821	0.029984	汽车制造业
000338	2020-12-31	A	C36	0.051068	0.044426	0.08091	0.38851	0.150123	0.061781	0.093245	0.193115	0.806885	0.063095	0.05709	0.055002	0.039039	0.001413	0.119935	0.030447	汽车制造业
000338	2021-12-31	A	C36	0.049641	0.042189	0.073778	0.356218	0.125905	0.054887	0.088064	0.194554	0.805446	0.068235	0.056802	0.053563	0.039578	-0.002213	0.033746	0.033838	汽车制造业
000400	2016-12-31	A	C38	0.084414	0.070217	0.080956	0.928968	0.130422	0.115124	0.142794	0.232697	0.767303	0.100661	0.097896	0.04659	0.064121	0.004721	0.361955		电气机械及器材制造业
000400	2017-12-31	A	C38	0.056512	0.046052	0.053547	0.611193	0.086989	0.081401	0.101966	0.206222	0.793778	0.07634	0.065996	0.034873	0.067127	0.00425	0.031256		电气机械及器材制造业
000400	2018-12-31	A	C38	0.024465	0.018317	0.021568	0.225901	0.033222	0.036597	0.044238	0.174145	0.825855	0.037536	0.033312	0.042089	0.049744	0.004958	0.007731	0.040775	电气机械及器材制造业
000400	2019-12-31	A	C38	0.037934	0.033335	0.039663	0.390851	0.05807	0.052948	0.064039	0.180408	0.819592	0.054245	0.048686	0.036892	0.042753	0.00037	0.002955	0.041602	电气机械及器材制造业
000400	2020-12-31	A	C38	0.056714	0.048904	0.05884	0.502511	0.088434	0.079606	0.095493	0.201805	0.798195	0.079356	0.07172	0.033893	0.042844	0.002083	0.06616	0.045747	电气机械及器材制造业
000403	2016-12-31	A	C27	0.07489	0.03214	0.07917	0.075277	0.077772	0.088386	0.160758	0.561151	0.438849	0.090595	0.072871	0.088282	0.304192	0.054927			医药制造业
000403	2017-12-31	A	C27	0.055616	0.011726	0.023298	0.033166	0.028519	0.051081	0.11964	0.569813	0.430187	0.122029	0.022243	0.114027	0.276295	0.040679			医药制造业
000403	2018-12-31	A	C27	0.093386	0.056813	0.103936	0.174068	0.129023	0.121159	0.193984	0.533255	0.466745	0.108697	0.087155	0.170287	0.1821	0.029765		0.033248	医药制造业
000403	2019-12-31	A	C27	0.161897	0.121823	0.205765	0.398247	0.221815	0.189671	0.282806	0.523389	0.476611	0.196622	0.172376	0.157965	0.122212	0.022665		0.01609	医药制造业
000403	2020-12-31	A	C27	0.149277	0.124943	0.221104	0.500599	0.206596	0.136692	0.236795	0.4882	0.5118	0.209818	0.173995	0.151079	0.111943	0.001018		0.010473	医药制造业
000404	2016-12-31	A	C34	0.046708	0.052513	0.069072	0.294232	0.127364	0.047292	0.109442	0.137183	0.862817	0.0629	0.056821	0.022543	0.070092	-0.015307	0.321621		通用设备制造业
000404	2017-12-31	A	C34	0.029451	0.023461	0.030522	0.154652	0.058812	0.028476	0.07148	0.118066	0.881934	0.030112	0.026139	0.021821	0.065238	0.002255	0.104467		通用设备制造业
000404	2018-12-31	A	C34	0.021017	0.01632	0.021286	0.110713	0.040059	0.021466	0.049755	0.120202	0.879798	0.022444	0.018381	0.024627	0.035811	0.001737	0.232621	0.033165	通用设备制造业
000404	2019-12-31	A	C34	0.009075	0.009833	0.01272	0.064181	0.023599	0.007874	0.020337	0.106596	0.893404	0.012566	0.01043	0.023524	0.036696	-0.003607	0.047573	0.033112	通用设备制造业
000404	2020-12-31	A	C34	0.01927	0.017152	0.022293	0.120454	0.041877	0.020283	0.043121	0.114461	0.885539	0.019955	0.017382	0.022961	0.028765	-0.000984	0.051221	0.036256	通用设备制造业
000404	2021-12-31	A	C34	0.025259	0.025556	0.033371	0.197788	0.064126	0.027146	0.058794	0.086521	0.913479	0.024708	0.021948	0.010317	0.027024	-0.003526	0.147594	0.032884	通用设备制造业
000408	2017-12-31	A	C26	0.197485	0.161128	0.35407	0.373525	0.194353	0.179666	0.231883	0.730518	0.269482	0.456853	0.38351	0.157815	0.019563	0.015391	0.056214		化学原料及化学制品制造业
000408	2018-12-31	A	C26	0.121697	0.09926	0.215088	0.264404	0.121713	0.110669	0.148346	0.68348	0.31652	0.380536	0.31716	0.173904	0.023451	0.013772	0.056094	0.00004	化学原料及化学制品制造业
