Stkcd	Accper	Indcd	F100101B	F100201B	F100301B	F100401A	F100901A	F100902A	F100903A	F100904A	Indnme
股票代码	截止日期	行业代码	市盈率1	市销率1	市现率1	市净率	托宾Q值A	托宾Q值B	托宾Q值C	托宾Q值D	行业名称
300509	2016-12-31	C35	76.601342	10.053345	328.543196	7.886334	1.885748	1.93378	4.542992	4.658706	专用设备制造业
300509	2017-12-31	C35	36.631235	4.339793	25.262099	3.598406	1.414287	1.450572	2.260202	2.31819	专用设备制造业
300509	2018-12-31	C35	39.795503	3.332323	38.708944	2.919165	1.290376	1.319559	1.883273	1.925864	专用设备制造业
300509	2019-12-31	C35	39.445124	3.031471	201.90837	3.100177	1.543021	1.580101	1.979299	2.026863	专用设备制造业
300509	2020-12-31	C35	31.242974	2.897568	9.758022	2.951169	1.448045	1.478407	1.797234	1.834917	专用设备制造业
300510	2016-12-31	C38	99.470572	15.948977	249.563955	9.848838	2.683755	2.743613	7.71347	7.885511	电气机械及器材制造业
300510	2017-12-31	C38	49.761259	8.64457	192.091897	2.744785	1.442306	2.395444	2.351457	3.905402	电气机械及器材制造业
300510	2018-12-31	C38	24.575694	3.922961	40.131101	1.139024	1.036785	1.829781	1.110499	1.959875	电气机械及器材制造业
300510	2019-12-31	C38		6.669132	98.549978	2.086604	1.699472	2.100361	1.823567	2.253729	电气机械及器材制造业
300510	2020-12-31	C38	75.822865	5.009867	107.045838	1.622969	1.481923	1.824862	1.506156	1.854703	电气机械及器材制造业
300512	2016-12-31	C34	55.869637	14.144209	47.181854	6.726641	1.938958	2.015551	4.755831	4.943696	通用设备制造业
300512	2017-12-31	C34	26.082989	7.064989	36.794385	3.452429	1.471518	1.526262	2.635849	2.73391	通用设备制造业
300512	2018-12-31	C34	17.474198	4.511361		2.434864	1.275592	1.360722	1.956119	2.086666	通用设备制造业
300512	2019-12-31	C34	29.257534	3.612		2.209005	1.709632	1.825849	1.885074	2.013216	通用设备制造业
300512	2020-12-31	C34	73.135461	4.661427	28.298264	2.162113	1.648658	1.749726	1.809575	1.920508	通用设备制造业
300514	2017-12-31	C39	39.659517	4.742075	113.39548	5.86233	1.762303	1.767936	4.04921	4.062154	计算机、通信和其他电子设备制造业
300514	2018-12-31	C39	47.323969	3.561336	57.947629	4.698521	1.989146	2.023489	3.190315	3.245397	计算机、通信和其他电子设备制造业
300514	2019-12-31	C39	46.895241	3.198345	19.661963	4.364424	1.757707	1.779698	2.677829	2.711331	计算机、通信和其他电子设备制造业
300514	2020-12-31	C39	71.052537	3.622744	22.244843	4.013675	2.475277	2.511409	2.929576	2.97234	计算机、通信和其他电子设备制造业
300515	2016-12-31	C40	147.41574	24.558429	162.866726	11.458031	3.22019	3.259897	9.88076	10.002595	仪器仪表制造业
300515	2017-12-31	C40	96.85327	11.18545	94.627168	5.107493	2.547076	2.575256	4.392431	4.441028	仪器仪表制造业
300515	2018-12-31	C40	50.471529	6.910667	55.9628	3.707007	1.952357	1.989119	3.114595	3.173241	仪器仪表制造业
300515	2019-12-31	C40	43.886791	6.93568	25.668188	3.876178	2.896986	2.94173	3.231687	3.2816	仪器仪表制造业
300515	2020-12-31	C40	29.258981	6.721629	28.292756	3.817122	2.765951	2.798349	3.081195	3.117285	仪器仪表制造业
300516	2016-12-31	C39	82.814391	24.664597	125.51377	10.006228	2.909519	2.925639	8.638078	8.685936	计算机、通信和其他电子设备制造业
300516	2017-12-31	C39	122.338567	17.512927		4.666468	2.310905	2.324075	4.339884	4.364618	计算机、通信和其他电子设备制造业
300516	2018-12-31	C39	72.148941	7.071654	71.268695	2.75157	1.599893	1.608192	2.52839	2.541506	计算机、通信和其他电子设备制造业
300516	2019-12-31	C39	85.808276	9.33157	60.056286	4.962018	4.496072	4.521147	4.496072	4.521147	计算机、通信和其他电子设备制造业
300516	2020-12-31	C39	83.503113	7.872447	20.822169	5.023839	4.042059	4.066659	4.042059	4.066659	计算机、通信和其他电子设备制造业
300516	2021-12-31	C39	82.67673	8.855624		5.416089	4.449101	4.474604	4.449101	4.474604	计算机、通信和其他电子设备制造业
300519	2016-12-31	C27	54.472644	20.550965	53.472017	10.11766	3.082719	3.127965	9.330876	9.467829	医药制造业
300519	2017-12-31	C27	29.766602	10.165181	25.43627	4.47713	2.955316	2.993286	4.166504	4.220036	医药制造业
300519	2018-12-31	C27	25.146664	8.009922	23.851935	2.937631	2.087202	2.111859	2.774517	2.807293	医药制造业
300519	2019-12-31	C27	23.088218	7.443468	22.062519	2.710982	2.133117	2.164984	2.588946	2.627623	医药制造业
300519	2020-12-31	C27	25.848599	9.037719	22.718782	3.093806	2.386131	2.417461	2.943742	2.982393	医药制造业
300521	2016-12-31	C35	103.353464	26.02711	153.361547	10.361911	3.112465	3.15836	9.44986	9.589202	专用设备制造业
300521	2017-12-31	C35	66.346178	13.505906	70.508417	4.924008	3.339202	3.386742	4.550843	4.615633	专用设备制造业
300521	2018-12-31	C35	49.698288	7.270371	40.02996	2.446015	1.84294	1.888005	2.279572	2.335314	专用设备制造业
300521	2019-12-31	C35	264.325962	9.239409	169.614643	2.890932	2.691239	2.75363	2.69125	2.753642	专用设备制造业
300521	2020-12-31	C35		21.488138	129.74612	5.703201	5.031707	5.115527	5.031733	5.115554	专用设备制造业
300522	2016-12-31	C26	97.461214	22.951663	136.372696	11.346001	3.383097	3.561585	10.53096	11.08656	化学原料及化学制品制造业
300522	2017-12-31	C26	47.32873	8.945819	61.775341	4.294576	2.326205	2.438173	4.056093	4.251325	化学原料及化学制品制造业
300522	2018-12-31	C26	30.779429	6.189887	38.809498	3.189542	1.854815	1.970787	2.986343	3.173063	化学原料及化学制品制造业
300522	2019-12-31	C26	30.236845	5.959571	44.007269	3.425052	2.40111	2.51233	3.209008	3.357651	化学原料及化学制品制造业
300522	2020-12-31	C26	44.046782	8.998877	47.27971	5.640331	3.530892	3.958665	4.766023	5.343434	化学原料及化学制品制造业
300526	2016-12-31	C35	254.75103	24.512664	1578.816637	18.404702	4.169388	4.39361	13.663743	14.398553	专用设备制造业
300526	2017-12-31	C35	72.393757	8.177937	39.704143	5.992186	2.071733	2.215587	4.072224	4.354984	专用设备制造业
300526	2018-12-31	C35	84.67954	4.795136	15.259332	3.514707	1.458233	1.85691	2.307004	2.937733	专用设备制造业
300526	2019-12-31	C35	4972.479471	19.492389	326.773543	16.70728	9.442289	12.11331	9.47046	12.14945	专用设备制造业
300526	2020-12-31	C35		77.734187	5785.555648	34.693487	20.222835	27.073888	20.224869	27.076612	专用设备制造业
300527	2016-12-31	C35	82.884026	6.557167		7.18091	1.8134	1.899526	4.252897	4.454885	专用设备制造业
300527	2017-12-31	C35	60.865997	5.330529	164.088171	5.938976	1.918002	2.054655	4.110624	4.403497	专用设备制造业
300527	2018-12-31	C35	24.079401	2.175315		2.698952	1.255687	1.31973	1.866388	1.961578	专用设备制造业
300527	2019-12-31	C35	56.818283	4.056519	11.839806	4.46362	2.967515	3.113705	2.967515	3.113705	专用设备制造业
300527	2020-12-31	C35	100.155415	5.298751		3.355418	2.583102	2.696365	2.583109	2.696372	专用设备制造业
300529	2016-12-31	C35	95.927492	35.664597	108.537915	16.374843	2.427696	2.47366	15.005023	15.289115	专用设备制造业
300529	2017-12-31	C35	46.690965	18.485038	43.674871	9.544641	2.772633	2.854165	7.984162	8.218943	专用设备制造业
300529	2018-12-31	C35	43.190344	17.035733	45.087266	10.056802	2.948208	3.084484	8.600084	8.997607	专用设备制造业
300529	2019-12-31	C35	52.887504	21.005984	51.545877	13.856851	7.132744	7.406236	12.186381	12.653644	专用设备制造业
300529	2020-12-31	C35	62.07997	27.781487	56.601794	19.125985	10.645214	11.107801	16.967435	17.704754	专用设备制造业
300530	2016-12-31	C26	98.845338	35.21061	108.818207	9.903901	3.102292	3.208944	9.409166	9.732642	化学原料及化学制品制造业
300530	2017-12-31	C26	47.74109	18.436026	86.140938	5.215191	2.158173	2.226726	4.846984	5.000945	化学原料及化学制品制造业
300530	2018-12-31	C26	37.952489	11.773606	69.886079	4.141388	1.873609	1.929777	3.918607	4.036082	化学原料及化学制品制造业
300530	2019-12-31	C26	124.186027	21.785308		7.092271	3.70565	3.819115	6.609831	6.812222	化学原料及化学制品制造业
300530	2020-12-31	C26		51.391052		18.286142	4.04991	4.445562	5.988644	6.573699	化学原料及化学制品制造业
300530	2021-12-31	C26		38.447314		29.886153	3.206878	3.425499	3.957365	4.227149	化学原料及化学制品制造业
300531	2016-12-31	C39	172.040624	34.910761	367.131568	20.747522	5.294318	5.301188	18.177273	18.200859	计算机、通信和其他电子设备制造业
300531	2017-12-31	C39	80.279854	10.019404	76.607824	7.074505	2.957337	3.302258	5.492396	6.132986	计算机、通信和其他电子设备制造业
300531	2018-12-31	C39	35.975424	4.932667		6.298451	2.442917	2.639356	4.311721	4.658434	计算机、通信和其他电子设备制造业
300531	2019-12-31	C39	91.849083	5.344147	24.211164	3.990964	2.795118	3.840584	3.00454	4.128337	计算机、通信和其他电子设备制造业
300531	2020-12-31	C39	43.692365	4.453067	41.109748	3.393608	2.613659	3.469655	2.798928	3.715601	计算机、通信和其他电子设备制造业
300534	2016-12-31	C27	117.021633	20.504024	420.964395	7.857411	2.580392	2.768102	7.320838	7.853392	医药制造业
300534	2017-12-31	C27	177.445894	11.263463		4.263569	2.807211	2.985867	3.971365	4.22411	医药制造业
300534	2018-12-31	C27	141.322344	8.54048	169.563961	2.407131	1.871317	2.008952	2.30287	2.472244	医药制造业
300534	2019-12-31	C27	117.476186	7.55179	63.984258	2.442741	2.298335	2.517951	2.315835	2.537122	医药制造业
300534	2020-12-31	C27	534.998188	6.890425	40.375448	2.376252	2.162032	2.35352	2.173739	2.366264	医药制造业
300535	2016-12-31	C26	93.311104	18.030415	110.979546	8.615838	2.72861	2.886328	7.912124	8.36946	化学原料及化学制品制造业
300535	2017-12-31	C26	42.946799	6.68011	148.048815	3.353635	2.142269	2.256559	3.150983	3.319087	化学原料及化学制品制造业
300535	2018-12-31	C26	31.1032	3.601557		1.812878	1.413583	1.481579	1.815807	1.90315	化学原料及化学制品制造业
300535	2019-12-31	C26	36.18788	3.587484	45.888929	1.885126	1.515267	1.57746	1.755891	1.827961	化学原料及化学制品制造业
300535	2020-12-31	C26	26.33962	3.109297		1.661117	1.434334	1.502586	1.537464	1.610623	化学原料及化学制品制造业
300537	2017-12-31	C26	49.001082	6.693529	121.666174	2.428364	1.402205	2.463389	2.129106	3.740407	化学原料及化学制品制造业
300537	2018-12-31	C26	32.574738	2.774417	32.950812	1.39173	1.134133	2.072345	1.277897	2.335038	化学原料及化学制品制造业
300537	2019-12-31	C26	47.815561	4.500226		2.733887	1.729077	3.093426	2.192249	3.92207	化学原料及化学制品制造业
300537	2020-12-31	C26		4.218646	36.144704	2.88133	1.897992	2.987743	2.382483	3.750408	化学原料及化学制品制造业
300540	2016-12-31	C34	107.062408	14.529039		6.942142	2.055415	2.080069	5.221661	5.284293	通用设备制造业
300540	2017-12-31	C34	96.041208	8.328918		3.02942	1.740668	1.759744	2.38851	2.414686	通用设备制造业
300540	2018-12-31	C34		4.427044		2.764558	1.480264	1.494725	1.935337	1.954244	通用设备制造业
300540	2019-12-31	C34	186.876511	4.061998	39.389024	3.123413	1.869243	1.904531	2.275794	2.318757	通用设备制造业
300540	2020-12-31	C34	162.208483	4.305248		3.790729	1.972524	2.000078	2.366141	2.399193	通用设备制造业
300543	2016-12-31	C39	87.94632	7.195772	104.140914	11.016761	2.62933	2.710593	7.517319	7.749652	计算机、通信和其他电子设备制造业
300543	2017-12-31	C39	46.684971	3.159012	31.442756	5.722826	1.995364	2.05172	3.803842	3.911275	计算机、通信和其他电子设备制造业
300543	2018-12-31	C39	45.577543	1.690396		3.066162	1.464277	1.505083	2.307823	2.372137	计算机、通信和其他电子设备制造业
300543	2019-12-31	C39	27.529896	2.01055	13.83961	3.710844	2.259861	2.309786	2.681717	2.740962	计算机、通信和其他电子设备制造业
300543	2020-12-31	C39	18.949702	1.700352	10.180573	3.18709	1.893975	1.923023	2.167319	2.200558	计算机、通信和其他电子设备制造业
300545	2016-12-31	C35	159.19055	23.882236		13.186426	3.297651	3.392421	10.18879	10.481603	专用设备制造业
300545	2017-12-31	C35	83.257502	10.092492	95.007372	9.224429	2.296306	2.334929	5.032548	5.117193	专用设备制造业
300545	2018-12-31	C35	34.96886	4.493436		5.035963	1.686338	1.995104	3.055292	3.614713	专用设备制造业
300545	2019-12-31	C35	47.129162	5.534282	56.164904	5.285386	2.055036	2.334507	3.120647	3.545033	专用设备制造业
300545	2020-12-31	C35	54.50516	5.103079		4.732677	1.910487	2.112615	2.77568	3.069345	专用设备制造业
300546	2016-12-31	C39	100.214589	20.669233	134.844922	10.486715	2.908706	3.025612	8.631963	8.978895	计算机、通信和其他电子设备制造业
300546	2017-12-31	C39	35.947441	7.51956	54.118722	4.495304	2.100865	2.148753	3.357269	3.433796	计算机、通信和其他电子设备制造业
300546	2018-12-31	C39	32.455305	5.828946	364.930967	4.753414	2.204621	2.247079	3.53165	3.599666	计算机、通信和其他电子设备制造业
300546	2019-12-31	C39	32.171676	5.593822	45.486666	4.607114	2.663779	2.718063	3.779506	3.856527	计算机、通信和其他电子设备制造业
300546	2020-12-31	C39		5.751848		2.739986	1.888602	1.929992	2.419843	2.472876	计算机、通信和其他电子设备制造业
300548	2016-12-31	C39	102.96937	22.013742	105.389108	12.603354	3.54646	3.586593	11.184607	11.311177	计算机、通信和其他电子设备制造业
300548	2017-12-31	C39	51.694445	11.81214	55.699146	6.674923	3.105794	3.135725	6.103663	6.162486	计算机、通信和其他电子设备制造业
300548	2018-12-31	C39	1317.634014	11.164396	34.008274	5.058195	2.4044	2.787295	4.431742	5.137488	计算机、通信和其他电子设备制造业
300548	2019-12-31	C39	744.739258	14.236542		9.342356	6.224592	7.124808	7.753351	8.874659	计算机、通信和其他电子设备制造业
300548	2020-12-31	C39	58.912007	6.709496		7.209521	4.406071	4.869045	5.435815	6.006991	计算机、通信和其他电子设备制造业
300548	2021-12-31	C39	35.33656	4.972572	59.491545	3.768078	2.835486	2.997865	3.246805	3.432739	计算机、通信和其他电子设备制造业
300549	2016-12-31	C35	88.156364	12.592137	78.756175	10.493589	2.772388	2.893349	8.088491	8.441394	专用设备制造业
300549	2017-12-31	C35	37.391414	6.143216	130.139456	5.666112	2.39584	2.482706	4.049171	4.195981	专用设备制造业
300549	2018-12-31	C35	30.986114	3.986796	17.620287	2.949518	1.69596	1.756438	2.339933	2.423376	专用设备制造业
300549	2019-12-31	C35	86.13533	5.110748	64.577587	3.548088	2.295816	2.377181	2.735346	2.832288	专用设备制造业
300549	2020-12-31	C35	132.190439	9.627797	53.529399	5.705267	3.582518	3.727401	4.458487	4.638796	专用设备制造业
300551	2016-12-31	C35	128.408755	18.572548		9.495523	2.552377	2.576694	7.202742	7.271364	专用设备制造业
300551	2017-12-31	C35	131.058251	8.189189	152.608555	3.726006	2.227586	2.249118	3.081646	3.111433	专用设备制造业
300551	2018-12-31	C35	98.121147	4.724027	45.888696	2.329877	1.542346	1.563758	1.918818	1.945458	专用设备制造业
300551	2019-12-31	C35	70.321299	6.7813	47.497903	5.374591	2.975407	3.006056	3.865749	3.905569	专用设备制造业
300551	2020-12-31	C35	241.147413	19.992473	90.221721	9.235442	5.417127	5.776326	7.215099	7.693518	专用设备制造业
300553	2016-12-31	C40	153.647424	41.865023	156.43466	13.435969	3.854929	3.910987	12.419718	12.600321	仪器仪表制造业
300553	2017-12-31	C40	92.50957	17.124857		6.080313	2.462624	2.504273	5.637907	5.733256	仪器仪表制造业
300553	2018-12-31	C40	130.521514	11.156012	318.884244	4.822742	2.187277	2.225449	4.402989	4.479829	仪器仪表制造业
300553	2019-12-31	C40	100.150195	10.617244	82.891981	5.319493	3.266612	3.315271	4.855831	4.928163	仪器仪表制造业
300553	2020-12-31	C40	145.124903	8.973341	78.925916	4.318082	2.674299	2.704695	3.661319	3.702934	仪器仪表制造业
300555	2016-12-31	C39	94.174858	12.683208		8.302581	2.380395	2.432387	6.521579	6.664023	计算机、通信和其他电子设备制造业
300555	2017-12-31	C39	53.459516	6.542362		3.868523	2.037726	2.108423	3.237354	3.349671	计算机、通信和其他电子设备制造业
300555	2018-12-31	C39	168.585148	4.746233		2.522353	1.515525	1.561508	2.181433	2.247621	计算机、通信和其他电子设备制造业
300555	2019-12-31	C39	365.023986	7.096765	34.769569	2.896441	2.332853	2.395724	2.545801	2.614411	计算机、通信和其他电子设备制造业
300555	2020-12-31	C39	452.922101	9.874631	21.08075	2.87125	2.300152	2.359943	2.495195	2.560057	计算机、通信和其他电子设备制造业
300557	2016-12-31	C40	98.190293	20.600354	151.110991	9.157628	2.590502	2.63118	7.32435	7.439364	仪器仪表制造业
300557	2017-12-31	C40	59.981231	9.508458		4.371424	2.729885	2.797203	3.817836	3.911982	仪器仪表制造业
300557	2018-12-31	C40	68.04696	6.038721	28.834029	2.443511	1.669624	1.713197	2.109952	2.165015	仪器仪表制造业
300557	2019-12-31	C40	101.085912	5.799445	51.276171	2.886144	2.115749	2.159254	2.12671	2.170441	仪器仪表制造业
300557	2020-12-31	C40	84.011985	3.534062	62.956049	2.874002	1.932987	1.964644	1.93782	1.969556	仪器仪表制造业
300557	2021-12-31	C40	84.971396	3.88119	149.30388	3.167121	2.046483	2.074711	2.051904	2.080207	仪器仪表制造业
300558	2016-12-31	C27	80.447498	28.591361	72.702569	15.341226	2.305109	2.472609	13.764603	14.764806	医药制造业
300558	2017-12-31	C27	101.201849	24.727506	91.207908	12.281107	4.557861	6.968405	9.407012	14.382155	医药制造业
300558	2018-12-31	C27	78.398703	10.472362	44.76295	5.822728	2.296382	3.110344	4.068785	5.510982	医药制造业
300558	2019-12-31	C27	116.656344	16.954301	47.463393	10.669666	6.465063	8.29965	6.776568	8.69955	医药制造业
300558	2020-12-31	C27	73.801959	23.719243	68.668394	10.704444	8.476265	10.522497	8.690375	10.788296	医药制造业
300558	2021-12-31	C27	87.36541	14.765187	62.967209	7.076817	5.524572	7.411139	5.54038	7.432346	医药制造业
300562	2016-12-31	C35	67.828886	7.087095	69.862351	10.790365	2.87746	3.036504	8.48447	8.953427	专用设备制造业
300562	2017-12-31	C35	246.054271	4.958615		8.355537	3.223082	3.486433	6.010992	6.502137	专用设备制造业
300562	2018-12-31	C35	84.397146	2.399268	21.838462	3.495868	1.670491	1.806036	2.511333	2.715104	专用设备制造业
300562	2019-12-31	C35	96.125882	3.251822	38.335329	5.058584	2.420109	2.588281	3.348617	3.58131	专用设备制造业
300562	2020-12-31	C35	61.334563	3.115182	53.394488	6.357435	2.544344	2.679688	3.541499	3.729885	专用设备制造业
300562	2021-12-31	C35		1.939762		3.372627	1.946231	2.050175	2.386204	2.513646	专用设备制造业
300563	2016-12-31	C39	123.140469	14.187896	138.097485	10.452429	2.630078	2.771908	7.520312	7.925854	计算机、通信和其他电子设备制造业
300563	2017-12-31	C39	63.338656	7.763197	742.024331	5.623265	2.291371	2.469607	4.220879	4.549202	计算机、通信和其他电子设备制造业
300563	2018-12-31	C39	44.548509	5.311805	47.849702	4.062858	1.937293	2.087947	3.337754	3.597314	计算机、通信和其他电子设备制造业
300563	2019-12-31	C39	41.759977	4.752473	37.269787	4.239435	2.477496	2.645165	3.420366	3.651845	计算机、通信和其他电子设备制造业
300563	2020-12-31	C39	40.419963	4.022087	48.074391	2.755234	1.978051	2.059924	2.448704	2.550058	计算机、通信和其他电子设备制造业
300563	2021-12-31	C39	37.135962	3.082443	29.432286	2.759983	1.894581	1.960863	2.306598	2.387295	计算机、通信和其他电子设备制造业
300565	2016-12-31	C39	102.691718	8.962966	330.926202	8.825565	2.287023	2.373599	6.148091	6.380829	计算机、通信和其他电子设备制造业
300565	2017-12-31	C39	59.951596	5.251585	20.820846	4.725902	1.858233	1.924902	3.515338	3.641459	计算机、通信和其他电子设备制造业
300565	2018-12-31	C39	181.567713	5.588882	164.940252	4.104329	1.774515	1.851569	3.243345	3.384179	计算机、通信和其他电子设备制造业
300565	2019-12-31	C39		6.962605		3.5374	2.291018	2.487814	2.772716	3.01089	计算机、通信和其他电子设备制造业
300565	2020-12-31	C39	237.560975	3.737111		4.348209	2.270364	2.535137	2.72438	3.042101	计算机、通信和其他电子设备制造业
300566	2016-12-31	C39	85.832466	8.318529		9.065079	1.826249	1.971297	4.30458	4.646468	计算机、通信和其他电子设备制造业
300566	2017-12-31	C39	75.347594	6.284143	102.063668	6.998439	2.448698	2.671025	3.476668	3.792329	计算机、通信和其他电子设备制造业
300566	2018-12-31	C39	49.186207	2.255116		3.227646	1.453782	1.561316	1.744605	1.873651	计算机、通信和其他电子设备制造业
300566	2019-12-31	C39	55.867754	3.482844	31.597374	5.487132	2.132517	2.283473	2.567743	2.749508	计算机、通信和其他电子设备制造业
300566	2020-12-31	C39	34.468095	3.515631	32.531603	5.89945	2.34834	2.487986	2.809474	2.976541	计算机、通信和其他电子设备制造业
300567	2016-12-31	C40	86.378708	14.839353	194.336684	10.880188	2.803016	2.879908	8.212066	8.437337	仪器仪表制造业
300567	2017-12-31	C40	64.573128	12.189302	92.211259	12.630288	4.967137	5.061447	8.894659	9.06354	仪器仪表制造业
300567	2018-12-31	C40	27.250762	5.943994	46.882551	6.833431	2.375399	2.452364	3.68909	3.80862	仪器仪表制造业
300567	2019-12-31	C40	51.748104	6.898859		9.076775	2.878968	2.998909	3.818239	3.977311	仪器仪表制造业
300567	2020-12-31	C40	62.855355	6.526666	30.335466	7.296694	2.610388	2.734716	3.346438	3.505823	仪器仪表制造业
300568	2016-12-31	C26	64.080619	19.429767	57.913352	7.748784	2.140344	2.238611	5.561378	5.816708	化学原料及化学制品制造业
300568	2017-12-31	C26	58.125641	9.825599	128.273384	3.988179	2.076985	2.178306	2.617011	2.744675	化学原料及化学制品制造业
300568	2018-12-31	C26	21.023078	7.301792	17.776294	2.765752	1.51094	1.598892	1.762193	1.86477	化学原料及化学制品制造业
300568	2019-12-31	C26	53.559731	11.605999	47.26835	2.811876	1.530381	1.587481	1.841618	1.910331	化学原料及化学制品制造业
300568	2020-12-31	C26	133.811553	14.047713	47.210264	4.619565	2.486841	2.57267	2.859578	2.958272	化学原料及化学制品制造业
300568	2021-12-31	C26	98.970695	15.169619	70.708454	6.44051	3.727054	3.89085	4.130169	4.311681	化学原料及化学制品制造业
300569	2016-12-31	C38	47.638738	8.677676		5.100161	1.797855	1.889092	4.190656	4.403322	电气机械及器材制造业
300569	2017-12-31	C38	34.832744	4.606023	26.027315	1.986348	1.456997	1.52555	1.682059	1.761201	电气机械及器材制造业
300569	2018-12-31	C38	16.651351	1.383252		1.052149	1.016501	1.057925	1.029261	1.071205	电气机械及器材制造业
300569	2019-12-31	C38	11.942076	1.378269		1.606536	1.141411	1.167709	1.220427	1.248545	电气机械及器材制造业
300569	2020-12-31	C38	13.650029	1.850309	16.804023	2.574368	1.327587	1.362038	1.509698	1.548875	电气机械及器材制造业
300570	2016-12-31	C39	69.686763	16.782371	45.153114	6.643588	2.281163	2.409516	6.124651	6.469263	计算机、通信和其他电子设备制造业
300570	2017-12-31	C39	48.491214	9.903489	36.21936	4.319198	2.216696	2.32923	3.949695	4.150208	计算机、通信和其他电子设备制造业
300570	2018-12-31	C39	27.921623	5.317787	102.491161	3.450865	1.84003	1.915996	3.026553	3.151504	计算机、通信和其他电子设备制造业
300570	2019-12-31	C39	37.691958	8.314596	26.438037	4.76972	3.784597	3.936468	4.33096	4.504756	计算机、通信和其他电子设备制造业
300570	2020-12-31	C39	54.355736	6.840113	889.651478	3.047035	2.539348	2.64179	2.841023	2.955635	计算机、通信和其他电子设备制造业
300570	2021-12-31	C39	58.454981	6.387546	59.718299	3.445111	2.826702	2.942458	3.167534	3.297248	计算机、通信和其他电子设备制造业
300572	2016-12-31	C40	87.794132	13.529656	35.011663	8.500433	2.085921	2.170861	5.343033	5.560605	仪器仪表制造业
300572	2017-12-31	C40	53.949193	10.356705	23.062143	7.626902	2.54912	2.628927	4.373218	4.510132	仪器仪表制造业
300572	2018-12-31	C40	41.980354	9.943452		7.537677	2.893131	2.979685	5.064467	5.215981	仪器仪表制造业
300572	2019-12-31	C40	50.499566	9.572217	40.905319	10.751662	5.423469	5.540234	6.617018	6.75948	仪器仪表制造业
300572	2020-12-31	C40	41.375146	8.654344	150.339308	7.477854	3.97322	4.80657	5.131023	6.207212	仪器仪表制造业
300573	2016-12-31	C27	50.346976	8.058978	97.175013	5.245849	1.7665	1.827381	4.066001	4.206132	医药制造业
300573	2017-12-31	C27	51.6158	5.511009	60.677954	3.58522	2.39375	2.482083	3.114807	3.229748	医药制造业
300573	2018-12-31	C27	153.818879	3.213435	31.485683	2.498567	1.761189	1.821591	2.173053	2.24758	医药制造业
300573	2019-12-31	C27	204.910462	11.148015	81.627473	10.518406	5.652732	5.815402	7.419952	7.633478	医药制造业
300573	2020-12-31	C27	83.925097	11.389372	64.208945	11.301135	6.439894	6.602819	8.40353	8.616133	医药制造业
300575	2016-12-31	C26	60.745279	5.216739	44.850898	5.173066	1.657841	1.730573	3.629573	3.788808	化学原料及化学制品制造业
300575	2017-12-31	C26	24.776083	2.244576	18.127052	2.883368	1.517201	1.570983	2.103098	2.177649	化学原料及化学制品制造业
300575	2018-12-31	C26	15.009571	1.902828	11.205462	2.598338	1.404517	1.447075	1.862764	1.919207	化学原料及化学制品制造业
300575	2019-12-31	C26	24.894713	2.326612	14.317671	2.829574	1.589065	1.635985	2.053595	2.114231	化学原料及化学制品制造业
300575	2020-12-31	C26	27.069863	2.847376	16.565215	3.631458	1.909018	1.982337	2.512208	2.608694	化学原料及化学制品制造业
300575	2021-12-31	C26	21.545462	2.119433	33.050173	2.794735	1.672268	1.722324	1.946062	2.004313	化学原料及化学制品制造业
300576	2016-12-31	C26	59.598212	6.493738	49.630266	5.379562	1.857839	1.926294	4.431355	4.594636	化学原料及化学制品制造业
300576	2017-12-31	C26	55.756649	5.653874	102.398031	5.040981	2.08333	2.154918	4.257002	4.403282	化学原料及化学制品制造业
300576	2018-12-31	C26	39.668028	3.951401	119.990118	3.819233	1.765338	1.821025	3.300969	3.405095	化学原料及化学制品制造业
300576	2019-12-31	C26	84.329963	7.011019	222.933489	6.885359	2.892525	2.959302	4.846535	4.958421	化学原料及化学制品制造业
300576	2020-12-31	C26	129.426915	13.521907	368.948007	14.370264	4.345891	5.1293	7.766402	9.166407	化学原料及化学制品制造业
300580	2018-12-31	C36	16.375007	3.491071	18.879208	1.878275	1.236929	1.30531	1.71681	1.811721	汽车制造业
300580	2019-12-31	C36	17.900655	3.746303	17.039166	1.976645	1.262179	1.346426	1.800665	1.920854	汽车制造业
300580	2020-12-31	C36	22.941139	4.362388	14.855733	2.222728	1.774558	1.865514	1.83055	1.924376	汽车制造业
300581	2016-12-31	C39	64.469712	16.597655	222.3934	6.524458	2.075618	2.113651	5.302473	5.399633	计算机、通信和其他电子设备制造业
300581	2017-12-31	C39	57.02938	15.550929		4.949668	2.101154	2.136012	4.170202	4.239384	计算机、通信和其他电子设备制造业
300581	2018-12-31	C39	32.283395	11.983401	224.795904	3.333265	1.663027	1.687144	2.908843	2.951027	计算机、通信和其他电子设备制造业
300581	2019-12-31	C39	54.46274	11.089267		4.00354	3.453941	3.562041	3.453941	3.562041	计算机、通信和其他电子设备制造业
300581	2020-12-31	C39	122.906826	28.57827		10.79932	8.864492	9.107582	8.864492	9.107582	计算机、通信和其他电子设备制造业
300581	2021-12-31	C39	290.163294	34.588485	189.188602	10.400614	8.510094	8.726485	8.510094	8.726485	计算机、通信和其他电子设备制造业
300582	2016-12-31	C39	51.05908	5.224877	163.753438	3.745611	1.367069	1.444281	2.468275	2.607683	计算机、通信和其他电子设备制造业
