Stkcd	Accper	Indcd	F100101B	F100201B	F100301B	F100401A	F100901A	F100902A	F100903A	F100904A	Indnme
股票代码	截止日期	行业代码	市盈率1	市销率1	市现率1	市净率	托宾Q值A	托宾Q值B	托宾Q值C	托宾Q值D	行业名称
000811	2020-12-31	C34	28.045398	1.612104	12.322529	1.455717	1.249279	1.420449	1.249284	1.420455	通用设备制造业
000811	2021-12-31	C34	36.548885	2.132162	24.949902	2.316198	1.66126	1.84637	1.661275	1.846386	通用设备制造业
000813	2017-12-31	C27	10.320365	3.696759	21.339342	1.805754	2.398742	2.439322	3.901482	3.967483	医药制造业
000813	2018-12-31	C27	9.328812	2.637847	22.857126	1.643609	2.245187	2.275652	3.582954	3.631572	医药制造业
000813	2019-12-31	C27	17.717704	3.350982	3.815662	1.059919	2.286466	2.315116	2.431776	2.462247	医药制造业
000813	2020-12-31	C27	15.308549	4.350599	5.062077	0.703678	1.61542	1.725817	1.621411	1.732218	医药制造业
000816	2016-12-31	C34		4.919308	68.136966	2.425848	1.628717	2.217682	1.819291	2.47717	通用设备制造业
000816	2017-12-31	C34		2.617039		1.332442	1.173564	1.607802	1.184282	1.622487	通用设备制造业
000816	2018-12-31	C34	901.767666	1.420809	195.606161	0.637466	0.791362	1.070568	0.778477	1.053136	通用设备制造业
000816	2019-12-31	C34		1.472445		0.902338	0.943382	1.170536	0.939885	1.166197	通用设备制造业
000816	2020-12-31	C34	74.347826	3.233263	36.715927	2.310947	1.811563	2.273492	1.865145	2.340737	通用设备制造业
000816	2021-12-31	C34	91.237431	2.573504	33.448646	2.322035	1.807757	2.223081	1.860612	2.288079	通用设备制造业
000818	2016-12-31	C26	78.639632	3.366484	56.691269	3.781766	3.411273	4.293379	3.420878	4.305468	化学原料及化学制品制造业
000818	2017-12-31	C26	34.246992	2.640496	18.747309	3.446613	2.672701	4.241784	2.676544	4.247883	化学原料及化学制品制造业
000818	2018-12-31	C26	12.318043	1.664868	15.814325	2.583514	1.898317	2.851381	1.924661	2.890951	化学原料及化学制品制造业
000818	2019-12-31	C26	44.126824	3.652411	62.661742	5.003414	3.430195	5.000289	3.478397	5.070554	化学原料及化学制品制造业
000818	2020-12-31	C26	63.21337	4.051492	79.005957	4.538647	3.301177	4.754629	3.345033	4.817795	化学原料及化学制品制造业
000821	2016-12-31	C35	84.866281	6.054	101.971173	4.163697	2.445685	3.00439	3.000502	3.685952	专用设备制造业
000821	2017-12-31	C35	42.116836	3.874033	88.211776	3.122454	1.972197	2.480158	2.345506	2.949617	专用设备制造业
000821	2018-12-31	C35	35.336414	1.882	29.333067	1.438781	1.187423	1.62548	1.245398	1.704843	专用设备制造业
000821	2019-12-31	C35		1.542807	90.609971	1.51593	1.202798	1.440777	1.241534	1.487177	专用设备制造业
000821	2020-12-31	C35	157.847771	1.824095	22.036625	2.367437	1.443568	1.662946	1.522408	1.753767	专用设备制造业
000822	2016-12-31	C26		1.888331	22.057938	2.962916	2.119509	2.168813	2.119509	2.168813	化学原料及化学制品制造业
000822	2017-12-31	C26	12.311881	1.68166		2.891727	2.22995	2.274714	2.22995	2.274714	化学原料及化学制品制造业
000822	2018-12-31	C26	7.396402	0.824906	13.249054	1.298325	1.217761	1.240854	1.217761	1.240854	化学原料及化学制品制造业
000822	2019-12-31	C26	26.868394	0.951015	7.482027	1.319297	1.23539	1.25852	1.23539	1.25852	化学原料及化学制品制造业
000822	2020-12-31	C26		0.961208		1.176373	1.123412	1.146985	1.123412	1.146985	化学原料及化学制品制造业
000822	2021-12-31	C26	10.275548	1.063245	6.611964	1.767889	1.485063	1.509507	1.485063	1.509507	化学原料及化学制品制造业
000823	2016-12-31	C39	28.679489	1.889419	13.341122	1.998664	1.706681	1.727187	1.70674	1.727248	计算机、通信和其他电子设备制造业
000823	2017-12-31	C39	30.17634	1.679131	22.983953	2.078068	1.740863	1.76881	1.740926	1.768874	计算机、通信和其他电子设备制造业
000823	2018-12-31	C39	12.686982	0.847628	9.13474	1.12647	1.086564	1.102438	1.086571	1.102446	计算机、通信和其他电子设备制造业
000823	2019-12-31	C39	20.06095	1.498322	10.781577	1.831598	1.576853	1.607796	1.576902	1.607845	计算机、通信和其他电子设备制造业
000823	2020-12-31	C39	16.822684	1.19163	15.026824	1.428346	1.267028	1.287089	1.267051	1.287112	计算机、通信和其他电子设备制造业
000830	2016-12-31	C26	32.417412	0.747913	7.563798	0.947594	0.981943	1.027803	0.981932	1.027792	化学原料及化学制品制造业
000830	2017-12-31	C26	11.959845	1.479563	5.820276	2.222702	1.461602	1.539239	1.46188	1.539532	化学原料及化学制品制造业
000830	2018-12-31	C26	4.681325	0.674453	2.726551	1.306823	1.121237	1.183324	1.121299	1.183389	化学原料及化学制品制造业
000830	2019-12-31	C26	9.099392	0.851457	4.973074	1.360462	1.134957	1.192107	1.135026	1.19218	化学原料及化学制品制造业
000830	2020-12-31	C26	29.500546	1.383388	8.083903	1.69173	1.135926	1.2088	1.136002	1.208881	化学原料及化学制品制造业
000836	2016-12-31	C38	111.936176	4.651956	433.524889	4.474711	3.528109	3.656045	3.583297	3.713234	电气机械及器材制造业
000836	2017-12-31	C38	36.724283	2.450327	18.991995	2.45138	2.101039	2.168655	2.125065	2.193454	电气机械及器材制造业
000836	2018-12-31	C38	43.420919	1.764784	39.986529	2.768879	1.976723	2.042744	1.976782	2.042805	电气机械及器材制造业
000836	2019-12-31	C38	92.942506	3.939852	253.522024	3.456501	2.238315	2.312718	2.238458	2.312867	电气机械及器材制造业
000836	2020-12-31	C38	210.495045	3.285032	37.826649	2.623056	1.818758	1.876337	1.818853	1.876435	电气机械及器材制造业
000837	2016-12-31	C34	263.680249	2.174145		1.677406	1.210826	1.263221	1.303597	1.360007	通用设备制造业
000837	2017-12-31	C34	111.454289	1.414531	741.825049	1.180288	1.062597	1.101995	1.074497	1.114336	通用设备制造业
000837	2018-12-31	C34		0.854687		0.825403	0.946517	0.979565	0.936349	0.969043	通用设备制造业
000837	2019-12-31	C34		0.937646	74.388934	1.014212	1.00407	1.042534	1.004844	1.043338	通用设备制造业
000837	2020-12-31	C34	23.131308	1.175066	12.743646	1.667375	1.207695	1.254382	1.207776	1.254467	通用设备制造业
000837	2021-12-31	C34	27.669894	1.799669	20.954484	2.348136	1.51119	1.586458	1.663148	1.745985	通用设备制造业
000848	2016-12-31	C15	24.027964	4.343737	13.169397	5.457327	3.88684	4.350453	3.888457	4.352263	酒、饮料和精制茶制造业
000848	2017-12-31	C15	22.139259	4.383408	62.21845	4.553003	3.568771	4.026891	3.569315	4.027505	酒、饮料和精制茶制造业
000848	2018-12-31	C15	19.06634	3.707714	15.044614	4.021135	3.078834	3.455549	3.079275	3.456043	酒、饮料和精制茶制造业
000848	2019-12-31	C15	16.53166	3.414609	11.40216	3.791873	2.825498	3.124292	2.825885	3.12472	酒、饮料和精制茶制造业
000848	2020-12-31	C15	17.630561	4.10749	20.189057	3.414766	2.74732	3.037835	2.747363	3.037882	酒、饮料和精制茶制造业
000852	2016-12-31	C35		1.882611		3.531327	1.712852	1.73982	1.712852	1.73982	专用设备制造业
000852	2017-12-31	C35	167.100003	1.45123	121.530572	3.052757	1.557023	1.579303	1.557023	1.579303	专用设备制造业
000852	2018-12-31	C35	134.064575	0.870693		2.231386	1.30159	1.31817	1.30159	1.31817	专用设备制造业
000852	2019-12-31	C35	109.115185	0.748293		2.528441	1.336594	1.351756	1.336594	1.351756	专用设备制造业
000852	2020-12-31	C35	114.11891	0.563178	15.544416	1.78224	1.18719	1.20045	1.18719	1.20045	专用设备制造业
000856	2016-12-31	C35	154.343956	3.318477	607.837084	10.179447	2.947469	2.969732	2.947469	2.969732	专用设备制造业
000856	2017-12-31	C35	327.268382	2.634927	61.178331	12.791448	3.329762	3.506565	3.329762	3.506565	专用设备制造业
000856	2018-12-31	C35	236.163586	1.608968	35.948919	7.48287	2.366953	2.47449	2.366953	2.47449	专用设备制造业
000856	2019-12-31	C35	180.069112	0.960096	257.137126	5.427865	1.864755	1.945576	1.864755	1.945576	专用设备制造业
000856	2020-12-31	C35		0.620516	10.758643	3.743353	1.484854	1.543712	1.484854	1.543712	专用设备制造业
000856	2021-12-31	C35	101.341374	0.509257		4.315218	1.681395	1.695858	1.681395	1.695858	专用设备制造业
000858	2016-12-31	C15	18.54744	5.33271	11.189845	2.715125	2.329719	2.344959	2.329793	2.345033	酒、饮料和精制茶制造业
000858	2017-12-31	C15	30.063727	10.044855	31.048163	5.545964	4.504289	4.5299	4.504488	4.5301	酒、饮料和精制茶制造业
000858	2018-12-31	C15	14.068035	4.933682	16.033974	3.03283	2.503577	2.515682	2.537579	2.549849	酒、饮料和精制茶制造业
000858	2019-12-31	C15	28.323757	10.30152	22.338658	6.78475	5.045799	5.065403	5.137304	5.157264	酒、饮料和精制茶制造业
000858	2020-12-31	C15	54.168644	19.763195	77.07321	12.908728	9.973168	10.011426	10.176049	10.215085	酒、饮料和精制茶制造业
000860	2016-12-31	C15	29.55883	1.121079	12.450594	1.8402	1.317089	1.380557	1.321367	1.385041	酒、饮料和精制茶制造业
000860	2017-12-31	C15	24.77696	0.934138	4.436112	1.537922	1.208226	1.26171	1.208226	1.26171	酒、饮料和精制茶制造业
000860	2018-12-31	C15	24.991553	1.507003	5.730257	2.354346	1.527302	1.588109	1.527302	1.588109	酒、饮料和精制茶制造业
000860	2019-12-31	C15	47.748054	2.622545	29.952721	5.237919	2.435685	2.519847	2.435685	2.519847	酒、饮料和精制茶制造业
000860	2020-12-31	C15	126.205414	3.468918	34.814684	6.922873	3.124049	3.231811	3.124049	3.231811	酒、饮料和精制茶制造业
000868	2016-12-31	C36	98.812665	0.972292		3.142798	1.347386	1.38867	1.347388	1.388673	汽车制造业
000868	2017-12-31	C36		1.062065	23.203987	5.074608	1.582377	1.63226	1.58238	1.632264	汽车制造业
000868	2018-12-31	C36		0.862247		5.972804	1.300456	1.344845	1.31677	1.361716	汽车制造业
000868	2019-12-31	C36	82.163631	1.164335	7.526183	7.76801	1.617724	1.689405	1.651266	1.724434	汽车制造业
000868	2020-12-31	C36	29.637291	0.920062	7.497321	4.923273	1.443468	1.497194	1.467558	1.522181	汽车制造业
000868	2021-12-31	C36		1.659617		8.968192	1.693824	1.777859	1.693824	1.777859	汽车制造业
000869	2016-12-31	C15	25.165175	5.230779	27.729376	2.937883	2.061014	2.175184	2.061014	2.175184	酒、饮料和精制茶制造业
000869	2017-12-31	C15	24.864636	5.211285	26.411594	2.800715	1.932455	2.061292	1.932455	2.061292	酒、饮料和精制茶制造业
000869	2018-12-31	C15	17.112179	3.465814	18.260709	1.80194	1.373843	1.465529	1.373843	1.465529	酒、饮料和精制茶制造业
000869	2019-12-31	C15	17.414063	3.91031	23.480454	1.859639	1.414639	1.502	1.414639	1.502	酒、饮料和精制茶制造业
000869	2020-12-31	C15	63.17613	8.801971	59.163471	2.845107	1.943877	2.069261	1.943877	2.069261	酒、饮料和精制茶制造业
000880	2016-12-31	C34	188.923249	2.217709		2.948575	1.398851	1.473122	1.814911	1.911273	通用设备制造业
000880	2017-12-31	C34	108.172118	1.285235	6.585044	1.902434	1.163077	1.214918	1.333191	1.392614	通用设备制造业
000880	2018-12-31	C34	47.808877	0.839488	81.530817	1.44842	1.077496	1.123967	1.158336	1.208293	通用设备制造业
000880	2019-12-31	C34	25.836334	0.81311	15.905398	1.481751	1.080858	1.124007	1.165204	1.21172	通用设备制造业
000880	2020-12-31	C34	23.158189	0.767764	10.112763	1.622056	1.107183	1.163598	1.21899	1.281103	通用设备制造业
000880	2021-12-31	C34	22.16347	0.888851	16.773634	1.792871	1.139575	1.183891	1.285172	1.335151	通用设备制造业
000881	2018-12-31	C26	18.236071	1.015315	48.863864	1.138672	1.021333	1.100028	1.070983	1.153503	化学原料及化学制品制造业
000881	2019-12-31	C26	45.92013	0.925011	8.911227	1.053963	1.009481	1.092867	1.029099	1.114104	化学原料及化学制品制造业
000881	2020-12-31	C26	35.509802	1.563467	18.99968	1.620939	1.236599	1.330271	1.323372	1.423616	化学原料及化学制品制造业
000893	2020-12-31	C26	103.326403	17.485963	60.694239	1.588663	1.290414	3.566136	1.544985	4.269657	化学原料及化学制品制造业
000893	2021-12-31	C26	22.193836	24.216475	41.642008	4.111415	3.74778	7.394802	3.748188	7.395608	化学原料及化学制品制造业
000901	2016-12-31	C37	86.604242	2.454589	30.588175	3.619977	2.34326	2.972735	2.699538	3.424721	铁路、船舶、航空航天和其它运输设备制造业
000901	2017-12-31	C37	52.743497	1.648571	26.506154	2.402146	1.822085	2.292024	1.890497	2.37808	铁路、船舶、航空航天和其它运输设备制造业
000901	2018-12-31	C37	31.414815	0.935925	16.807201	1.301155	1.178603	1.474169	1.193465	1.492759	铁路、船舶、航空航天和其它运输设备制造业
000901	2019-12-31	C37	40.062433	1.159654	21.018998	1.596675	1.338652	1.640078	1.366834	1.674605	铁路、船舶、航空航天和其它运输设备制造业
000901	2020-12-31	C36		1.499545	137.442287	1.780596	1.459798	1.588141	1.481107	1.611323	汽车制造业
000901	2021-12-31	C36	203.016206	1.420487	31.136156	1.870768	1.506766	1.621242	1.506766	1.621242	汽车制造业
000902	2016-12-31	C26	26.105759	1.827682	20.157242	2.833049	1.55113	1.652454	2.200124	2.343841	化学原料及化学制品制造业
000902	2017-12-31	C26	18.844505	1.443219	14.243658	2.233484	1.708697	1.815456	1.791494	1.903427	化学原料及化学制品制造业
000902	2018-12-31	C26	14.411836	1.19063	64.415884	1.873165	1.530813	1.623082	1.590394	1.686254	化学原料及化学制品制造业
000902	2019-12-31	C26	15.940902	1.128908	6.993702	1.572768	1.33422	1.422025	1.371539	1.4618	化学原料及化学制品制造业
000902	2020-12-31	C26	21.946579	2.118119	8.767242	2.994229	2.10361	2.252716	2.213589	2.370491	化学原料及化学制品制造业
000903	2016-12-31	C34	34.440259	1.960965	54.736083	1.718128	1.333935	1.41517	1.371175	1.454679	通用设备制造业
000903	2017-12-31	C34	26.391949	1.160535		1.259837	1.115832	1.265888	1.131142	1.283257	通用设备制造业
000903	2018-12-31	C34	20.599239	0.723971	5.374704	0.850207	0.939391	1.051429	0.932409	1.043615	通用设备制造业
000903	2019-12-31	C34	27.016184	0.737826	3.939058	0.900438	0.960215	1.069059	0.955633	1.063957	通用设备制造业
000903	2020-12-31	C34	37.8037	0.864426	3.835615	1.510933	1.19611	1.346316	1.19611	1.346316	通用设备制造业
000903	2021-12-31	C34	95.739246	0.893414		1.253625	1.099557	1.242973	1.099557	1.242973	通用设备制造业
000908	2016-12-31	C27	11.219684	1.649083	353.309746	1.66684	1.699794	2.011028	2.281897	2.699715	医药制造业
000908	2017-12-31	C27	13.655924	0.978966	16.678539	0.972847	1.35228	1.61573	1.562839	1.867309	医药制造业
000908	2018-12-31	C27	9.318722	0.715514	5.271882	0.646419	1.160475	1.385208	1.199751	1.43209	医药制造业
000908	2019-12-31	C27		1.175015	43.661481	0.813291	1.260857	1.448055	1.320118	1.516116	医药制造业
000908	2020-12-31	C27		2.154837		2.964331	2.025636	2.159366	2.247576	2.395958	医药制造业
000912	2016-12-31	C26		2.528035	24.570164	67.02724	1.993958	2.055835	1.993958	2.055835	化学原料及化学制品制造业
000912	2017-12-31	C26		0.905356	7.146017		1.797128	1.86255	1.797128	1.86255	化学原料及化学制品制造业
000912	2018-12-31	C26	21.22076	1.687093	17.998884	1.568842	1.382578	1.423477	1.382578	1.423477	化学原料及化学制品制造业
000912	2019-12-31	C26	26.973154	1.375188	40.466917	1.501553	1.373015	1.403855	1.373015	1.403855	化学原料及化学制品制造业
000912	2020-12-31	C26	16.339746	1.110839	12.918078	1.152399	1.105112	1.125635	1.105112	1.125635	化学原料及化学制品制造业
000913	2016-12-31	C37	24.633569	3.346181	29.682513	3.193755	2.44405	2.551128	2.444367	2.551459	铁路、船舶、航空航天和其它运输设备制造业
000913	2017-12-31	C37	114.967018	3.323273	71.240501	3.575764	2.659196	2.763562	2.659196	2.763562	铁路、船舶、航空航天和其它运输设备制造业
000913	2018-12-31	C37	112.898536	1.345107		1.65102	1.375165	1.42155	1.375165	1.42155	铁路、船舶、航空航天和其它运输设备制造业
000913	2019-12-31	C37	29.092291	1.319409	14.992334	1.867619	1.492224	1.531819	1.492224	1.531819	铁路、船舶、航空航天和其它运输设备制造业
000913	2020-12-31	C37	58.959497	3.212774	23.072384	4.324761	2.930064	3.010086	2.930064	3.010086	铁路、船舶、航空航天和其它运输设备制造业
000915	2016-12-31	C27	21.6384	4.916178	15.16058	3.895799	3.265388	3.513999	3.274113	3.523388	医药制造业
000915	2017-12-31	C27	15.666034	3.996502	16.57499	3.183366	2.738922	2.854637	2.745619	2.861617	医药制造业
000915	2018-12-31	C27	14.477303	2.272333	6.439559	1.481595	1.387276	1.485351	1.388768	1.486948	医药制造业
000915	2019-12-31	C27	17.296587	3.44998	25.497849	2.418944	2.151056	2.290967	2.155489	2.295689	医药制造业
000915	2020-12-31	C27	10.288797	3.009836	7.45157	1.867304	1.688478	1.776495	1.688978	1.777021	医药制造业
000915	2021-12-31	C27	10.134517	3.521084	9.443292	2.099706	1.949138	2.053624	1.949919	2.054448	医药制造业
000919	2016-12-31	C27	30.670563	1.905499	70.921691	2.233595	1.974555	2.093858	1.97622	2.095624	医药制造业
000919	2017-12-31	C27	25.763812	1.395872	10.054756	1.458925	1.36278	1.444055	1.363367	1.444677	医药制造业
000919	2018-12-31	C27	10.939145	1.090029	7.284211	0.973519	0.977919	1.079411	0.977874	1.079361	医药制造业
000919	2019-12-31	C27	20.030935	1.451406	7.89787	1.074308	1.061047	1.133559	1.061198	1.13372	医药制造业
000919	2020-12-31	C27	41.38218	1.547993	12.443668	1.128924	1.103172	1.160668	1.103328	1.160833	医药制造业
000919	2021-12-31	C27	25.210604	1.372708	13.202921	1.090826	1.072069	1.111619	1.07218	1.111734	医药制造业
000920	2016-12-31	C26	45.286368	6.049594	32.322982	6.769577	3.911168	4.148063	3.911907	4.148847	化学原料及化学制品制造业
000920	2017-12-31	C26	31.993035	3.752962	34.936425	4.192159	2.701085	2.857082	2.701517	2.857539	化学原料及化学制品制造业
000920	2018-12-31	C26	20.933023	1.97804	118.638588	2.227585	1.597361	1.661525	1.597534	1.661705	化学原料及化学制品制造业
000920	2019-12-31	C26	25.935436	2.465388	37.660375	2.224335	1.706199	1.778674	1.706497	1.778985	化学原料及化学制品制造业
000920	2020-12-31	C26	25.409221	2.439569	16.957735	2.187428	1.658446	1.842527	1.658724	1.842837	化学原料及化学制品制造业
000921	2016-12-31	C38	12.187721	0.520513	4.755215	2.613606	1.298395	1.350659	1.450797	1.509196	电气机械及器材制造业
000921	2017-12-31	C38	9.155841	0.566453	41.685961	2.676552	1.363999	1.410769	1.549902	1.603047	电气机械及器材制造业
000921	2018-12-31	C38	6.770179	0.267479	9.181223	1.22119	1.052919	1.088562	1.079946	1.116504	电气机械及器材制造业
000921	2019-12-31	C38	8.614633	0.448626	8.378843	1.346253	1.084167	1.153774	1.127139	1.199504	电气机械及器材制造业
000921	2020-12-31	C38	6.899731	0.40578	3.293281	1.363055	1.082811	1.133723	1.125093	1.177993	电气机械及器材制造业
000921	2021-12-31	C38	8.812225	0.305573	4.785892	1.324159	1.059848	1.096514	1.090334	1.128055	电气机械及器材制造业
000922	2016-12-31	C38		5.486061	102.439768	4.846663	2.654818	2.834098	2.964772	3.164984	电气机械及器材制造业
000922	2017-12-31	C38	38.529761	2.923458	396.77401	2.987568	1.94657	2.08031	2.123867	2.269788	电气机械及器材制造业
000922	2018-12-31	C38	11.795169	1.687434	20.32888	1.793562	1.445597	1.493166	1.449812	1.497519	电气机械及器材制造业
000922	2019-12-31	C38	11.136531	1.825675	14.398758	1.761277	1.441555	1.481341	1.445732	1.485633	电气机械及器材制造业
000922	2020-12-31	C38	12.134311	2.089172	10.161992	1.936053	1.489825	1.536948	1.50331	1.550859	电气机械及器材制造业
000922	2021-12-31	C38	34.284975	2.402249	107.150046	2.723096	1.821951	1.86806	1.845731	1.892442	电气机械及器材制造业
000923	2016-12-31	C35	2267.177787	18.175662	31.943763	11.624387	4.075732	4.383432	4.075732	4.383432	专用设备制造业
000923	2017-12-31	C35	33.196195	2.755362	11.916325	1.679046	1.134458	1.229106	1.443254	1.563666	专用设备制造业
000925	2016-12-31	C35		6.536298		6.934958	2.601218	3.529818	2.678902	3.635234	专用设备制造业
000925	2017-12-31	C35	49.707877	2.915309	258.211409	2.534498	1.475824	2.082015	1.612177	2.274375	专用设备制造业
000925	2018-12-31	C35	121.771759	1.54037	20.709367	1.319753	1.100229	1.464579	1.120587	1.491678	专用设备制造业
000925	2019-12-31	C35	36.868703	1.325406	10.584067	1.475533	1.133571	1.450957	1.161963	1.487298	专用设备制造业
000925	2020-12-31	C35	707.478795	1.185114	81.107471	1.372571	1.147905	1.274555	1.153182	1.280415	专用设备制造业
000927	2016-12-31	C36	58.951432	4.741108		5.558074	2.672268	2.781885	2.672271	2.781889	汽车制造业
000927	2017-12-31	C36		5.022797		82.547553	2.469628	2.562978	2.469631	2.562981	汽车制造业
000927	2018-12-31	C36	137.296396	4.467128		41.818243	2.086409	2.171594	2.086412	2.171596	汽车制造业
000927	2019-12-31	C36		19.22063			5.934906	6.363229	5.934915	6.363239	汽车制造业
000927	2020-12-31	C36	34.318686	0.791894	120.909525	4.708932	1.16939	1.207053	2.141852	2.210835	汽车制造业
000929	2016-12-31	C15		5.292172	33.988984	3.10467	2.595922	2.722645	2.59707	2.723848	酒、饮料和精制茶制造业
000929	2017-12-31	C15	175.322984	3.717701	81.166506	1.918473	1.723301	1.806119	1.723806	1.806648	酒、饮料和精制茶制造业
000929	2018-12-31	C15		2.268208	37.211502	1.058874	1.046562	1.097096	1.046565	1.097099	酒、饮料和精制茶制造业
000929	2019-12-31	C15	505.099734	2.830507		1.180581	1.143726	1.195865	1.143735	1.195874	酒、饮料和精制茶制造业
000929	2020-12-31	C15		6.276433		1.849933	1.681354	1.757196	1.681397	1.757241	酒、饮料和精制茶制造业
000930	2016-12-31	C26	97.279678	2.313193	16.518517	7.598505	3.070994	3.271455	3.070994	3.271455	化学原料及化学制品制造业
000930	2018-12-31	C26	26.498582	0.774377		1.421288	1.088074	1.160411	1.200304	1.280102	化学原料及化学制品制造业
000930	2019-12-31	C26	21.819787	0.626257	3.341212	1.195194	1.05104	1.129317	1.116079	1.199199	化学原料及化学制品制造业
000930	2020-12-31	C26	25.007693	0.789063		1.454363	1.123844	1.194873	1.239593	1.317937	化学原料及化学制品制造业
000931	2018-12-31	C27	43.114047	2.938607	25.395017	2.752851	1.876959	2.092915	1.940707	2.163998	医药制造业
000931	2019-12-31	C27	58.569092	3.460262	45.004358	3.978663	2.43951	2.709987	2.544151	2.82623	医药制造业
000931	2020-12-31	C27	93.683658	2.89953	25.919303	2.715586	1.940068	2.15857	1.948805	2.168291	医药制造业
000936	2016-12-31	C28	14.144968	4.081296	37.272813	1.737945	1.354921	1.35921	1.4205	1.424996	化学纤维制造业
000936	2017-12-31	C28	29.097528	2.104072	629.089852	1.274739	1.09775	1.100572	1.11581	1.118678	化学纤维制造业
000936	2018-12-31	C28	16.009717	1.849263		1.085406	1.035413	1.037953	1.035439	1.037979	化学纤维制造业
000936	2019-12-31	C28	11.189728	2.171331	13.871732	1.176174	1.078639	1.081021	1.078695	1.081078	化学纤维制造业
000936	2020-12-31	C28		2.948914	49.048016	1.439161	1.244164	1.247242	1.244339	1.247418	化学纤维制造业
000938	2016-12-31	C39	50.11848	2.15873	45.722393	2.208143	1.174395	2.251387	1.882072	3.608047	计算机、通信和其他电子设备制造业
000938	2017-12-31	C39	28.53698	1.921554	252.396433	2.598638	1.214482	2.080952	2.084801	3.572196	计算机、通信和其他电子设备制造业
000938	2018-12-31	C39	15.551212	0.944304	9.367675	1.496116	1.061588	1.668138	1.311497	2.060835	计算机、通信和其他电子设备制造业
000938	2019-12-31	C39	20.996348	1.193294	37.998579	1.995005	1.588193	2.33998	1.588193	2.33998	计算机、通信和其他电子设备制造业
000938	2020-12-31	C39	18.033014	0.979629	11.541731	1.711187	1.413175	2.031601	1.413175	2.031601	计算机、通信和其他电子设备制造业
000938	2021-12-31	C39	17.232614	0.966221		1.832265	1.446859	1.979377	1.446859	1.979377	计算机、通信和其他电子设备制造业
000949	2016-12-31	C28	67.998931	2.123238	12.73961	2.185929	1.607155	1.626742	1.743733	1.764985	化学纤维制造业
000949	2017-12-31	C28	184.356028	1.374799		1.583634	1.311629	1.327378	1.32119	1.337053	化学纤维制造业
000949	2018-12-31	C28	29.710963	0.749973	120.085931	0.919239	0.96353	0.97279	0.962411	0.971661	化学纤维制造业
000949	2019-12-31	C28	37.498863	1.013109	18.180554	1.288653	1.134032	1.144289	1.134091	1.144349	化学纤维制造业
000949	2020-12-31	C28	49.360252	0.921502	40.479973	1.071762	1.031437	1.048113	1.031449	1.048125	化学纤维制造业
000949	2021-12-31	C28	6.028021	0.941405	4.125207	1.326381	1.154331	1.168655	1.180043	1.194686	化学纤维制造业
000950	2016-12-31	C26		2.185679	22.665472	5.377665	1.836495	1.980112	1.836495	1.980112	化学原料及化学制品制造业
000951	2016-12-31	C36	16.771708	0.42739		1.657596	1.176185	1.198474	1.176248	1.198537	汽车制造业
000951	2017-12-31	C36	9.984251	0.313503	13.186143	1.829474	1.196153	1.212702	1.196205	1.212755	汽车制造业
000951	2018-12-31	C36	6.161873	0.185147	3.99511	1.088443	1.027534	1.044794	1.027541	1.044801	汽车制造业
000951	2019-12-31	C36	9.488272	0.378972	5.799221	1.919703	1.301288	1.320921	1.301368	1.321002	汽车制造业
000951	2020-12-31	C36	8.717034	0.352236	5.083016	2.234724	1.314244	1.346831	1.314276	1.346864	汽车制造业
000951	2021-12-31	C36	11.891262	0.353723	9.619358	1.325074	1.137205	1.16598	1.137216	1.165991	汽车制造业
000952	2016-12-31	C27	34.122655	6.937781	29.678908	7.522372	3.631146	4.073352	3.631415	4.073654	医药制造业
000952	2017-12-31	C27	34.057431	4.506201	20.198011	4.720081	2.733754	3.037002	2.733825	3.037081	医药制造业
000952	2018-12-31	C27	14.427967	2.964993	10.81043	2.840036	1.957267	2.16164	1.957306	2.161683	医药制造业
000952	2019-12-31	C27	28.836845	3.279941	16.634851	2.487563	1.811995	2.001917	1.812028	2.001954	医药制造业
000952	2020-12-31	C27	36.871581	3.766592	21.712346	1.897981	1.538205	1.674919	1.619551	1.763494	医药制造业
000952	2021-12-31	C27	25.456626	3.217654	35.484326	1.85657	1.54032	1.666139	1.606529	1.737757	医药制造业
000953	2016-12-31	C26		12.328524	45.855723		7.367573	7.367573	7.367858	7.367858	化学原料及化学制品制造业
000953	2017-12-31	C26	82.341882	10.983214		104.113324	3.93771	3.93771	3.93771	3.93771	化学原料及化学制品制造业
000953	2018-12-31	C26		4.949569			4.599588	4.599588	4.599588	4.599588	化学原料及化学制品制造业
000953	2019-12-31	C26		10.64999		41.176195	4.59853	7.118022	4.59853	7.118022	化学原料及化学制品制造业
000953	2020-12-31	C26	45.952544	6.404926	23.233452	8.549662	3.939661	5.78583	4.66006	6.843815	化学原料及化学制品制造业
000957	2016-12-31	C36	16.070619	1.016441		3.639384	1.679246	1.74482	1.844337	1.916358	汽车制造业
000957	2017-12-31	C36	34.923371	0.850287		2.39732	1.251934	1.290399	1.313152	1.353497	汽车制造业
000957	2018-12-31	C36	72.144704	0.434052		0.973192	0.994066	1.024304	0.994066	1.024304	汽车制造业
000957	2019-12-31	C36	119.578081	0.586635	3.820469	1.443965	1.100732	1.150018	1.100734	1.15002	汽车制造业
000957	2020-12-31	C36	220.03581	1.174348	17.774244	1.867574	1.22929	1.290652	1.229296	1.290658	汽车制造业
000967	2016-12-31	C38	41.673919	2.984524		2.956582	1.682309	1.943904	2.116448	2.44555	电气机械及器材制造业
